#ID, MET, Date, UTC, Fermi_Lon, Fermi_Lat, Count, WWLLN_Lon, WWLLN_Lat, Separation_ms, Offset_km, Fermi_Azimuth, Fermi_Elevation, Right_Ascension, Declination, Comment
oTGF120817007 ,  366855033.078428, 2012-08-17, 00:10:30.078428,283.3154, +13.3107, 1, 285.0587, +18.8189,  -0.065,  637.4, 279.4,  81.1,  38.1, +25.8, NULL
oTGF120820915 ,  367192663.405724, 2012-08-20, 21:57:40.405724,282.4814, +14.8055, 1, 279.3268, +11.9719,  -0.167,  463.7, 299.3, 158.7, 146.6, +44.7, NULL
oTGF120821025 ,  367202141.160208, 2012-08-21, 00:35:38.160208,113.3790,  +8.5090, 1, 115.0032, +11.6756,  -0.066,  392.9,  96.2, 103.3, 264.7, +29.4, NULL
oTGF120821025 ,  367202141.160208, 2012-08-21, 00:35:38.160208,113.3790,  +8.5090, 2, 115.0086, +11.7213,  -1.321,  397.7,  96.2, 102.9, 264.3, +29.5, NULL
oTGF120821237 ,  367220475.695000, 2012-08-21, 05:41:12.695000,110.8147, +25.7336, 1, 113.5119, +25.1673,  -0.044,  278.4, 188.6, 121.4, 339.0, +31.2, NULL
oTGF120822711 ,  367347798.925400, 2012-08-22, 17:03:15.925400, 16.9724,  -0.7633, 1,  17.8405,  +1.3227,  -0.074,  250.1,  76.4, 155.3, 337.3, -44.7, NULL
oTGF120823943 ,  367454239.836460, 2012-08-23, 22:37:16.836460,135.9116, +14.9327, 1, 135.0697, +14.0871,  -0.580,  130.3, 243.7, 124.2, 229.5,  -1.3, NULL
oTGF120825465 ,  367585766.003240, 2012-08-25, 11:09:23.003240,289.2277, +12.2113, 1, 288.4880,  +9.9229,  +0.006,  265.7, 221.6, 161.9, 201.0, -22.6, NULL
oTGF120827282 ,  367742756.034650, 2012-08-27, 06:45:53.034650,137.6329,  -1.5553, 1, 139.4679,  -2.5837,  -0.027,  233.7, 136.9, 124.4,  21.2,  +3.8, NULL
oTGF120828111 ,  367814411.262650, 2012-08-28, 02:40:08.262650, 18.9611,  +4.5677, 1,  22.8283,  +3.3662,  +0.168,  449.5,  17.1, 145.2, 346.1, +39.5, NULL
oTGF120830100 ,  367986269.636112, 2012-08-30, 02:24:26.636112, 16.3103,  +8.6266, 1,  14.7316,  +9.4216,  -0.064,  194.6,  78.0, 113.3, 277.6, +10.0, NULL
oTGF120830830 ,  368049327.371350, 2012-08-30, 19:55:24.371350,113.7253, +11.1489, 1, 109.6282, +10.0740,  -0.064,  463.8, 249.6, 125.3, 198.4, -26.6, NULL
oTGF120901713 ,  368211983.450024, 2012-09-01, 17:06:20.450024,294.6914,  +1.2361, 1, 295.0243,  +1.6261,  -0.106,   56.9, 195.2, 124.0,  38.6, -37.8, NULL
oTGF120901818 ,  368221090.837889, 2012-09-01, 19:38:07.837890,106.1702, +12.5989, 1, 108.8954, +16.0338,  -0.019,  480.5,   4.1, 137.8,  39.9, -30.1, NULL
oTGF120905331 ,  368524630.819600, 2012-09-05, 07:57:07.819600,266.2413, +17.0742, 1, 266.4748, +15.3217,  +0.043,  195.5,  41.9, 148.6, 320.9, +21.5, NULL
oTGF120906009 ,  368583212.534125, 2012-09-06, 00:13:29.534124,107.3813, +20.1573, 1, 105.8446, +20.3296,  -0.077,  161.7, 214.7, 148.0, 237.7,  -8.8, NULL
oTGF120907345 ,  368698643.835468, 2012-09-07, 08:17:20.835468, 32.9455,  -3.3942, 1,  33.3107,  -0.7813,  -0.043,  291.8, 177.6, 155.7, 299.2, +46.4, NULL
oTGF120907606b,  368721160.458337, 2012-09-07, 14:32:37.458338,275.6981,  +6.7739, 1, 275.6485,  +6.7918,  -0.033,    5.8, 219.9, 130.4, 243.5, +11.8, NULL
oTGF120907606b,  368721160.458337, 2012-09-07, 14:32:37.458338,275.6981,  +6.7739, 2, 275.7134,  +6.6709,  -0.068,   11.5, 221.6, 129.4, 242.8, +10.1, NULL
oTGF120908174 ,  368770277.043250, 2012-09-08, 04:11:14.043250,273.3211,  +5.8727, 1, 277.2127,  +7.9974,  +0.130,  490.0,  81.9, 121.0,  49.9, +19.6, NULL
oTGF120910097 ,  368936405.886182, 2012-09-10, 02:20:02.886182,294.9432,  +9.8086, 1, 297.3610,  +7.4707,  -0.012,  371.0, 301.5, 158.3, 178.7, +53.5, NULL
oTGF120911162 ,  369028431.712999, 2012-09-11, 03:53:48.712998,290.9073, +19.8503, 1, 287.2179, +18.2957,  -0.120,  424.7,  44.2, 123.5, 298.4, +21.7, NULL
oTGF120913078b,  369193968.935187, 2012-09-13, 01:52:45.935186,279.3066, +10.0984, 1, 281.8915,  +9.0882,  -0.019,  305.0,  98.4, 107.1,  77.7, -18.8, NULL
oTGF120916060 ,  369451545.150713, 2012-09-16, 01:25:42.150712,264.4463, +10.7484, 1, 262.6346, +10.5859,  -0.043,  199.0, 324.0, 120.6, 176.3, +66.6, NULL
oTGF120916414 ,  369482141.200200, 2012-09-16, 09:55:38.200200,263.7541, +12.3544, 1, 263.1007, +14.4129,  -0.019,  238.5, 252.8, 146.5, 185.8, -36.1, NULL
oTGF120917079 ,  369539594.693125, 2012-09-17, 01:53:11.693126, 32.0898,  +6.7455, 1,  27.0216,  +5.6685,  -0.106,  573.4, 239.3,  97.3, 239.1, -15.9, NULL
oTGF120917340 ,  369562221.847293, 2012-09-17, 08:10:18.847292,280.1536, +13.4522, 1, 280.9653,  +9.4126,  +0.045,  455.5, 313.6,  94.9, 320.2, -54.6, NULL
oTGF120917340 ,  369562221.847293, 2012-09-17, 08:10:18.847292,280.1536, +13.4522, 2, 280.9956,  +9.3762,  +0.012,  460.1, 313.9,  94.7, 320.7, -54.5, NULL
oTGF120918800 ,  369688282.809950, 2012-09-18, 19:11:19.809950,112.3552,  +9.8140, 1, 113.7953,  +7.9715,  -0.129,  258.1, 323.7, 115.2, 335.0, -61.1, NULL
oTGF120919969 ,  369789292.780225, 2012-09-19, 23:14:49.780226,271.1150, +12.5367, 1, 268.5101, +14.4733,  -0.112,  354.2,  71.8, 155.2,   4.1, -25.4, NULL
oTGF120919969 ,  369789292.780225, 2012-09-19, 23:14:49.780226,271.1150, +12.5367, 2, 268.5859, +14.4840,  -0.061,  348.4,  73.3, 155.5,   5.4, -24.5, NULL
oTGF120920713 ,  369853563.865420, 2012-09-20, 17:06:00.865420, 85.1232, +23.4955, 1,  84.7576, +18.0646,  -0.087,  602.5, 279.0, 174.0, 170.1, +27.1, NULL
oTGF120921360 ,  369909500.211000, 2012-09-21, 08:38:17.211000,120.5589, +12.9829, 1, 119.6296, +16.2081,  -0.120,  370.6, 263.4,  95.2,  90.8, +14.9, NULL
oTGF120922245 ,  369985948.083575, 2012-09-22, 05:52:25.083576,288.4830,  +8.4409, 1, 284.1421,  +9.7009,  -0.069,  497.1, 289.9, 114.4, 272.2, -24.9, NULL
oTGF120923238 ,  370071803.261446, 2012-09-23, 05:43:20.261446,283.3863,  +8.2919, 1, 284.4414, +10.9672,  -0.031,  317.8,   9.6,  98.6,  28.9, +56.9, NULL
oTGF120924232 ,  370157690.023175, 2012-09-24, 05:34:47.023176,279.9948,  +7.3102, 1, 277.9242,  +7.6925,  -0.031,  232.4,  36.6, 135.8, 349.3, +34.0, NULL
oTGF120927009 ,  370397558.275000, 2012-09-27, 00:12:35.275000,308.2994, +19.1565, 1, 308.4681, +22.0659,  +2.739,  322.6, 327.9,  88.0,  59.7, +20.9, NULL
oTGF120928988 ,  370568541.648113, 2012-09-28, 23:42:18.648114,252.3353, +25.6502, 1, 250.6123, +24.3221,  -1.130,  227.8, 265.9, 100.3, 106.2, -23.1, NULL
oTGF120930986 ,  370741175.045400, 2012-09-30, 23:39:32.045400,299.7428, +14.4191, 1, 301.5187, +14.7317,  -0.018,  194.5, 287.0,  82.7,  79.5, -15.2, NULL
oTGF121001844 ,  370815313.265300, 2012-10-01, 20:15:10.265300,327.8643, +19.8720, 1, 330.5825, +17.4895,  -0.057,  389.6, 107.7, 110.2,  64.9, -40.6, NULL
oTGF121004676 ,  371060019.139538, 2012-10-04, 16:13:36.139538,273.3648, +16.6993, 1, 275.1532, +16.4593,  -0.059,  192.7, 149.4,  99.6, 262.6, -41.7, NULL
oTGF121006024 ,  371176485.865180, 2012-10-06, 00:34:42.865180,267.7172,  +5.4990, 1, 265.9806,  +8.6141,  +0.088,  394.3, 287.2, 104.8, 117.9, +56.8, NULL
oTGF121007450 ,  371299712.456600, 2012-10-07, 10:48:29.456600,293.5825,  -0.5671, 1, 292.3053,  -2.2031,  -0.058,  230.1, 198.8, 158.6, 267.3, -22.1, NULL
oTGF121008583 ,  371397567.121475, 2012-10-08, 13:59:24.121476,269.6670, +14.1194, 1, 269.4647,  +9.9496,  +1.503,  461.8, 251.3,  92.6, 302.1, -31.1, NULL
oTGF121011427 ,  371643289.852412, 2012-10-11, 10:14:46.852412,282.1227,  +4.6365, 1, 281.6604,  +4.0848,  -0.012,   79.7,  84.4,  93.1, 293.5,  -6.5, NULL
oTGF121011888 ,  371683133.332208, 2012-10-11, 21:18:50.332208,100.0985,  -1.3417, 1,  99.9797,  -0.8075,  -0.040,   60.5, 314.5, 136.4, 184.1, -60.5, NULL
oTGF121012241 ,  371713636.930200, 2012-10-12, 05:47:13.930200, 91.4220, +23.0243, 1,  90.6138, +22.2880,  +0.151,  116.4, 184.5, 120.9,   4.6, +26.6, NULL
oTGF121012817 ,  371763359.153450, 2012-10-12, 19:35:56.153450,124.4765,  +1.4712, 1, 121.4360,  -0.0796,  -0.051,  379.4, 270.3, 121.1, 253.0, -42.6, NULL
oTGF121013774 ,  371846078.757950, 2012-10-13, 18:34:35.757950,297.6012,  +5.6212, 1, 296.9964,  +9.6120,  -0.033,  446.4, 229.5,  95.5, 108.6,  -2.3, NULL
oTGF121014570 ,  371914822.333100, 2012-10-14, 13:40:19.333100,  8.8572,  +3.8069, 1,  10.0442,  +1.4155,  -0.058,  295.5, 169.8, 142.1,  71.5, -48.6, NULL
oTGF121014571 ,  371914974.969301, 2012-10-14, 13:42:51.969300, 16.8585,  -0.3521, 1,  18.5917,  +2.5452,  -0.049,  374.0, 212.7,  95.8, 106.2, -12.5, NULL
oTGF121015868b,  372027002.183600, 2012-10-15, 20:49:59.183600,104.4408, +11.5758, 1, 103.4881, +13.7825,  -0.050,  265.1, 311.3, 157.4, 166.8, -46.3, NULL
oTGF121017786 ,  372192703.656968, 2012-10-17, 18:51:40.656968,103.7232,  +4.6192, 1, 100.5677,  +2.4779,  -0.159,  423.1,  89.2, 125.3, 320.9, -21.0, NULL
oTGF121018710 ,  372272556.617350, 2012-10-18, 17:02:33.617350,108.5669,  -2.7188, 1, 109.0017,  -0.7807,  -0.242,  219.7, 348.3, 111.5,  16.9, +50.4, NULL
oTGF121020897 ,  372461467.960590, 2012-10-20, 21:31:04.960590, 27.5908,  -1.2418, 1,  26.3633,  -2.2282,  +0.028,  174.8, 350.9, 123.8,  40.6, -52.3, NULL
oTGF121021369 ,  372502319.428050, 2012-10-21, 08:51:56.428050,260.2640, +18.5009, 1, 264.3027, +13.5040,  +0.014,  701.8, 321.0, 163.7, 157.1, +72.6, NULL
oTGF121023222 ,  372662373.944991, 2012-10-23, 05:19:30.944990,287.4946, +14.4819, 1, 287.7194, +12.9691,  +0.684,  169.1,  21.1, 146.2,   4.5, +37.4, NULL
oTGF121024504 ,  372773178.611750, 2012-10-24, 12:06:15.611750,310.4730,  +6.1683, 1, 309.1058, +11.4666,  -0.350,  605.0, 152.0,  89.4, 341.2, -36.2, NULL
oTGF121028478 ,  373116471.723500, 2012-10-28, 11:27:48.723500,284.7718,  +8.2239, 1, 282.2474,  +5.9008,  -0.087,  379.2, 238.6, 141.3, 264.6, -46.0, NULL
oTGF121028516 ,  373119822.917425, 2012-10-28, 12:23:39.917424,118.4474,  +4.9784, 1, 116.3924,  +3.4519,  -0.085,  283.8, 342.8, 129.7, 289.8, +59.4, NULL
oTGF121028710 ,  373136557.555502, 2012-10-28, 17:02:34.555502, 22.5742,  -6.7239, 1,  21.9098,  -5.0175,  +0.009,  202.5,  90.8, 150.1,  66.9,  +8.4, NULL
oTGF121030966 ,  373331501.266510, 2012-10-30, 23:11:38.266510,293.8738,  +3.2842, 1, 293.9516,  +2.5461,  +0.024,   82.1,  81.5, 122.0,  82.8, -19.2, NULL
oTGF121101386 ,  373454129.348796, 2012-11-01, 09:15:26.348796,288.3273,  +7.8652, 1, 287.5650,  +9.3517,  -0.019,  184.6,  84.0, 116.2, 330.1, +44.5, NULL
oTGF121102949 ,  373589169.563926, 2012-11-02, 22:46:06.563926,285.4599,  +7.1767, 1, 285.9303, +11.2473,  +0.075,  453.2, 259.1,  94.1, 138.0, +21.0, NULL
oTGF121103374 ,  373625948.068800, 2012-11-03, 08:59:05.068800,284.8420,  +4.2285, 1, 286.2375,  +6.4675,  +0.007,  291.9,  60.1, 101.4, 309.0, +72.4, NULL
oTGF121103428 ,  373630554.160250, 2012-11-03, 10:15:51.160250,195.1774, +25.2204, 1, 196.1317, +26.3725,  +0.647,  159.5,  25.9, 144.6,  48.4,  -7.4, NULL
oTGF121103606 ,  373645938.628800, 2012-11-03, 14:32:15.628800, 17.6987,  -5.1911, 1,  21.4326,  -8.0174,  +0.058,  517.8, 188.8, 159.1,  84.9, -43.5, NULL
oTGF121104065 ,  373685609.329750, 2012-11-04, 01:33:26.329750,186.0138, -14.9245, 1, 185.5199, -15.4323,  +0.654,   77.3, 135.7, 125.0,  89.5, +16.0, NULL
oTGF121104065 ,  373685609.329750, 2012-11-04, 01:33:26.329750,186.0138, -14.9245, 2, 185.6894, -15.4279,  -1.598,   65.7, 138.0, 124.5,  90.4, +18.2, NULL
oTGF121109998 ,  374198259.915750, 2012-11-09, 23:57:36.915750, 11.3312,  +3.0210, 1,  11.6043,  +5.1370,  -0.033,  235.9,  34.3, 107.2,  34.2, +62.6, NULL
oTGF121111123 ,  374295414.116700, 2012-11-11, 02:56:51.116700,310.3546,  +6.5113, 1, 313.8158,  +9.5572,  -0.013,  508.9,  54.2, 161.7,  57.4,  +4.4, NULL
oTGF121111758 ,  374350267.047475, 2012-11-11, 18:11:04.047474,284.6080,  +6.6147, 1, 280.9084,  +7.0569,  +0.090,  411.8,  84.1, 139.6,  39.0, -44.7, NULL
oTGF121113683 ,  374516640.993800, 2012-11-13, 16:23:57.993800,321.2633, +16.7504, 1, 324.1756, +18.5157,  -0.038,  365.6, 183.1, 114.5,  54.7, -62.4, NULL
oTGF121118543 ,  374936537.513450, 2012-11-18, 13:02:14.513450,112.5021,  +1.3035, 1, 114.5673,  +4.9085,  +0.014,  460.0,  45.9, 169.6,  27.6, -20.1, NULL
oTGF121118879 ,  374965540.751773, 2012-11-18, 21:05:37.751774, 11.3629,  -9.1703, 1,  13.8095, -14.1827,  -0.031,  615.3, 243.5, 143.4, 209.3, +24.8, NULL
oTGF121122946 ,  375316945.148300, 2012-11-22, 22:42:22.148300,105.0272,  -5.2785, 1, 106.4258,  -4.8948,  -0.069,  160.8,  40.0, 163.5, 114.4, +19.7, NULL
oTGF121125826 ,  375565753.961950, 2012-11-25, 19:49:10.961950,299.3557,  +8.3593, 1, 299.7728,  +7.4852,  -0.064,  107.1,  86.0, 122.5,  70.4, -53.9, NULL
oTGF121126687 ,  375640164.197625, 2012-11-26, 16:29:21.197626,343.6746,  +7.8982, 1, 343.8465,  +7.9212,  -0.087,   19.1, 209.3, 128.3, 175.6, -30.3, NULL
oTGF121126687 ,  375640164.197625, 2012-11-26, 16:29:21.197626,343.6746,  +7.8982, 2, 343.8042,  +7.8587,  -0.117,   14.9, 209.5, 129.2, 176.2, -30.5, NULL
oTGF121126926 ,  375660831.505341, 2012-11-26, 22:13:48.505340,112.0788,  +9.2171, 1, 113.6568,  +5.5179,  -0.051,  444.6, 314.1, 124.3, 174.6, -50.4, NULL
oTGF121129774 ,  375906869.718568, 2012-11-29, 18:34:26.718568,143.3807,  +8.5457, 1, 143.1708,  +8.1127,  -0.030,   53.2, 100.8, 133.0, 355.1,  -1.5, NULL
oTGF121129803 ,  375909401.388769, 2012-11-29, 19:16:38.388768,293.7982,  +0.3251, 1, 292.0262,  -2.1779,  -0.147,  339.8,  96.8,  97.7, 132.1, -27.6, NULL
oTGF121205505 ,  376402007.030453, 2012-12-05, 12:06:44.030452, 24.5500, -12.2297, 1,  25.8796, -11.1237,  +0.089,  189.7, 159.9, 145.7,  85.8, +38.8, NULL
oTGF121206588 ,  376495632.559943, 2012-12-06, 14:07:09.559942,120.5933,  -8.8495, 1, 117.3843,  -9.1791,  -0.081,  354.7, 351.8, 131.4,  68.6, -57.5, NULL
oTGF121207917 ,  376610408.415000, 2012-12-07, 22:00:05.415000, 10.8302,  -0.0322, 1,   9.9442,  -0.6395,  +0.411,  119.3,  10.9, 127.0,  94.5, -35.2, NULL
oTGF121209500 ,  376747166.793686, 2012-12-09, 11:59:23.793686,115.0010, -15.0413, 1, 114.6961,  -9.2971,  +0.060,  636.3, 149.2, 166.1, 155.3, +68.6, NULL
oTGF121210138 ,  376802336.888700, 2012-12-10, 03:18:53.888700,106.8286,  -6.1037, 1, 106.1933,  -4.7905,  -0.076,  161.4, 196.5, 138.8,   7.0, +40.2, NULL
oTGF121212283 ,  376987641.406324, 2012-12-12, 06:47:18.406324,179.5006, -11.8640, 1, 181.5653,  -7.9063,  -0.076,  492.8, 143.4, 143.2, 155.9, +47.0, NULL
oTGF121212283 ,  376987641.406324, 2012-12-12, 06:47:18.406324,179.5006, -11.8640, 2, 181.3748,  -8.0545,  -0.206,  468.8, 141.3, 144.2, 152.9, +46.2, NULL
oTGF121213344a,  377079288.573867, 2012-12-13, 08:14:45.573866,154.6591,  -9.6255, 1, 157.4309,  -8.0097,  -0.076,  353.4, 127.9, 125.2, 153.0, +24.5, NULL
oTGF121213344b,  377079335.312825, 2012-12-13, 08:15:32.312826,157.1840,  -8.4164, 1, 156.1322, -10.4896,  -0.074,  256.8,  62.1, 111.0, 121.5, -34.5, NULL
oTGF121214906 ,  377214252.376573, 2012-12-14, 21:44:09.376572,148.3434,  -3.6103, 1, 148.1816,  -4.3584,  -0.074,   84.7, 252.2, 120.2, 337.3, -23.7, NULL
oTGF121215961 ,  377305412.281100, 2012-12-15, 23:03:29.281100, 97.7771,  +7.1236, 1,  99.6349,  +9.3030,  -0.084,  316.2,  75.2, 100.2, 342.7, +49.9, NULL
oTGF121217320 ,  377422813.613525, 2012-12-17, 07:40:10.613526,143.1173,  -4.7775, 1, 140.2399,  -4.2652,  -0.172,  324.3,  58.5, 141.0,  88.1, -29.3, NULL
oTGF121217320 ,  377422813.613525, 2012-12-17, 07:40:10.613526,143.1173,  -4.7775, 2, 138.7797,  -5.2710,  -0.496,  484.1,  45.7, 129.9,  81.5, -43.8, NULL
oTGF121217523 ,  377440401.046315, 2012-12-17, 12:33:18.046314, 92.2505,  +6.6366, 1,  91.8135,  +7.0253,  -2.072,   64.7, 284.4, 123.0, 234.8, +29.1, NULL
oTGF121218753 ,  377546673.291700, 2012-12-18, 18:04:30.291700,204.5017, -16.6992, 1, 208.4172, -19.9912,  -0.043,  551.3, 294.0, 113.3, 338.7, -61.2, NULL
oTGF121218754 ,  377546707.723785, 2012-12-18, 18:05:04.723784,206.4845, -17.4200, 1, 209.0336, -17.0108,  -0.049,  274.9, 284.7, 140.8, 308.4, -37.5, NULL
oTGF121220866 ,  377729241.085690, 2012-12-20, 20:47:18.085690,115.4355,  -3.1570, 1, 117.4870,  -6.8820,  -0.033,  470.6,  17.8, 141.2, 167.2, +55.2, NULL
oTGF121221950 ,  377822863.545032, 2012-12-21, 22:47:40.545032,210.2170, -17.2057, 1, 210.0136, -18.5781,  -0.049,  153.4, 154.3, 114.7, 138.7, +36.0, NULL
oTGF121223148 ,  377926354.875818, 2012-12-23, 03:32:31.875818,158.7754,  -5.2660, 1, 155.1913,  -6.5414,  -0.096,  421.2,  87.9, 123.4, 116.1, -37.4, NULL
oTGF121223148 ,  377926354.875818, 2012-12-23, 03:32:31.875818,158.7754,  -5.2660, 2, 155.1627,  -6.6015,  +1.424,  426.4,  87.8, 122.9, 116.7, -37.8, NULL
oTGF121228684 ,  378404736.480983, 2012-12-28, 16:25:33.480984,135.7932, -10.2714, 1, 135.2157, -10.1092,  +0.822,   65.8,  64.6, 131.3,  51.4, +48.8, NULL
oTGF130106980 ,  379207848.595415, 2013-01-06, 23:30:45.595416, 88.1509, -12.3015, 1,  85.4961, -12.8762,  -0.123,  295.4, 163.6, 128.4, 359.2, -10.3, NULL
oTGF130108115 ,  379305909.583034, 2013-01-08, 02:45:06.583034, 75.8931,  +8.5114, 1,  74.6845,  +9.0983,  -0.140,  148.0, 152.0, 116.9,  23.0, -24.7, NULL
oTGF130115386 ,  379934169.648773, 2013-01-15, 09:16:06.648774,212.3684, -20.6088, 1, 216.2941, -19.6147,  -0.082,  425.0,  64.7, 118.9, 175.5,  -6.9, NULL
oTGF130115502 ,  379944196.893950, 2013-01-15, 12:03:13.893950, 75.0958, -15.1286, 1,  79.4031, -13.9861,  -0.042,  481.1, 139.1, 140.3, 147.8, +19.1, NULL
oTGF130115502 ,  379944196.893950, 2013-01-15, 12:03:13.893950, 75.0958, -15.1286, 2,  79.7759, -13.7571,  +0.213,  526.9, 143.1, 141.0, 148.0, +23.1, NULL
oTGF130118281 ,  380184253.782726, 2013-01-18, 06:44:10.782726,117.4264,  -8.5622, 1, 117.8338,  -4.8398,  +0.719,  414.1,  93.6, 162.0, 136.1, -34.0, NULL
oTGF130118545 ,  380207106.203800, 2013-01-18, 13:05:03.203800, 18.0948,  -7.6310, 1,  14.1401,  -4.7050,  -0.120,  544.3,  80.9, 124.8, 187.1, -30.2, NULL
oTGF130120628 ,  380387094.230144, 2013-01-20, 15:04:51.230144,137.0095,  +0.5287, 1, 133.7639,  -2.4246,  -3.376,  486.9,  40.0, 128.9,  96.4,  +4.2, NULL
oTGF130120628 ,  380387094.230144, 2013-01-20, 15:04:51.230144,137.0095,  +0.5287, 2, 133.8394,  -2.4733,  -0.015,  484.4,  40.2, 129.7,  96.9,  +4.1, NULL
oTGF130121996 ,  380505237.094409, 2013-01-21, 23:53:54.094408,224.7003, -20.7349, 1, 224.8375, -17.8802,  -0.128,  316.3, 113.0, 157.6, 143.4,  -0.1, NULL
oTGF130125365 ,  380796367.867825, 2013-01-25, 08:46:04.867826, 23.8232,  -4.7177, 1,  21.4824,  -4.3591,  -0.070,  262.8, 178.4, 132.7, 124.1, -38.4, NULL
oTGF130201348 ,  381399653.431633, 2013-02-01, 08:20:50.431634,134.0630,  -5.8482, 1, 132.6633,  -1.4941,  -0.090,  505.9, 138.8, 170.6, 181.5, +41.8, NULL
oTGF130201348 ,  381399653.431633, 2013-02-01, 08:20:50.431634,134.0630,  -5.8482, 2, 131.9066,  -1.8983,  +1.754,  498.1,  91.4, 171.3, 141.0, +10.2, NULL
oTGF130202272 ,  381479502.076050, 2013-02-02, 06:31:39.076050,139.1467, -12.4839, 1, 136.2951, -12.3270,  +0.507,  310.6,  86.3, 135.6, 163.1, -23.7, Approximately 60 km separation between WWLLN and ENTLN associations.
oTGF130205257 ,  381737364.777975, 2013-02-05, 06:09:21.777976,143.2961,  -2.7145, 1, 141.9345,  -7.2408,  -0.081,  522.8, 307.3, 149.2, 301.8,  +5.6, NULL
oTGF130205820 ,  381786093.848325, 2013-02-05, 19:41:30.848324,120.9707,  +0.2747, 1, 118.0537,  -3.3071,  -0.141,  512.1, 107.1, 168.1, 106.2,  -0.2, NULL
oTGF130209726 ,  382123563.201850, 2013-02-09, 17:26:00.201850,117.5890,  +3.6266, 1, 122.1477,  +6.3662,  -0.015,  589.3,  48.1, 155.0, 160.1,  +1.0, NULL
oTGF130214638 ,  382547949.406324, 2013-02-14, 15:19:06.406324,168.3460, -20.0803, 1, 166.4302, -18.0469,  -0.091,  302.2, 279.5, 138.5,  15.4, -28.0, NULL
oTGF130216677 ,  382724121.417100, 2013-02-16, 16:15:18.417100, 67.8106,  +9.8027, 1,  72.0048,  +7.8923,  -0.019,  507.4, 238.5, 118.3, 282.9,  +1.1, NULL
oTGF130217419 ,  382788198.777288, 2013-02-17, 10:03:15.777288,221.4641, -18.8413, 1, 221.0393, -20.7502,  +0.032,  216.0, 345.1, 107.5,  98.5, -59.1, NULL
oTGF130217630 ,  382806463.423200, 2013-02-17, 15:07:40.423200,218.0720, -22.6398, 1, 218.9148, -19.8106,  -0.025,  325.2,  91.5, 104.0,  65.5, +61.3, NULL
oTGF130217700b,  382812506.548055, 2013-02-17, 16:48:23.548054,212.9898, -17.0429, 1, 211.7745, -15.6033,  -0.272,  205.5, 133.2, 147.7, 108.7, +33.8, NULL
oTGF130217700b,  382812506.548055, 2013-02-17, 16:48:23.548054,212.9898, -17.0429, 2, 212.3136, -15.2842,  -0.057,  207.6, 120.6, 147.1, 122.6, +39.7, NULL
oTGF130219335 ,  382953775.103413, 2013-02-19, 08:02:52.103412,215.0667, -10.9149, 1, 215.0075, -11.8359,  +0.038,  102.1, 310.9, 140.6, 212.0, +69.5, NULL
oTGF130219335 ,  382953775.103413, 2013-02-19, 08:02:52.103412,215.0667, -10.9149, 2, 214.6445, -11.8584,  -0.043,  114.1, 316.7, 142.6, 195.2, +69.0, NULL
oTGF130219335 ,  382953775.103413, 2013-02-19, 08:02:52.103412,215.0667, -10.9149, 3, 213.9997, -12.4457,  -0.206,  205.4, 324.3, 150.8, 170.2, +67.9, NULL
oTGF130221523 ,  383142795.787575, 2013-02-21, 12:33:12.787576,142.5670, -15.6655, 1, 143.9659, -14.2269,  -0.016,  219.1,  38.3, 148.3, 150.9, -44.7, NULL
oTGF130221538 ,  383144051.291763, 2013-02-21, 12:54:08.291764,221.2389, -22.6076, 1, 223.3338, -21.9466,  -1.020,  228.0, 346.7, 127.4, 268.2, -80.1, NULL
oTGF130221538 ,  383144051.291763, 2013-02-21, 12:54:08.291764,221.2389, -22.6076, 2, 218.2443, -18.3489,  -0.694,  565.5, 254.9, 162.9, 358.2,  +4.2, Approximately 650 km from WWLLN and ENTLN associations. None are simultaneous
oTGF130221742 ,  383161674.360688, 2013-02-21, 17:47:51.360688,175.1379, -13.9956, 1, 174.0054, -13.7273,  -0.070,  126.0, 132.4, 139.6,  76.2, +17.6, NULL
oTGF130222730 ,  383247057.321200, 2013-02-22, 17:30:54.321200,143.7218, -22.4138, 1, 143.4950, -19.1032,  -0.007,  367.3, 341.8, 161.7, 285.7, -73.2, NULL
oTGF130225358 ,  383474168.033696, 2013-02-25, 08:36:05.033696,143.2256,  -3.3151, 1, 145.6350,  -5.4932,  -0.120,  359.9, 103.6, 113.8, 210.7, -29.2, NULL
oTGF130227704 ,  383676818.403650, 2013-02-27, 16:53:35.403650,153.3964,  -9.4634, 1, 149.2539,  -8.4465,  -0.130,  469.2, 101.0, 101.6,  65.8, +15.4, Approximately 60 km separation between WWLLN and ENTLN associations. Both are simultaneous. 
oTGF130228413 ,  383738072.518200, 2013-02-28, 09:54:29.518200,141.9799, -19.9253, 1, 138.9184, -19.5815,  +0.357,  323.1,  25.4, 118.0, 145.9, -82.0, NULL
oTGF130302615 ,  383928342.163698, 2013-03-02, 14:45:39.163698,148.9876, -15.0877, 1, 151.7640, -16.6257,  +0.002,  342.6, 317.2, 150.2, 163.3, +74.2, NULL
oTGF130302617 ,  383928494.018715, 2013-03-02, 14:48:11.018714,157.4214, -11.4975, 1, 159.0245, -15.0388,  -0.161,  428.6,  16.0, 168.2, 158.5, +18.4, NULL
oTGF130307034 ,  384310165.384400, 2013-03-07, 00:49:22.384400,221.4947, -18.3638, 1, 224.3409, -17.8369,  +0.622,  306.8, 198.6,  98.4, 267.6,  +6.2, NULL
