#ID, MET, Date, UTC, Fermi_Lon, Fermi_Lat, Count, WWLLN_Lon, WWLLN_Lat, Separation_ms, Offset_km, Fermi_Azimuth, Fermi_Elevation, Right_Ascension, Declination, Comment
oTGF081001392 ,  244545885.913770, 2008-10-01, 09:24:44.913770,162.6720, +10.5345, 1, 163.1578, +11.2940,  -2.487,   99.4, 105.3, 150.5,  73.3,  +4.5, NULL
oTGF081113322 ,  248255045.236800, 2008-11-13, 07:44:04.236800,  7.3250,  +2.9078, 1,   9.0095,  +0.9035,  +1.262,  290.2, 281.1, 127.4, 275.2, -56.8, NULL
oTGF081123874 ,  249166723.321200, 2008-11-23, 20:58:42.321200,129.8764, -16.0390, 1, 129.4286, -16.1782,  -0.062,   50.3,  99.6, 149.1,  36.0, +45.1, NULL
oTGF090808739b,  271446291.528575, 2009-08-08, 17:44:49.528574,303.3364,  +2.6440, 1, 300.1307,  +3.4615,  -0.028,  367.6,  95.4, 125.6,  23.0, -35.0, NULL
oTGF090828147 ,  273123112.206950, 2009-08-28, 03:31:50.206950,252.8422, +22.7884, 1, 253.5263, +23.8061,  +0.227,  132.7, 302.7, 129.0, 116.4, +60.4, NULL
oTGF091130219 ,  281250934.965071, 2009-11-30, 05:15:32.965070,132.5956, -12.0941, 1, 130.6992, -11.2645,  -0.019,  226.2, 239.1, 112.9, 146.9, -22.6, NULL
oTGF091213876 ,  282430912.475400, 2009-12-13, 21:01:50.475400,140.6039, -15.8434, 1, 139.8219, -16.5611,  -0.072,  115.3, 144.7, 134.7, 357.0,  +0.5, NULL
oTGF091227540 ,  283611494.306531, 2009-12-27, 12:58:12.306530,182.4693,  -4.6222, 1, 181.6783,  -4.8044,  -0.021,   90.0,  19.3, 126.7,  78.0, +23.1, NULL
oTGF100110328 ,  284802754.496100, 2010-01-10, 07:52:32.496100,133.1257, -13.1605, 1, 132.8412, -14.2267,  -0.023,  121.9, 101.5, 118.4, 163.3, -10.3, NULL
oTGF100129593 ,  286467270.536350, 2010-01-29, 14:14:28.536350, 86.8582,  +5.1327, 1,  86.8499,  +7.6829,  +0.073,  282.0, 279.2, 103.9, 244.9, +46.3, NULL
oTGF100207843 ,  287266468.246500, 2010-02-07, 20:14:26.246500,107.6106,  -4.0413, 1, 106.3134,  -5.6346,  -0.049,  227.5, 305.3, 117.1,  11.6, -76.8, NULL
oTGF100207843 ,  287266468.246500, 2010-02-07, 20:14:26.246500,107.6106,  -4.0413, 2, 106.3698,  -5.6621,  -0.000,  226.0, 305.9, 116.7,  12.1, -77.5, NULL
oTGF100218518 ,  288188741.131850, 2010-02-18, 12:25:39.131850,139.1237,  -5.5739, 1, 140.5758,  -4.4615,  -0.014,  202.6, 287.2, 123.3, 321.3, +59.2, NULL
oTGF100223288 ,  288600866.608425, 2010-02-23, 06:54:24.608426,165.2540, -14.1703, 1, 164.0231, -14.5499,  +0.010,  139.3,  84.9, 128.6, 200.9, -16.3, NULL
oTGF100304844 ,  289426561.478586, 2010-03-04, 20:15:59.478586,295.1595,  +5.9588, 1, 292.8127,  +3.5614,  -0.093,  371.6,  88.9, 112.8, 212.6, -47.5, NULL
oTGF100304845 ,  289426584.843182, 2010-03-04, 20:16:22.843182,296.3980,  +6.5793, 1, 291.5046,  +4.4485,  -0.173,  591.2,  67.9, 117.7, 183.4, -61.5, NULL
oTGF100305806 ,  289509676.376700, 2010-03-05, 19:21:14.376700,124.0833,  -7.1872, 1, 122.1223,  -7.5303,  +0.025,  219.8,  82.8, 140.0, 134.1, +32.3, NULL
oTGF100331421 ,  291722736.399850, 2010-03-31, 10:05:34.399850,183.2594, -19.1857, 1, 185.0599, -19.6642,  +0.116,  196.4, 296.5, 139.5,  53.6, +74.9, NULL
oTGF100409543 ,  292510904.365786, 2010-04-09, 13:01:42.365786,278.0161,  +8.0552, 1, 277.7567,  +7.2247,  +0.056,   96.2, 234.4, 120.5,  78.5,  -9.9, NULL
oTGF100501559 ,  294413067.370087, 2010-05-01, 13:24:25.370088,118.6324,  +0.4018, 1, 119.1357,  -1.3969,  -0.054,  206.6,  66.7, 117.7, 265.9, -58.0, NULL
oTGF100513287 ,  295426415.235432, 2010-05-13, 06:53:33.235432, 90.9499, +15.5731, 1,  90.4553, +14.1563,  -0.052,  165.6, 159.2, 119.0, 248.4, +15.8, NULL
oTGF100606292b,  297500465.178250, 2010-06-06, 07:01:03.178250,283.6996,  +7.2148, 1, 280.8758,  +7.4424,  -0.138,  312.8, 283.2, 115.6, 155.3, -38.9, NULL
oTGF100606292b,  297500465.178250, 2010-06-06, 07:01:03.178250,283.6996,  +7.2148, 2, 280.7432,  +7.2459,  -0.169,  326.5, 283.8, 113.4, 157.6, -37.5, NULL
oTGF100616900 ,  298416958.401800, 2010-06-16, 21:35:56.401800,339.7588,  +8.7362, 1, 341.1135,  +8.4692,  -0.015,  152.0, 123.9, 155.2, 338.3, -26.2, NULL
oTGF100620481 ,  298726384.476875, 2010-06-20, 11:33:02.476874,108.0711,  +6.3469, 1, 106.7690,  +6.7073,  -0.046,  149.4, 315.6, 157.6, 154.3, +51.9, NULL
oTGF100713095 ,  300680205.380547, 2010-07-13, 02:16:43.380548, 96.4265,  -5.2022, 1,  94.5853,  -6.2364,  -1.685,  233.8, 194.9, 109.9, 200.1, +36.8, NULL
oTGF100713481 ,  300713544.671967, 2010-07-13, 11:32:22.671968,253.8701, +20.1295, 1, 256.2150, +18.1845,  +0.371,  327.4, 278.8, 113.9, 105.0, -57.2, NULL
oTGF100724221 ,  301641520.049523, 2010-07-24, 05:18:38.049524,262.7679, +20.5870, 1, 268.0245, +22.3413,  -0.750,  578.4, 297.9,  84.5,  32.8, +27.2, Approximately 490 km separation between WWLLN and ENTLN associations. ENTLN is simultaneous. 
oTGF100727854 ,  301955389.152559, 2010-07-27, 20:29:47.152560,285.8207, +19.6298, 1, 285.3389, +18.1418,  -0.041,  172.4, 126.0, 115.8,  16.0, -25.6, NULL
oTGF100728940 ,  302049181.869351, 2010-07-28, 22:32:59.869350, 23.7960,  -2.3317, 1,  21.6122,  -3.3003,  -0.074,  265.4,  23.8, 146.8, 311.5, +27.4, NULL
oTGF100801756 ,  302378915.194414, 2010-08-01, 18:08:33.194414,260.3076, +11.3982, 1, 262.1278, +13.2948,  -0.033,  288.5, 231.5, 135.9, 253.0, +66.0, NULL
oTGF100802897 ,  302477499.289047, 2010-08-02, 21:31:37.289046,279.8875, +25.1124, 1, 281.8378, +21.6365,  -0.010,  433.5, 192.4, 153.3,  62.3, -66.7, NULL
oTGF100802897 ,  302477499.289047, 2010-08-02, 21:31:37.289046,279.8875, +25.1124, 2, 281.6473, +21.7088,  -0.089,  417.6, 195.3, 154.2,  67.1, -64.5, NULL
oTGF100803822 ,  302557435.742350, 2010-08-03, 19:43:53.742350,281.5153, +25.7025, 1, 281.0644, +24.1190,  -0.050,  181.2, 229.4, 146.1,  83.7, -44.5, NULL
oTGF100805032 ,  302661928.802292, 2010-08-05, 00:45:26.802292,284.8918,  +3.0002, 1, 284.3276,  +7.8142,  -0.038,  536.0,   3.1, 156.1, 227.4, -43.0, NULL
oTGF100807804 ,  302901437.813567, 2010-08-07, 19:17:15.813566,278.2472, +24.8313, 1, 278.2145, +26.9280,  +0.014,  232.3, 210.5, 105.8,  42.1, -48.0, NULL
oTGF100811503 ,  303221097.648103, 2010-08-11, 12:04:55.648104,282.7855, +14.1311, 1, 284.6742,  +8.8908,  -0.014,  615.2, 127.7, 176.8, 295.5, -41.9, NULL
oTGF100812853 ,  303337659.756955, 2010-08-12, 20:27:37.756954,276.4578,  +8.8071, 1, 278.9678, +12.8489,  -0.023,  524.6, 220.0,  86.9,  36.2, -11.9, NULL
oTGF100816696 ,  303669719.395044, 2010-08-16, 16:41:57.395044,292.4100, +13.3431, 1, 293.6239, +11.9992,  -0.064,  198.7, 156.7, 135.4, 322.1, -50.0, NULL
oTGF100817338b,  303725203.488735, 2010-08-17, 08:06:41.488734,297.8896, +14.3475, 1, 298.8313, +13.6542,  -0.061,  127.4,  57.1, 140.1, 299.7, +16.7, NULL
oTGF100818615 ,  303835531.565276, 2010-08-18, 14:45:29.565276,287.6123, +19.8407, 1, 287.2023, +16.0581,  -0.221,  420.9, 222.2,  93.9, 255.8,  -5.8, NULL
oTGF100823380 ,  304247220.704850, 2010-08-23, 09:06:58.704850,284.2762, +25.3408, 1, 283.4140, +23.0691,  -0.095,  266.4, 263.5, 106.4, 187.1, -55.1, NULL
oTGF100823447 ,  304253062.869900, 2010-08-23, 10:44:20.869900,267.3449, +25.6504, 1, 269.6213, +27.6210,  +2.039,  314.7,  44.1, 105.3, 272.9, +55.7, NULL
oTGF100826152 ,  304486756.504001, 2010-08-26, 03:39:14.504000,277.8073,  +6.3359, 1, 274.1500, +11.5644,  -0.107,  704.3, 303.9, 172.8, 225.5, -77.4, NULL
oTGF100828213 ,  304664789.390217, 2010-08-28, 05:06:27.390218,267.1322, +17.3036, 1, 263.1584, +14.9814,  -0.076,  496.6,  45.8, 125.0, 283.3, +16.3, NULL
oTGF100828281 ,  304670700.827050, 2010-08-28, 06:44:58.827050,253.6133, +20.7489, 1, 254.8995, +20.4104,  +1.481,  139.2,   8.0, 122.7, 349.4, -20.9, NULL
oTGF100828281 ,  304670700.827050, 2010-08-28, 06:44:58.827050,253.6133, +20.7489, 2, 254.6871, +20.9160,  +0.044,  113.3,   8.6, 129.0, 348.8, -20.0, NULL
oTGF100829001a,  304732871.865692, 2010-08-29, 00:01:09.865692,298.7519,  +0.8907, 1, 298.3156,  +3.4860,  -0.021,  291.1, 307.0, 102.6,  96.4, +81.5, NULL
oTGF100829001b,  304732882.528500, 2010-08-29, 00:01:20.528500,299.3108,  +1.1805, 1, 298.0337,  +3.4103,  -0.102,  284.6, 317.1, 102.4, 196.9, +86.2, NULL
oTGF100829420 ,  304769114.579780, 2010-08-29, 10:05:12.579780,265.2246, +22.0226, 1, 265.1398, +18.4783,  +0.336,  392.5,  20.7, 163.2,  13.2, +63.0, NULL
oTGF100903334 ,  305193618.658291, 2010-09-03, 08:00:16.658292,296.0249,  +9.2358, 1, 298.2738,  +4.4456,  +0.311,  585.1, 333.7, 143.4,  97.5, +35.2, NULL
oTGF100903334 ,  305193618.658291, 2010-09-03, 08:00:16.658292,296.0249,  +9.2358, 2, 297.0856,  +3.1137,  -0.088,  687.1, 321.4, 154.0, 112.1, +29.6, NULL
oTGF100905109 ,  305347030.070462, 2010-09-05, 02:37:08.070462,281.1131, +25.1907, 1, 281.6640, +24.0537,  +1.246,  137.7,  78.4, 117.8,  45.2, -41.1, NULL
oTGF100909539 ,  305729787.159150, 2010-09-09, 12:56:25.159150, 26.6987,  +6.1530, 1,  27.5763,  +6.4271,  -0.018,  101.7, 155.9, 128.2,  46.1, +15.3, NULL
oTGF100911473 ,  305896841.175350, 2010-09-11, 11:20:39.175350, 93.9171, +24.4932, 1,  93.7711, +25.8458,  -0.033,  150.6, 270.8, 114.5, 103.2, +13.2, NULL
oTGF100912859 ,  306016635.975813, 2010-09-12, 20:37:13.975814,271.5629, +16.7501, 1, 270.7284, +18.7092,  -0.037,  234.2, 131.5, 154.3,  18.6,  -7.5, NULL
oTGF100912860 ,  306016669.117400, 2010-09-12, 20:37:47.117400,273.4751, +17.4448, 1, 269.4297, +19.3771,  -0.170,  477.9,  71.9, 149.1, 330.6, -51.9, NULL
oTGF100912943 ,  306023883.046025, 2010-09-12, 22:38:01.046024,341.8617, +17.2555, 1, 341.0292, +16.3595,  -0.036,  133.1,  46.6, 118.2, 353.1, -52.9, NULL
oTGF100912943 ,  306023883.046025, 2010-09-12, 22:38:01.046024,341.8617, +17.2555, 2, 340.9911, +16.2229,  -0.068,  147.2,  46.8, 116.6, 353.3, -54.0, NULL
oTGF100916059 ,  306293135.249850, 2010-09-16, 01:25:33.249850,277.3670, +16.7735, 1, 276.5066, +23.2403,  -0.074,  721.5, 308.4,  82.5,  53.1, +43.5, NULL
oTGF100916059 ,  306293135.249850, 2010-09-16, 01:25:33.249850,277.3670, +16.7735, 2, 276.5464, +23.2412,  -0.114,  721.1, 308.2,  82.4,  53.3, +43.3, NULL
oTGF100920971 ,  306717496.812000, 2010-09-20, 23:18:14.812000,298.9947,  +5.2556, 1, 298.6405,  +6.6906,  +0.026,  163.5, 274.0, 147.1, 191.8, +42.8, NULL
oTGF100920971 ,  306717496.812000, 2010-09-20, 23:18:14.812000,298.9947,  +5.2556, 2, 298.3525,  +6.6010,  -0.027,  164.9, 279.8, 148.4, 199.8, +43.9, NULL
oTGF100921730 ,  306783112.373450, 2010-09-21, 17:31:50.373450,184.3433, -12.1026, 1, 182.1458,  -9.2958,  -0.080,  392.6, 255.6, 162.1, 211.0, +16.7, NULL
oTGF100923883 ,  306969062.541575, 2010-09-23, 21:11:00.541574,280.0572, +16.9894, 1, 280.2195, +15.4093,  -0.059,  175.7, 248.5, 125.4, 121.7, -35.3, NULL
oTGF100923883 ,  306969062.541575, 2010-09-23, 21:11:00.541574,280.0572, +16.9894, 2, 280.1371, +15.5866,  -0.040,  155.5, 248.8, 123.3, 119.4, -34.7, Approximately 60 km separation between WWLLN and ENTLN associations. Both are simultaneous.
oTGF100925319 ,  307093176.318200, 2010-09-25, 07:39:34.318200,346.9394,  +7.5054, 1, 345.9034,  +6.9913,  -2.165,  127.8, 184.1, 146.1, 260.1, -14.2, NULL
oTGF100927333 ,  307267191.529193, 2010-09-27, 07:59:49.529192,106.7809, +10.9898, 1, 108.6897, +14.0921,  -0.153,  401.0, 203.5,  83.8,  34.8, -63.4, NULL
oTGF100927333 ,  307267191.529193, 2010-09-27, 07:59:49.529192,106.7809, +10.9898, 2, 108.8464, +14.1378,  -0.030,  414.3, 202.3,  84.1,  32.4, -64.1, NULL
oTGF100929431 ,  307448446.029600, 2010-09-29, 10:20:44.029600,281.6784, +10.5031, 1, 281.0587, +12.9390,  +1.295,  277.8, 306.6, 157.0, 172.9, -33.4, NULL
oTGF101003735 ,  307820296.532600, 2010-10-03, 17:38:14.532600,111.3638,  -2.4652, 1, 110.0275,  -2.2629,  +0.032,  150.3,  37.7, 120.6, 334.8, +12.5, NULL
oTGF101007324 ,  308130387.718575, 2010-10-07, 07:46:25.718576,276.2615, +17.0486, 1, 278.6003, +18.8655,  +0.020,  319.1,  14.9, 114.1, 352.4, +54.0, NULL
oTGF101008251 ,  308210511.880894, 2010-10-08, 06:01:49.880894,290.9147, +15.5178, 1, 290.7398, +12.7586,  +0.005,  305.9,  58.5, 153.8, 351.9,  +2.2, NULL
oTGF101009134 ,  308286814.048325, 2010-10-09, 03:13:32.048326, 86.5513, +11.2460, 1,  84.4068, +10.2135,  -3.460,  260.9, 213.7, 109.6, 295.1,  +4.4, NULL
oTGF101009389 ,  308308794.021781, 2010-10-09, 09:19:52.021782,292.5771, +25.6097, 1, 294.1297, +21.2566,  -0.066,  507.5, 294.4,  90.5,   0.6, -78.9, NULL
oTGF101012231 ,  308554353.846790, 2010-10-12, 05:32:31.846790,276.7888, +18.6392, 1, 277.7326, +17.6866,  +0.051,  145.2, 356.3, 141.9, 349.8, +67.4, NULL
oTGF101012231 ,  308554353.846790, 2010-10-12, 05:32:31.846790,276.7888, +18.6392, 2, 277.7231, +17.6299,  -0.008,  149.2, 356.6, 142.5, 349.6, +67.0, NULL
oTGF101012443 ,  308572697.739048, 2010-10-12, 10:38:15.739048,277.0131, +21.9986, 1, 278.5167, +18.6842,  -0.081,  399.1, 293.8, 100.2, 330.5, -83.2, NULL
oTGF101013157 ,  308634345.741150, 2010-10-13, 03:45:43.741150,283.8419, +14.3142, 1, 279.1896, +14.8630,  -0.180,  505.0,  22.0, 102.8, 320.5, +37.2, NULL
oTGF101018065 ,  309058384.131226, 2010-10-18, 01:33:02.131226,288.3677, +17.6190, 1, 287.2123, +19.0613,  -0.011,  201.0, 324.8, 109.2, 170.7, +80.3, NULL
oTGF101019129 ,  309150350.121300, 2010-10-19, 03:05:48.121300,277.3038, +22.9309, 1, 282.7823, +22.2532,  -0.028,  568.3, 269.7, 127.5, 156.6, +19.1, NULL
oTGF101021973 ,  309396032.997396, 2010-10-21, 23:20:30.997396,272.1794, +10.3471, 1, 272.8310, +13.4794,  -0.036,  353.7, 253.4, 136.7, 170.8, +20.8, NULL
oTGF101021973 ,  309396032.997396, 2010-10-21, 23:20:30.997396,272.1794, +10.3471, 2, 272.8874, +13.8194,  +0.121,  391.8, 253.1, 134.2, 169.2, +22.7, NULL
oTGF101022830b,  309470146.893195, 2010-10-22, 19:55:44.893196,296.4166,  +0.9791, 1, 296.0605,  +2.4729,  -0.015,  169.9, 127.6, 147.4,  67.9,  +8.7, NULL
oTGF101022830b,  309470146.893195, 2010-10-22, 19:55:44.893196,296.4166,  +0.9791, 2, 295.9866,  +2.6089,  +0.044,  186.5, 127.7, 149.1,  66.9,  +9.6, NULL
oTGF101026710 ,  309805365.568509, 2010-10-26, 17:02:43.568510,136.8202,  -4.4083, 1, 137.5121,  -5.2853,  -0.065,  123.7,  31.0, 134.9,  50.9, +51.7, NULL
oTGF101118249 ,  311752738.797810, 2010-11-18, 05:58:56.797810,117.3707,  +0.9599, 1, 118.2761,  +1.0950,  -0.135,  101.9, 147.1, 135.3,  76.5, +14.3, NULL
oTGF101123225 ,  312182637.847618, 2010-11-23, 05:23:55.847618,104.3661,  -6.9565, 1, 105.4707,  -6.7973,  -0.010,  123.3, 169.0, 122.8,  77.7, -37.1, NULL
oTGF101124661 ,  312306690.239500, 2010-11-24, 15:51:28.239500,172.5865, +24.4946, 1, 173.1501, +23.2412,  +0.236,  150.2,  56.0, 143.7,  28.5, +27.8, NULL
oTGF101129417 ,  312717666.725195, 2010-11-29, 10:01:04.725196,135.7731,  -7.9414, 1, 137.9368,  -4.7339,  -0.057,  427.9, 202.4, 145.0, 199.9, +15.1, NULL
oTGF101210864 ,  313706692.513096, 2010-12-10, 20:44:50.513096,120.7657, -16.3524, 1, 123.2388, -17.2012,  -0.064,  279.9,  53.0, 125.5, 110.5, +76.2, NULL
oTGF101217050 ,  314241125.102680, 2010-12-17, 01:12:03.102680,119.9609, -12.8726, 1, 119.5233, -11.5389,  -0.075,  155.0, 239.3, 145.5, 330.2, +47.2, NULL
oTGF101219539 ,  314456168.370150, 2010-12-19, 12:56:06.370150,118.8477,  +6.7425, 1, 120.1007,  +6.8338,  +0.133,  138.9,  46.0, 136.0,  74.9, -34.3, NULL
oTGF101224783 ,  314909272.100675, 2010-12-24, 18:47:50.100674, 24.1260,  -9.1469, 1,  24.8486, -10.8878,  -0.053,  208.2, 231.3, 142.5, 269.7,  +8.3, NULL
oTGF110106532 ,  316010777.175300, 2011-01-06, 12:46:15.175300,129.4221, -19.4553, 1, 129.6385, -15.6929,  +0.110,  417.0, 270.1,  95.6, 256.0, +59.3, Approximately 60 km separation between WWLLN and ENTLN associations. Both are simultaneous.
oTGF110106533 ,  316010854.441644, 2011-01-06, 12:47:32.441644,133.9544, -17.9575, 1, 131.7053, -16.3625,  -0.108,  297.3, 303.3, 106.5, 342.4, +72.1, NULL
oTGF110107246 ,  316072496.490200, 2011-01-07, 05:54:54.490200,139.9428, -19.1929, 1, 141.8807, -16.0392,  +1.376,  405.1, 209.4,  94.8, 188.3,  -4.5, NULL
oTGF110112416 ,  316519106.988738, 2011-01-12, 09:58:24.988738, 28.2079, -15.5421, 1,  29.0984, -17.0704,  +0.418,  194.1, 147.3, 141.4, 101.4,  -9.8, NULL
oTGF110113361 ,  316600819.778732, 2011-01-13, 08:40:17.778732,141.9486, -18.3202, 1, 140.2003, -17.3779,  +0.006,  212.6, 284.5, 132.1, 295.8, +26.6, NULL
oTGF110117247 ,  316936561.476550, 2011-01-17, 05:55:59.476550, 11.5439,  +2.3115, 1,   8.1156,  -1.1914,  -0.147,  543.7, 249.1,  87.7,  40.6, -21.6, NULL
oTGF110125162 ,  317620365.257584, 2011-01-25, 03:52:43.257584,120.2725, -19.0132, 1, 122.0290, -18.2387,  +0.017,  204.2, 149.5, 125.7,  92.7,  -1.9, NULL
oTGF110127067 ,  317784979.688876, 2011-01-27, 01:36:17.688876, 40.1521, -15.3368, 1,  42.5738, -18.3290,  -0.058,  419.8, 322.3, 105.1,  73.9, -63.2, NULL
oTGF110127067 ,  317784979.688876, 2011-01-27, 01:36:17.688876, 40.1521, -15.3368, 2,  42.5144, -18.1422,  -0.146,  399.8, 321.9, 106.4,  72.2, -63.6, NULL
oTGF110205809 ,  318626710.615350, 2011-02-05, 19:25:08.615350, 41.3192,  -8.7024, 1,  39.7089, -13.6479,  -0.082,  574.6, 256.9, 173.6, 329.6, +38.6, NULL
oTGF110215690a,  319480377.038644, 2011-02-15, 16:32:55.038644, 19.9565, -13.7878, 1,  18.8598, -13.4603,  -0.086,  124.1, 257.8, 133.1, 306.9, +27.4, NULL
oTGF110215690a,  319480377.038644, 2011-02-15, 16:32:55.038644, 19.9565, -13.7878, 2,  19.0051, -13.4286,  -0.063,  110.4, 255.8, 132.4, 304.7, +26.5, NULL
oTGF110216045 ,  319511089.611933, 2011-02-16, 01:04:47.611934, 23.8696,  -6.9474, 1,  24.5605,  -6.5610,  -0.009,   87.5,  47.2, 129.0, 113.2, +17.6, NULL
oTGF110217556 ,  319641613.649408, 2011-02-17, 13:20:11.649408,109.8367, -25.6594, 1, 112.6383, -23.3765,  +0.051,  380.2,  98.4, 144.3, 186.9,  +7.9, NULL
oTGF110218205 ,  319697677.465675, 2011-02-18, 04:54:35.465674,154.1080,  -4.6414, 1, 154.9683,  -5.8545,  +0.066,  164.6, 192.0, 136.7, 234.5, -34.5, NULL
oTGF110219269 ,  319789666.328421, 2011-02-19, 06:27:44.328420,142.5397, -13.4005, 1, 145.1572, -16.8281,  -0.010,  472.2, 169.8, 139.0, 216.9, -36.4, NULL
oTGF110219407 ,  319801532.534600, 2011-02-19, 09:45:30.534600,117.7079, -21.6020, 1, 121.2726, -20.0522,  +0.414,  408.8, 216.9, 104.3, 259.3,  +7.4, NULL
oTGF110222610 ,  320078270.972439, 2011-02-22, 14:37:48.972440,136.6320,  -3.7961, 1, 137.5567,  +0.2418,  -0.050,  458.2,  71.5, 151.4, 181.4, +24.4, NULL
oTGF110225380a,  320317593.866161, 2011-02-25, 09:06:31.866160,118.9893, -25.7173, 1, 117.7537, -27.6266,  -0.068,  244.7, 279.0, 150.0, 322.5, +16.0, NULL
oTGF110227440 ,  320495624.787450, 2011-02-27, 10:33:42.787450,113.0146, -21.6289, 1, 114.0993, -25.1479,  +0.092,  405.2,  98.7,  93.1, 246.0, -10.0, NULL
oTGF110228636 ,  320598931.440199, 2011-02-28, 15:15:29.440200, 46.4497, -17.9466, 1,  47.7852, -15.6438,  -0.093,  291.9, 132.7, 143.2, 220.8, +36.0, NULL
oTGF110302625 ,  320770817.032625, 2011-03-02, 15:00:15.032626, 38.0100, -16.9150, 1,  36.4552, -12.2511,  -0.048,  542.5, 117.3, 173.2, 185.8, +31.5, NULL
oTGF110304547 ,  320936878.837748, 2011-03-04, 13:07:56.837748, 48.4392, -17.8587, 1,  44.4706, -16.8657,  -0.125,  435.8, 291.6, 105.5, 301.6, +47.1, NULL
oTGF110311230 ,  321514278.709192, 2011-03-11, 05:31:16.709192, 36.2016, -23.3153, 1,  37.1075, -18.6096,  -0.015,  529.4, 237.1, 172.9,  10.7, +28.3, NULL
oTGF110314565 ,  321802382.286685, 2011-03-14, 13:33:00.286686,  0.6131,  -2.9294, 1, 359.2064,  -1.9011,  +0.020,  193.4, 141.5, 146.1, 207.9, +10.4, NULL
oTGF110315069 ,  321845999.711412, 2011-03-15, 01:39:57.711412, 32.9871, -14.2926, 1,  34.4718, -13.2400,  +0.005,  198.3, 311.2, 144.9,  39.5, -72.2, NULL
oTGF110316419 ,  321962590.954615, 2011-03-16, 10:03:08.954614, 29.1326,  -7.4307, 1,  29.1579,  -7.0862,  -0.025,   38.2, 187.9, 133.1, 201.0, +58.3, NULL
oTGF110317788 ,  322080870.912871, 2011-03-17, 18:54:28.912872,115.2823, -15.0112, 1, 112.1579,  -9.9696,  -0.126,  652.9, 242.0, 140.5,  31.6,  +1.5, NULL
oTGF110317983 ,  322097772.577674, 2011-03-17, 23:36:10.577674, 26.6633,  -8.0884, 1,  30.3816,  -8.2335,  -0.007,  410.1, 349.7, 110.3, 229.0, +30.2, NULL
oTGF110323880 ,  322607258.866125, 2011-03-23, 21:07:36.866124,  2.1365,  -0.5418, 1,   8.0850,  -0.6250,  -0.006,  662.2, 105.9, 131.4, 239.4, -11.8, NULL
oTGF110325736 ,  322767597.365737, 2011-03-25, 17:39:55.365738, 37.6294,  +0.4479, 1,  37.4659,  -6.1339,  -0.040,  728.0, 279.3, 164.5, 355.8, +30.6, NULL
oTGF110326802 ,  322859724.318358, 2011-03-26, 19:15:22.318358, 33.3196, -12.2482, 1,  34.2561, -11.8900,  +1.152,  109.4, 306.7, 108.8, 254.6, +41.4, NULL
oTGF110406608 ,  323793375.773550, 2011-04-06, 14:36:13.773550, 22.3134, -13.4271, 1,  18.6559, -13.8388,  -0.094,  398.4, 294.2, 138.5,   7.4, +47.3, NULL
oTGF110419334b,  324892862.659903, 2011-04-19, 08:01:00.659902, 10.5997,  -8.3370, 1,   8.3830,  -7.3812,  -0.071,  266.3, 133.5, 126.2, 177.6,  +9.7, NULL
oTGF110420449 ,  324989223.589976, 2011-04-20, 10:47:01.589976,262.0093, +17.4904, 1, 260.3413, +13.5596,  -0.004,  470.3,  60.8, 169.3, 220.1, +30.6, Approximately 70 km separation between WWLLN and ENTLN associations. Both are simultaneous.
oTGF110420450 ,  324989244.299164, 2011-04-20, 10:47:22.299164,263.2049, +17.0587, 1, 261.8281, +13.8333,  -0.118,  386.3,  56.2, 164.2, 219.7, +37.2, NULL
oTGF110426355 ,  325499505.958168, 2011-04-26, 08:31:43.958168,282.0743,  +4.2994, 1, 280.7709,  +1.5250,  -0.061,  339.3, 279.3,  98.5, 113.3, -46.6, NULL
oTGF110429311 ,  325754846.227747, 2011-04-29, 07:27:24.227746,121.9027,  +8.3010, 1, 118.9899,  +4.7668,  -0.099,  506.5, 315.5, 134.4,   7.3, +29.8, NULL
oTGF110505740 ,  326310361.045938, 2011-05-05, 17:45:59.045938,274.9458,  +7.0759, 1, 275.3485,  +8.0869,  -0.030,  120.3, 196.6, 138.5, 243.0, +53.7, NULL
oTGF110506165 ,  326347053.236250, 2011-05-06, 03:57:31.236250,268.6181,  +7.2226, 1, 267.4302,  +6.7228,  +0.042,  142.4,  38.7, 118.8, 218.4, -60.8, NULL
oTGF110507128 ,  326430292.652675, 2011-05-07, 03:04:50.652674,104.9744,  -2.2201, 1, 104.8248,  -1.1772,  -0.049,  116.5, 132.6, 118.4, 182.0,  +4.2, NULL
oTGF110510077 ,  326685029.024463, 2011-05-10, 01:50:27.024462,273.6026,  +5.6193, 1, 274.8511,  +9.4791,  -3.060,  448.5, 296.3,  90.3, 290.9, +38.2, NULL
oTGF110511468 ,  326805242.003838, 2011-05-11, 11:14:00.003838,118.3887,  +7.2655, 1, 117.2006,  +5.4892,  +0.001,  236.4,  72.4, 106.5, 315.8, -69.9, NULL
oTGF110513778 ,  327004817.706575, 2011-05-13, 18:40:15.706574,293.6029, +24.4103, 1, 296.4247, +20.7627,  -0.120,  497.3, 156.7, 146.8, 227.5, -62.8, NULL
oTGF110513778 ,  327004817.706575, 2011-05-13, 18:40:15.706574,293.6029, +24.4103, 2, 296.6515, +20.6457,  -0.051,  521.6, 154.4, 145.9, 223.9, -61.3, NULL
oTGF110515621 ,  327164091.365075, 2011-05-15, 14:54:49.365076,262.5976, +15.8453, 1, 260.7564,  +9.4193,  -0.086,  738.5, 207.2, 152.2,  92.0, -59.1, NULL
