start,fa,count,mean,dur_us,lon,lat,n_win,n_nai,n_b0,n_b1,n_det,n_times,max_mult,pha_med,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,na,nb,b0,b1
08:29:39.021657943Z,1.044e-03,9,0.032,2.03,91.51,-4.63,9,6,1,2,8,2,8,72,1,0,1,0,1,0,0,0,0,1,1,1,1,2
08:29:41.958949923Z,6.217e+00,11,0.865,56.03,91.66,-4.71,11,7,1,3,8,5,7,56,0,2,0,0,0,0,1,1,0,1,1,1,1,3
08:29:45.886197924Z,8.257e-01,9,0.129,7.99,91.87,-4.82,9,6,2,1,8,2,8,63,0,1,0,0,0,1,0,0,1,1,1,1,2,1
08:29:48.738878011Z,2.483e-02,8,0.063,4.05,92.02,-4.89,9,6,2,1,8,2,8,58,0,1,1,1,0,0,0,0,0,1,1,1,2,1
08:29:49.996729969Z,2.474e+00,8,0.156,10.01,92.09,-4.93,8,5,2,1,7,2,7,77,0,0,1,0,1,1,0,1,1,0,0,0,2,1
08:29:52.559748053Z,7.049e+00,8,0.188,11.92,92.22,-5.00,8,5,2,1,7,2,7,52,1,0,1,0,1,1,0,0,0,0,0,1,2,1
08:29:53.232200026Z,1.517e+01,8,0.216,14.07,92.26,-5.01,8,5,1,2,7,2,6,42,0,1,0,0,0,0,1,0,1,0,1,1,1,2
08:29:54.078894019Z,7.401e-06,10,0.125,7.99,92.30,-5.04,10,6,3,1,5,3,5,82,0,2,0,0,2,0,2,0,0,0,0,0,3,1
08:29:54.519230008Z,8.118e+00,9,0.190,12.04,92.33,-5.05,9,6,1,2,8,2,7,46,1,1,0,1,0,1,0,0,0,0,1,1,1,2
08:29:55.439108014Z,1.454e+01,9,0.215,13.95,92.37,-5.07,9,6,1,2,8,2,8,49,0,1,1,1,1,0,0,0,1,1,0,0,1,2
08:29:59.266450047Z,9.131e+00,10,0.190,12.04,92.58,-5.18,10,8,0,2,9,2,9,95,1,0,0,1,1,1,0,1,1,1,0,1,0,2
08:30:01.035374045Z,3.423e-01,9,0.094,5.96,92.67,-5.22,9,6,1,2,8,2,8,55,0,0,0,1,0,1,1,0,1,1,0,1,1,2
08:30:02.343403935Z,2.691e+00,9,0.623,39.94,92.74,-5.26,9,6,0,3,6,3,5,61,1,1,0,1,0,0,0,0,0,0,2,1,0,3
08:30:02.465037941Z,7.629e-01,9,0.562,36.00,92.75,-5.26,9,6,0,3,6,4,6,48,0,0,0,0,1,0,2,0,1,1,1,0,0,3
08:30:04.716845989Z,8.054e+00,8,0.188,12.04,92.87,-5.32,8,5,1,2,7,2,7,78,0,0,1,0,1,1,0,0,1,0,0,1,1,2
08:30:08.882881999Z,9.547e+00,12,0.913,57.94,93.09,-5.43,12,8,1,3,9,6,7,50,1,1,1,0,2,1,0,0,1,1,0,0,1,3
08:30:09.131569981Z,3.156e+00,11,0.158,10.01,93.10,-5.44,11,8,1,2,9,2,9,60,1,0,1,1,0,1,2,1,1,0,0,0,1,2
08:30:12.092623949Z,1.490e-01,8,0.093,5.96,93.26,-5.52,9,6,2,1,8,2,8,118,1,0,1,0,0,0,0,1,1,1,1,0,2,1
08:30:12.863669991Z,3.883e+00,8,0.157,10.01,93.30,-5.54,8,5,1,2,7,2,7,52,1,1,1,0,0,0,0,1,0,0,0,1,1,2
08:30:14.873439908Z,3.792e-02,10,0.064,4.05,93.41,-5.59,10,7,1,2,9,2,9,65,1,1,0,1,1,0,0,0,0,1,1,1,1,2
08:30:15.572605967Z,3.856e-04,9,0.222,14.07,93.44,-5.61,9,6,3,0,7,3,6,47,0,0,1,1,1,0,0,0,0,1,1,1,3,0
08:30:16.309245944Z,1.422e-03,10,0.251,15.97,93.48,-5.63,10,6,1,3,8,3,5,65,0,0,1,0,0,0,0,1,1,1,1,1,1,3
08:30:16.725329995Z,8.791e-01,9,0.569,36.00,93.50,-5.64,9,6,0,3,6,5,5,84,0,0,1,0,0,1,0,0,0,2,1,1,0,3
08:30:18.564551949Z,1.774e+00,9,0.156,10.01,93.60,-5.69,10,6,2,2,7,2,5,82,0,1,1,0,1,2,0,0,0,0,1,0,2,2
08:30:19.030578017Z,1.763e+01,10,0.249,15.97,93.63,-5.70,10,7,2,1,9,3,5,61,0,1,0,1,0,0,1,1,1,1,0,1,2,1
08:30:23.089846014Z,3.594e+00,8,0.157,10.01,93.84,-5.81,8,6,2,0,6,3,6,119,0,0,0,0,0,0,1,2,1,1,0,1,2,0
08:30:27.412973999Z,3.007e-02,8,0.061,3.93,94.07,-5.93,8,5,1,2,7,2,7,125,0,0,0,0,1,1,1,0,1,1,0,0,1,2
08:30:28.082046031Z,4.752e-02,11,0.432,27.89,94.11,-5.95,11,8,0,3,9,3,9,85,0,0,1,0,1,1,1,1,1,0,1,1,0,3
08:30:30.863389968Z,9.552e-04,8,0.032,2.03,94.25,-6.02,9,5,2,2,7,2,7,54,0,0,0,1,0,1,1,1,1,0,0,0,2,2
08:30:32.005313992Z,3.651e+00,9,0.158,10.01,94.32,-6.05,9,6,1,2,8,2,8,59,1,1,0,1,1,0,1,0,0,0,0,1,1,2
08:30:32.697968006Z,2.092e-01,10,0.093,5.96,94.35,-6.07,10,7,1,2,9,2,9,64,1,1,0,0,0,0,1,1,1,1,0,1,1,2
08:30:35.698323965Z,2.464e-01,8,0.096,6.08,94.51,-6.15,8,5,1,2,7,4,5,78,0,0,1,0,0,1,1,0,1,1,0,0,1,2
08:30:37.126082062Z,4.559e-01,14,1.729,110.03,94.59,-6.19,14,10,4,0,9,7,8,70,1,2,0,2,1,1,0,1,0,0,1,1,4,0
08:30:38.423133969Z,6.189e+00,8,0.186,12.04,94.66,-6.22,8,6,0,2,7,3,6,68,1,1,1,0,0,1,0,0,1,1,0,0,0,2
08:30:39.424911975Z,1.130e+00,8,0.126,7.99,94.71,-6.25,8,5,1,2,7,2,7,51,0,0,0,0,1,0,1,1,1,0,0,1,1,2
08:30:42.017994046Z,5.044e-04,9,0.030,1.91,94.85,-6.32,10,7,2,1,9,2,9,94,1,0,0,0,1,1,1,1,0,1,1,0,2,1
08:30:42.791278004Z,6.779e-01,9,0.124,7.99,94.89,-6.34,10,7,2,1,8,2,7,84,0,1,0,1,2,1,1,0,1,0,0,0,2,1
08:30:42.938759922Z,2.313e-03,12,0.811,52.09,94.90,-6.34,12,8,4,0,9,4,9,103,1,1,1,1,0,1,1,0,0,1,1,0,4,0
08:30:47.492298007Z,9.602e-01,8,0.125,7.99,95.14,-6.46,8,6,0,2,7,2,7,76,0,1,1,1,1,1,0,0,1,0,0,0,0,2
08:30:49.575806021Z,8.159e-01,10,0.706,43.99,95.25,-6.52,10,7,3,0,7,7,4,21,1,1,0,1,1,2,0,0,1,0,0,0,3,0
08:30:49.737242102Z,2.033e-02,12,0.063,3.93,95.26,-6.52,12,10,2,0,11,2,11,73,1,1,1,1,1,1,1,0,1,1,1,0,2,0
08:30:50.916072010Z,5.173e+00,8,0.185,11.92,95.32,-6.55,8,5,2,1,7,2,7,50,0,0,0,1,0,1,0,0,1,1,0,1,2,1
08:30:55.135900020Z,9.312e-01,15,1.788,113.96,95.55,-6.66,15,10,1,4,10,7,5,44,0,2,1,1,0,0,1,1,1,0,2,1,1,4
08:30:57.056182026Z,3.486e+00,8,0.380,23.96,95.65,-6.71,8,5,3,0,6,4,5,56,1,1,0,0,0,1,0,0,0,1,1,0,3,0
08:30:59.700130105Z,3.453e+00,10,0.156,9.89,95.79,-6.78,10,8,0,2,8,3,8,48,0,2,1,0,1,0,0,1,0,1,1,1,0,2
08:31:00.526864051Z,1.535e+00,11,0.724,45.90,95.83,-6.81,11,8,0,3,9,5,7,65,1,1,1,1,0,1,0,0,1,0,1,1,0,3
08:31:02.614320039Z,1.722e-02,10,0.376,24.08,95.95,-6.86,10,7,0,3,8,3,7,89,0,0,1,0,0,0,1,1,1,1,1,1,0,3
08:31:02.963115930Z,2.462e-02,8,0.063,4.05,95.96,-6.87,8,6,2,0,7,2,7,78,1,0,0,1,1,0,1,1,1,0,0,0,2,0
08:31:04.370505928Z,2.490e-01,10,0.512,32.07,96.04,-6.91,10,6,1,3,6,6,4,53,2,0,0,0,0,0,0,0,1,1,2,0,1,3
08:31:09.859403967Z,2.194e-02,8,0.062,3.93,96.33,-7.05,8,5,2,1,7,2,7,45,1,1,1,0,1,1,0,0,0,0,0,0,2,1
08:31:10.303085923Z,7.801e-01,11,0.703,43.99,96.36,-7.06,11,7,3,1,8,8,3,46,0,0,0,2,1,1,0,0,1,1,0,1,3,1
08:31:13.101400017Z,4.623e-02,14,1.274,79.99,96.51,-7.14,14,10,0,4,10,4,10,75,1,1,1,0,1,1,1,0,1,2,1,0,0,4
08:31:13.149137973Z,7.377e+00,10,0.192,12.04,96.51,-7.14,10,8,0,2,9,2,9,122,1,1,1,0,1,1,0,0,0,1,1,1,0,2
08:31:15.851777911Z,9.787e+00,8,0.191,12.04,96.65,-7.21,8,5,1,2,7,2,7,53,0,0,0,0,1,0,1,1,0,1,1,0,1,2
08:31:17.293862104Z,1.222e+00,8,0.346,22.05,96.73,-7.25,8,5,0,3,6,5,3,50,0,1,0,0,0,0,1,1,1,0,0,1,0,3
08:31:17.785776019Z,3.765e+00,9,0.157,10.01,96.76,-7.26,9,6,1,2,8,2,8,55,0,0,1,1,0,1,0,0,1,0,1,1,1,2
08:31:19.823884010Z,1.956e+01,9,0.221,13.95,96.86,-7.31,9,6,1,2,8,2,8,109,0,0,0,1,1,0,1,0,1,0,1,1,1,2
08:31:27.191089987Z,6.319e+00,8,0.188,12.04,97.26,-7.51,8,6,2,0,7,2,7,98,0,0,1,1,1,0,0,1,1,1,0,0,2,0
08:31:27.303635954Z,6.362e+00,15,2.153,138.04,97.27,-7.51,15,10,1,4,10,9,6,27,1,0,0,2,2,1,1,0,1,1,0,1,1,4
08:31:28.603906035Z,3.475e-01,8,0.095,5.96,97.33,-7.54,8,5,1,2,7,2,7,31,0,0,0,0,1,0,1,1,0,1,0,1,1,2
08:31:29.832589983Z,6.249e+00,9,0.669,41.96,97.40,-7.58,9,6,3,0,7,6,4,36,1,1,0,1,0,1,1,0,0,0,1,0,3,0
08:31:30.896639943Z,8.395e-01,13,0.125,7.99,97.46,-7.60,13,10,2,1,12,2,12,124,0,1,1,1,1,1,1,1,0,1,1,1,2,1
08:31:32.877543926Z,8.762e-04,9,0.032,2.03,97.56,-7.66,9,7,2,0,8,2,8,103,0,1,1,1,1,1,0,0,0,1,1,0,2,0
08:31:34.530356049Z,1.873e-01,8,0.094,5.96,97.65,-7.70,8,5,2,1,7,2,6,82,0,0,0,0,0,1,1,1,0,1,0,1,2,1
08:31:37.454218029Z,3.206e+00,8,0.158,9.89,97.81,-7.78,8,5,2,1,7,2,7,62,0,0,0,1,1,0,1,0,0,0,1,1,2,1
08:31:38.222806096Z,1.888e-01,8,0.095,5.96,97.85,-7.80,8,6,2,0,7,3,5,80,1,0,1,1,1,1,0,1,0,0,0,0,2,0
08:31:38.301989912Z,5.937e+00,8,0.191,12.04,97.85,-7.80,8,5,2,1,6,4,5,62,0,0,0,0,0,0,1,2,1,0,0,1,2,1
08:31:39.187319993Z,2.228e+00,9,0.159,10.01,97.90,-7.82,9,6,2,1,8,2,8,102,1,1,0,0,1,1,1,0,0,0,1,0,2,1
08:31:39.321583986Z,4.979e+00,13,0.189,11.92,97.91,-7.83,13,11,2,0,12,2,11,87,1,1,1,1,1,1,1,1,1,0,1,1,2,0
08:31:39.746504068Z,3.866e-01,10,0.602,38.03,97.93,-7.84,10,7,0,3,8,4,7,79,1,1,0,1,0,0,0,0,1,1,1,1,0,3
08:31:40.540493965Z,9.679e-01,9,0.125,7.99,97.97,-7.86,9,6,1,2,8,2,8,77,0,1,1,1,0,1,1,0,0,0,0,1,1,2
08:31:40.887303948Z,2.454e-02,18,0.408,25.99,97.99,-7.87,18,15,3,0,11,7,10,125,0,1,1,0,1,2,1,1,1,2,3,2,3,0
08:31:41.242866039Z,2.315e-01,9,0.094,5.96,98.01,-7.88,9,6,1,2,7,2,5,65,0,1,2,0,1,0,0,0,0,1,0,1,1,2
08:31:43.736766099Z,4.629e+00,8,0.190,11.92,98.15,-7.94,8,5,2,1,7,3,6,87,0,0,0,0,0,0,1,0,1,1,1,1,2,1
08:31:49.381139993Z,8.663e-01,9,0.567,36.00,98.45,-8.09,9,6,0,3,7,4,6,64,0,1,1,0,0,0,0,1,0,1,1,1,0,3
08:31:49.611482024Z,7.694e-01,9,0.125,7.99,98.46,-8.09,9,6,2,1,8,2,7,117,0,1,1,1,1,1,1,0,0,0,0,0,2,1
08:31:51.174780011Z,1.500e+00,9,0.128,7.99,98.54,-8.13,9,6,1,2,8,2,8,73,1,0,0,0,0,1,1,1,1,0,0,1,1,2
08:31:51.389551997Z,1.960e-01,8,0.095,5.96,98.56,-8.14,8,6,2,0,6,3,6,62,0,1,1,0,1,2,0,0,0,1,0,0,2,0
08:31:51.450057983Z,1.179e+00,8,0.127,7.99,98.56,-8.14,8,5,1,2,7,2,7,53,0,0,1,0,1,0,0,0,1,1,0,1,1,2
08:31:51.621638059Z,2.317e-02,9,0.063,3.93,98.57,-8.15,9,6,2,1,8,2,8,121,0,1,1,1,1,1,0,1,0,0,0,0,2,1
08:31:53.642874002Z,1.994e+01,12,0.224,14.07,98.68,-8.20,12,9,1,2,11,2,11,97,0,1,1,1,1,1,0,1,1,1,0,1,1,2
08:32:01.674074053Z,6.501e+00,8,0.190,11.92,99.11,-8.41,8,5,2,1,7,3,5,35,0,1,1,0,0,0,0,0,0,1,1,1,2,1
08:32:02.117164015Z,2.711e-02,8,0.065,4.05,99.13,-8.42,8,5,2,1,7,2,7,79,1,1,1,1,1,0,0,0,0,0,0,0,2,1
08:32:06.831107974Z,3.131e+00,10,0.159,10.01,99.39,-8.54,10,8,2,0,9,3,8,91,1,0,1,1,0,0,1,0,1,1,1,1,2,0
08:32:11.860281944Z,1.960e+00,10,0.756,48.04,99.66,-8.67,10,7,0,3,6,3,5,72,0,0,0,0,0,1,0,0,1,1,3,1,0,3
08:32:16.302157998Z,2.711e-01,9,0.096,5.96,99.90,-8.79,9,7,0,2,8,3,7,60,1,1,1,1,0,0,0,0,1,1,1,0,0,2
08:32:17.590003967Z,2.578e-03,10,0.288,18.00,99.97,-8.82,10,6,1,3,8,4,7,43,0,1,1,0,0,1,1,0,0,1,0,1,1,3
08:32:17.705749988Z,9.361e-02,11,0.476,29.92,99.97,-8.82,11,7,1,3,9,3,9,47,0,1,0,1,0,1,0,1,0,1,1,1,1,3
08:32:18.159844040Z,1.139e+00,8,0.125,7.99,100.00,-8.83,8,6,0,2,7,2,6,99,0,1,0,1,0,0,1,1,0,1,1,0,0,2
08:32:20.323264002Z,2.911e+00,9,0.628,39.94,100.11,-8.89,9,6,0,3,7,5,5,34,0,1,1,0,0,1,0,1,1,1,0,0,0,3
08:32:20.563539981Z,9.988e+00,10,0.916,58.05,100.13,-8.90,10,7,0,3,7,4,6,53,0,0,0,1,0,0,1,2,0,1,1,1,0,3
08:32:20.592903971Z,8.183e+00,10,0.190,12.04,100.13,-8.90,10,7,1,2,9,2,9,45,0,1,1,1,0,1,0,0,1,1,0,1,1,2
08:32:20.880363941Z,1.605e+01,10,0.221,14.07,100.14,-8.90,10,7,1,2,9,2,9,68,1,1,1,1,1,0,0,1,0,0,0,1,1,2
08:32:23.151540040Z,3.608e+00,8,0.158,10.01,100.27,-8.96,8,6,2,0,7,3,6,114,0,0,0,1,0,1,0,1,1,0,1,1,2,0
08:32:28.964399933Z,3.080e-02,12,0.064,4.05,100.58,-9.11,12,9,2,1,11,2,11,90,0,0,1,1,1,1,1,1,1,1,1,0,2,1
08:32:31.377283930Z,1.762e+01,11,1.029,66.04,100.71,-9.17,11,7,3,1,8,6,6,30,1,1,2,0,1,1,0,1,0,0,0,0,3,1
08:32:33.497483968Z,1.048e+01,9,0.192,12.04,100.82,-9.23,9,7,0,2,8,2,8,78,1,0,1,1,0,1,0,0,1,0,1,1,0,2
08:32:35.551527976Z,1.762e+01,9,0.728,46.01,100.94,-9.28,9,6,3,0,7,3,6,76,1,1,0,1,1,1,0,1,0,0,0,0,3,0
08:32:36.157654047Z,1.976e-01,8,0.094,5.96,100.97,-9.30,8,6,2,0,7,2,7,58,1,1,1,1,1,1,0,0,0,0,0,0,2,0
08:32:36.284832Z,2.578e+00,9,0.157,10.01,100.98,-9.30,9,6,2,1,8,2,8,86,0,0,1,0,1,1,0,0,0,1,1,1,2,1
08:32:38.901057958Z,1.101e+01,10,0.223,14.07,101.12,-9.37,11,7,2,2,8,2,6,47,0,1,0,0,0,0,1,1,1,2,0,1,2,2
08:32:40.312619924Z,1.780e+01,8,0.225,14.07,101.19,-9.40,8,5,1,2,7,2,7,34,1,0,0,1,1,1,1,0,0,0,0,0,1,2
08:32:45.606682062Z,4.239e+00,8,0.159,10.01,101.48,-9.54,8,5,1,2,7,3,6,74,1,1,0,1,0,1,0,0,0,0,0,1,1,2
08:32:46.690778017Z,1.669e+01,17,2.701,172.02,101.54,-9.57,17,12,4,1,10,7,9,93,0,3,2,1,1,1,1,0,1,0,2,0,4,1
08:32:47.860780Z,3.964e+00,8,0.157,9.89,101.60,-9.60,8,5,1,2,7,2,7,47,0,0,0,1,0,1,1,1,0,1,0,0,1,2
08:32:48.509101986Z,4.239e+00,8,0.160,10.01,101.64,-9.61,8,5,1,2,6,3,6,73,1,2,1,0,0,0,0,0,1,0,0,0,1,2
08:32:51.248814105Z,3.070e+00,12,0.155,9.89,101.79,-9.68,12,9,1,2,9,2,9,99,0,0,0,1,0,1,2,1,2,1,0,1,1,2
08:32:51.712644100Z,6.266e+00,8,0.187,11.92,101.81,-9.69,8,5,2,1,7,2,7,49,0,0,0,0,1,0,0,1,1,1,1,0,2,1
08:32:53.525251984Z,1.189e+00,9,0.127,7.99,101.91,-9.74,9,6,1,2,8,2,8,90,0,1,0,0,1,1,0,0,0,1,1,1,1,2
08:33:00.187391996Z,1.048e+01,10,0.189,12.04,102.27,-9.91,10,8,0,2,9,2,9,98,0,1,0,1,1,1,1,1,0,1,1,0,0,2
08:33:01.596564054Z,4.832e+00,9,0.189,11.92,102.35,-9.95,9,7,2,0,8,2,8,104,1,1,1,1,1,1,0,0,0,0,0,1,2,0
08:33:02.071727991Z,2.009e-01,8,0.094,5.96,102.37,-9.96,8,6,2,0,7,2,7,83,1,1,0,1,1,1,1,0,0,0,0,0,2,0
08:33:03.803713917Z,2.777e-01,8,0.098,6.08,102.47,-10.00,8,6,2,0,7,2,7,62,0,0,0,1,0,1,1,1,1,1,0,0,2,0
08:33:07.989571928Z,6.982e+00,10,0.892,56.03,102.69,-10.11,10,7,0,3,8,4,7,55,0,0,0,0,1,0,1,1,1,1,1,1,0,3
08:33:15.707322001Z,4.050e+00,10,0.162,10.01,103.11,-10.30,10,7,1,2,9,3,8,80,1,0,0,1,0,0,0,1,1,1,1,1,1,2
08:33:18.510861992Z,2.885e-01,8,0.095,5.96,103.27,-10.37,8,5,1,2,7,2,7,92,0,1,1,0,1,0,0,0,0,1,0,1,1,2
08:33:24.194054007Z,3.732e-01,15,1.556,97.99,103.58,-10.52,15,10,1,4,10,5,10,32,1,0,0,0,0,1,1,1,1,2,2,1,1,4
08:33:25.059069991Z,8.937e-03,13,1.052,66.04,103.62,-10.54,13,9,4,0,10,5,9,77,1,1,1,1,1,1,0,0,1,1,1,0,4,0
08:33:26.138910055Z,5.557e+00,9,0.188,11.92,103.68,-10.57,10,7,2,1,9,2,9,90,0,0,1,0,1,1,1,1,1,0,1,0,2,1
08:33:26.139714002Z,5.888e+00,8,0.190,12.04,103.68,-10.57,8,5,2,1,7,2,7,43,1,1,0,1,0,0,0,0,0,0,1,1,2,1
08:33:28.515305995Z,3.131e+00,9,0.159,10.01,103.81,-10.63,9,6,2,1,8,2,8,84,1,0,1,0,1,1,1,0,1,0,0,0,2,1
08:33:36.717704057Z,5.152e-02,11,0.484,30.04,104.26,-10.83,11,7,3,1,7,6,6,60,0,1,0,2,2,1,0,0,0,0,0,1,3,1
08:33:37.566321969Z,2.913e+00,9,0.159,10.01,104.31,-10.85,9,6,1,2,8,2,8,57,0,0,1,0,1,1,1,1,1,0,0,0,1,2
08:33:42.427905917Z,3.336e+00,10,0.160,10.01,104.57,-10.97,10,8,0,2,9,2,9,67,1,1,1,1,1,0,0,1,1,0,1,0,0,2
08:33:43.870541930Z,2.565e-01,9,0.097,6.08,104.65,-11.01,9,6,2,1,8,3,6,58,0,1,0,0,0,1,1,0,1,0,1,1,2,1
08:33:44.496235966Z,3.689e-02,8,0.065,4.05,104.68,-11.03,8,5,2,1,7,2,7,56,1,1,1,0,0,0,1,0,0,1,0,0,2,1
08:33:45.989068031Z,8.021e-01,10,0.128,7.99,104.77,-11.06,10,7,2,1,9,2,9,69,1,0,1,1,0,1,0,0,1,1,0,1,2,1
08:33:47.924391984Z,2.170e-01,11,0.095,5.96,104.87,-11.11,11,9,2,0,10,2,10,120,1,1,1,1,1,1,0,1,1,1,0,0,2,0
08:33:48.639827966Z,2.487e-01,9,0.097,5.96,104.91,-11.13,9,7,0,2,8,2,8,82,0,1,1,1,0,1,0,1,0,1,0,1,0,2
08:33:48.794788002Z,1.175e+01,11,0.974,60.08,104.92,-11.13,11,7,1,3,8,5,7,57,0,0,1,0,1,2,1,0,1,0,1,0,1,3
08:33:49.804991960Z,2.315e-01,9,0.095,5.96,104.98,-11.16,9,7,2,0,8,2,8,94,0,1,0,1,1,1,1,0,0,1,0,1,2,0
08:33:51.205486059Z,4.316e+00,9,0.649,39.94,105.05,-11.19,9,6,0,3,6,4,4,45,1,0,0,0,1,0,0,1,1,0,2,0,0,3
08:33:51.332077980Z,9.995e-01,13,0.129,7.99,105.06,-11.20,13,10,2,1,12,2,12,103,0,1,1,1,0,1,1,1,1,1,1,1,2,1
08:33:58.293058037Z,8.419e-01,11,0.602,38.03,105.44,-11.37,11,7,1,3,9,4,8,80,1,1,1,1,0,0,0,0,0,1,1,1,1,3
08:33:58.916296005Z,1.961e+00,8,0.160,10.01,105.47,-11.38,9,6,2,1,8,2,8,56,1,1,1,0,0,0,1,0,0,1,0,1,2,1
08:34:01.063472032Z,1.948e+01,8,0.225,13.95,105.59,-11.44,8,6,0,2,7,4,5,72,1,1,0,0,1,1,0,0,0,0,1,1,0,2
08:34:06.106523990Z,1.826e+01,21,5.059,318.05,105.87,-11.56,21,15,5,1,9,14,7,25,0,0,1,1,3,4,1,0,3,0,2,0,5,1
08:34:10.547824025Z,1.057e+00,8,0.129,7.99,106.11,-11.67,8,6,0,2,7,2,7,66,0,1,0,1,0,1,0,1,1,0,1,0,0,2
08:34:11.431731939Z,2.912e-01,12,0.098,6.08,106.16,-11.69,13,10,2,1,12,3,9,63,0,1,1,1,1,0,1,1,1,1,1,1,2,1
08:34:13.663838028Z,4.295e+00,8,0.388,23.96,106.28,-11.75,8,5,0,3,5,4,3,66,0,0,0,1,1,0,2,1,0,0,0,0,0,3
08:34:20.177291989Z,1.979e-01,10,0.522,32.07,106.64,-11.91,10,7,0,3,6,6,5,40,0,2,1,0,0,0,2,0,1,0,1,0,0,3
08:34:20.336591958Z,4.055e+00,8,0.195,11.92,106.65,-11.91,8,4,1,3,6,3,6,72,0,1,1,0,1,0,0,0,0,0,0,1,1,3
08:34:20.426844Z,1.024e+01,10,0.195,11.92,106.66,-11.91,10,7,1,2,9,3,7,51,1,0,0,0,1,1,1,0,0,1,1,1,1,2
08:34:22.218672037Z,1.040e+00,8,0.130,7.99,106.76,-11.96,8,5,2,1,7,2,7,68,0,1,0,1,1,0,0,0,0,0,1,1,2,1
08:34:23.429342031Z,1.189e+01,8,0.196,11.92,106.82,-11.99,8,5,1,2,7,4,5,43,0,1,1,0,0,0,1,1,1,0,0,0,1,2
08:34:23.558480024Z,3.320e+00,11,0.752,46.01,106.83,-11.99,11,8,0,3,8,6,6,68,0,0,0,0,1,0,2,1,1,1,1,1,0,3
08:34:28.593760013Z,4.997e+00,8,0.163,10.01,107.11,-12.11,8,6,0,2,7,2,5,74,0,0,1,1,0,1,1,0,1,0,1,0,0,2
08:34:28.739576101Z,6.113e+00,8,0.194,11.92,107.12,-12.12,8,5,2,1,7,2,7,62,0,0,0,0,0,1,0,1,1,1,0,1,2,1
08:34:31.956351995Z,2.597e-01,8,0.098,5.96,107.29,-12.19,8,5,2,1,7,3,6,63,0,0,0,0,1,0,1,0,1,1,1,0,2,1
08:34:32.172371983Z,2.831e-02,8,0.063,3.93,107.30,-12.20,8,6,2,0,7,2,7,79,0,1,0,1,1,1,1,0,0,1,0,0,2,0
08:34:35.519505977Z,3.470e+00,8,0.163,10.01,107.49,-12.28,8,6,2,0,7,3,6,56,0,1,0,1,1,1,0,1,0,0,0,1,2,0
08:34:36.137238025Z,3.156e+00,10,0.161,10.01,107.52,-12.30,10,8,2,0,9,2,9,83,0,1,0,1,0,0,1,1,1,1,1,1,2,0
08:34:36.912791967Z,4.452e+00,8,0.164,10.01,107.57,-12.32,8,6,0,2,7,2,7,54,0,0,1,0,1,1,0,1,1,1,0,0,0,2
08:34:38.970821976Z,1.941e+01,9,0.225,13.95,107.68,-12.37,9,7,2,0,7,2,6,97,2,1,1,0,0,1,0,0,1,1,0,0,2,0
08:34:40.794894099Z,1.208e+01,13,0.224,13.95,107.78,-12.41,13,11,2,0,11,2,11,90,1,1,1,1,0,1,2,1,0,1,1,1,2,0
08:34:41.040488004Z,2.431e-02,9,0.066,4.05,107.79,-12.42,10,7,2,1,9,2,9,72,1,1,1,0,0,0,0,0,1,1,1,1,2,1
08:34:42.668976068Z,3.200e-04,18,1.566,95.96,107.89,-12.46,18,11,2,5,11,8,10,82,1,1,0,0,1,1,0,1,2,1,2,1,2,5
08:34:42.713178038Z,2.015e-05,11,0.131,7.99,107.89,-12.46,11,8,0,3,8,3,6,75,1,1,1,1,2,0,0,0,1,0,1,0,0,3
08:34:51.639180064Z,1.963e+01,8,0.228,13.95,108.38,-12.67,8,5,1,2,6,3,6,50,0,0,0,0,0,1,1,0,1,0,0,2,1,2
08:34:52.162190079Z,3.468e+00,13,0.753,46.01,108.41,-12.68,13,9,1,3,10,5,9,45,1,1,1,0,0,1,2,0,0,1,1,1,1,3
08:34:58.602892041Z,8.805e+00,10,0.910,56.03,108.77,-12.84,10,7,0,3,8,5,6,52,1,1,0,0,1,0,1,0,0,1,1,1,0,3
08:35:03.214784026Z,2.041e-01,9,0.292,18.00,109.02,-12.95,9,5,3,1,6,4,6,19,0,0,0,0,0,1,1,1,2,0,0,0,3,1
08:35:03.465487957Z,3.795e+00,8,0.162,10.01,109.04,-12.96,8,6,0,2,7,2,7,56,0,0,1,1,0,1,0,1,0,1,0,1,0,2
08:35:04.802341938Z,1.032e+01,10,0.231,14.07,109.11,-12.99,11,8,2,1,10,2,10,81,1,0,0,0,1,1,1,1,1,1,0,1,2,1
08:35:07.189570069Z,4.637e-01,9,0.098,5.96,109.25,-13.04,9,6,1,2,8,2,8,88,1,1,1,1,0,1,0,0,1,0,0,0,1,2
08:35:15.942466020Z,3.807e-01,9,0.100,6.08,109.73,-13.25,9,7,0,2,8,2,8,61,1,1,1,0,0,0,0,1,1,1,0,1,0,2
08:35:16.528643965Z,3.839e+00,8,0.165,10.01,109.76,-13.27,8,5,2,1,7,3,6,41,1,0,0,0,0,1,1,1,1,0,0,0,2,1
08:35:16.821659922Z,3.809e+00,9,0.166,10.01,109.78,-13.27,9,7,2,0,8,2,8,77,0,0,1,0,1,1,1,1,1,0,0,1,2,0
08:35:17.912483930Z,9.875e-01,10,0.658,40.05,109.84,-13.30,10,7,3,0,7,4,5,84,0,0,1,1,1,1,2,0,0,0,0,1,3,0
