start,fa,count,mean,dur_us,lon,lat,n_win,n_nai,n_b0,n_b1,n_det,n_times,max_mult,pha_med,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,na,nb,b0,b1
00:00:01.306729912Z,1.528e+01,10,0.121,6.08,90.87,22.35,11,8,2,1,10,2,10,102,0,1,0,1,0,1,1,1,0,1,1,1,2,1
00:00:04.688242077Z,5.064e-02,13,0.761,38.03,91.08,22.40,14,9,4,1,10,5,10,58,0,2,1,1,0,1,0,1,1,0,1,1,4,1
00:00:05.311529994Z,1.307e+01,8,0.160,7.99,91.12,22.41,8,5,1,2,7,2,7,48,0,0,0,0,1,1,0,1,1,1,0,0,1,2
00:00:08.063581943Z,1.478e+01,8,0.163,8.11,91.29,22.45,8,5,1,2,7,2,7,74,0,1,1,0,0,1,0,0,0,1,1,0,1,2
00:00:08.912096023Z,1.620e+01,8,0.120,5.96,91.35,22.46,9,6,2,1,8,2,8,92,0,1,1,0,0,0,0,0,1,1,1,1,2,1
00:00:13.550930023Z,1.398e+01,9,0.161,7.99,91.64,22.52,9,6,1,2,8,2,8,61,0,1,1,0,0,1,1,1,1,0,0,0,1,2
00:00:14.681066036Z,3.709e-01,13,0.958,48.04,91.71,22.54,13,8,4,1,10,5,9,37,1,1,1,1,0,1,1,1,1,0,0,0,4,1
00:00:17.097105979Z,1.215e+01,8,0.162,7.99,91.86,22.57,8,5,1,2,7,3,6,57,1,0,0,1,1,0,0,0,1,0,0,1,1,2
00:00:24.912691950Z,4.589e-01,8,0.082,4.05,92.35,22.68,8,5,1,2,7,2,7,64,0,0,0,1,0,1,1,1,0,0,1,0,1,2
00:00:24.972283959Z,4.932e-01,10,0.082,4.05,92.35,22.68,10,8,0,2,8,2,5,97,0,0,0,1,0,1,1,1,1,1,0,2,0,2
00:00:26.257156014Z,5.256e-01,10,0.082,4.05,92.43,22.69,10,7,1,2,9,2,9,60,0,1,0,1,0,1,1,0,1,0,1,1,1,2
00:00:32.454119920Z,3.044e+00,9,0.123,6.08,92.82,22.78,9,5,2,2,7,2,7,77,1,0,0,0,0,0,0,0,1,1,1,1,2,2
00:00:33.632019996Z,1.722e+01,8,0.123,6.08,92.89,22.79,8,6,2,0,7,2,7,76,1,1,1,1,1,1,0,0,0,0,0,0,2,0
00:00:36.124022006Z,1.506e+01,12,0.118,5.96,93.05,22.82,12,10,2,0,11,2,11,118,1,1,1,1,1,1,1,0,0,1,1,1,2,0
00:00:40.275400042Z,3.879e-01,8,0.082,4.05,93.31,22.88,8,5,1,2,6,2,6,73,0,1,0,0,0,0,1,0,0,0,1,2,1,2
00:00:43.348339915Z,1.864e+01,12,0.842,42.08,93.50,22.92,12,8,1,3,9,4,9,76,0,0,2,1,0,1,1,1,1,0,1,0,1,3
00:00:43.787394046Z,3.289e-03,11,0.243,12.04,93.53,22.92,11,7,1,3,9,3,9,84,0,1,0,0,0,1,1,1,1,1,0,1,1,3
00:00:45.573771953Z,1.289e+01,10,0.769,38.03,93.64,22.95,10,6,1,3,8,5,6,54,1,1,1,1,0,0,0,0,1,0,0,1,1,3
00:00:45.845421910Z,1.055e+01,8,0.160,7.99,93.66,22.95,8,6,0,2,7,2,7,62,0,1,0,0,0,0,1,1,1,1,1,0,0,2
00:00:48.896713972Z,1.401e+01,8,0.164,7.99,93.85,22.99,8,6,0,2,7,2,6,72,0,0,0,0,0,0,1,1,1,1,1,1,0,2
00:00:50.483117938Z,2.808e-01,8,0.081,4.05,93.95,23.01,8,5,1,2,7,2,7,60,0,0,0,1,0,0,1,1,1,0,1,0,1,2
00:00:55.946587920Z,2.886e+00,8,0.122,6.08,94.29,23.08,8,5,1,2,7,3,6,48,0,1,0,0,0,1,1,1,0,1,0,0,1,2
00:00:58.123733997Z,1.287e+01,8,0.123,6.08,94.43,23.11,8,5,2,1,7,2,7,36,1,1,1,0,1,0,0,0,0,1,0,0,2,1
00:01:01.600290060Z,8.241e+00,12,1.369,67.95,94.65,23.15,12,8,4,0,6,6,5,39,1,2,2,0,0,0,0,0,0,0,1,2,4,0
00:01:02.260732054Z,4.293e-01,8,0.079,3.93,94.69,23.16,8,6,0,2,7,3,6,76,1,1,1,0,0,0,0,0,0,1,1,1,0,2
00:01:14.529250025Z,3.176e+00,11,0.442,21.93,95.47,23.31,11,7,3,1,9,3,7,67,0,0,1,1,1,1,1,1,1,0,0,0,3,1
00:01:15.964525938Z,2.469e+00,9,0.402,20.03,95.56,23.33,9,5,1,3,7,4,6,61,1,1,1,0,0,0,0,0,0,1,0,1,1,3
00:01:17.269754052Z,1.081e+01,9,0.161,7.99,95.64,23.34,9,6,1,2,8,2,8,74,0,0,1,1,0,0,1,0,1,1,0,1,1,2
00:01:28.204390048Z,4.232e-01,8,0.081,4.05,96.33,23.47,8,5,1,2,7,2,7,78,1,0,1,0,0,0,0,0,1,1,0,1,1,2
00:01:29.904150009Z,1.435e+01,10,0.121,5.96,96.44,23.49,10,7,2,1,9,2,9,72,0,0,1,1,1,0,1,1,1,0,1,0,2,1
00:01:32.282108068Z,1.705e+01,9,0.121,5.96,96.59,23.52,9,7,2,0,8,2,8,82,0,1,0,1,0,1,1,1,1,0,0,1,2,0
00:01:34.126266002Z,1.166e+00,11,0.524,25.99,96.71,23.54,11,8,0,3,9,3,9,70,0,0,0,1,1,1,1,1,1,0,1,1,0,3
00:01:36.901315927Z,1.478e+01,8,0.164,8.11,96.88,23.57,8,5,1,2,7,2,7,84,0,0,0,0,1,1,1,0,1,1,0,0,1,2
00:01:38.680333971Z,3.192e+00,9,0.122,6.08,96.99,23.59,9,6,1,2,8,2,8,58,0,0,1,0,0,1,0,0,1,1,1,1,1,2
00:01:39.771900057Z,1.256e+01,8,0.120,5.96,97.06,23.60,8,5,2,1,7,2,7,69,0,0,0,1,1,1,0,1,1,0,0,0,2,1
00:01:44.648794054Z,3.460e-01,9,0.080,3.93,97.37,23.66,9,7,0,2,8,2,8,107,0,1,1,1,1,1,0,1,0,0,1,0,0,2
00:01:45.217800021Z,5.377e-01,8,0.082,4.05,97.41,23.66,8,5,1,2,7,3,5,41,0,0,0,0,0,1,1,1,0,1,1,0,1,2
00:01:46.848477959Z,2.862e+00,8,0.120,5.96,97.51,23.68,8,5,1,2,7,2,7,73,0,0,0,0,0,0,1,1,0,1,1,1,1,2
00:01:50.375223994Z,1.491e+01,9,0.119,5.96,97.74,23.72,9,6,2,1,8,3,7,64,0,1,1,0,0,1,1,0,0,1,1,0,2,1
00:01:50.453572034Z,1.390e+01,16,2.523,125.89,97.74,23.72,16,10,5,1,11,9,8,39,1,1,1,0,2,1,0,1,0,1,1,1,5,1
00:01:53.604099988Z,2.116e+00,8,0.121,5.96,97.94,23.76,8,5,1,2,6,3,5,70,1,1,0,0,1,2,0,0,0,0,0,0,1,2
00:01:56.255262017Z,1.491e+00,16,2.137,105.98,98.11,23.79,16,10,5,1,10,9,8,72,1,1,2,0,1,1,1,0,0,1,2,0,5,1
00:01:56.622892022Z,1.375e-01,8,0.281,13.95,98.14,23.79,8,5,3,0,5,4,3,52,0,0,2,1,1,1,0,0,0,0,0,0,3,0
00:01:57.491995930Z,1.756e-01,9,0.405,20.03,98.19,23.80,9,6,0,3,6,5,5,63,1,0,0,1,0,0,1,1,0,0,2,0,0,3
00:01:59.568356037Z,1.582e+01,8,0.121,5.96,98.32,23.82,8,6,2,0,7,2,7,89,1,1,0,1,1,1,0,0,0,0,1,0,2,0
00:02:02.684120059Z,3.245e-01,9,0.080,3.93,98.52,23.85,9,6,1,2,8,2,8,104,0,1,1,1,1,1,0,0,1,0,0,0,1,2
00:02:03.268122076Z,1.101e+01,8,0.161,7.99,98.56,23.86,9,6,1,2,8,3,4,48,1,1,1,0,0,1,0,1,1,0,0,0,1,2
00:02:05.105785965Z,1.916e+01,14,2.044,102.04,98.68,23.88,14,9,5,0,7,14,1,23,1,2,0,0,1,0,3,0,1,0,0,1,5,0
00:02:10.205682039Z,1.298e-02,9,0.245,12.04,99.00,23.93,9,5,1,3,7,3,6,54,0,1,1,0,0,1,1,0,0,0,0,1,1,3
00:02:13.751202106Z,2.206e+00,8,0.119,5.96,99.23,23.97,8,6,0,2,7,3,5,59,0,0,1,1,0,0,1,0,1,0,1,1,0,2
00:02:30.770922064Z,6.948e+00,8,0.442,21.93,100.32,24.14,8,5,3,0,6,4,5,73,0,0,1,1,1,1,0,0,0,1,0,0,3,0
00:02:32.792046070Z,1.964e-01,16,2.008,99.90,100.45,24.16,16,10,1,5,11,6,11,67,0,0,1,2,0,1,1,1,1,1,1,1,1,5
00:02:34.390817999Z,1.611e+01,11,0.121,5.96,100.55,24.18,11,8,2,1,10,2,10,71,1,1,0,1,1,1,1,0,1,0,0,1,2,1
00:02:35.219168066Z,4.293e-01,8,0.080,3.93,100.60,24.18,8,6,0,2,7,2,7,70,1,0,1,1,1,1,0,0,0,1,0,0,0,2
00:02:36.504423975Z,1.593e+00,9,0.080,3.93,100.68,24.20,9,6,2,1,8,2,8,66,0,1,0,0,1,1,1,0,0,1,0,1,2,1
00:02:38.615787982Z,2.894e+00,8,0.122,6.08,100.82,24.22,8,5,1,2,7,2,7,79,0,0,0,0,0,1,1,0,1,1,0,1,1,2
00:02:44.878193974Z,2.499e+00,8,0.121,5.96,101.22,24.28,8,5,1,2,7,2,7,83,1,0,1,1,1,1,0,0,0,0,0,0,1,2
00:02:47.612107992Z,7.583e-01,9,0.518,25.99,101.40,24.30,9,6,0,3,4,7,2,30,1,0,0,0,2,0,0,0,0,3,0,0,0,3
00:02:51.867535948Z,8.065e+00,17,3.500,172.02,101.67,24.34,17,12,0,5,8,15,2,25,0,0,2,0,2,3,2,0,0,1,1,1,0,5
00:02:54.944468021Z,3.042e-01,10,0.079,3.93,101.87,24.37,10,8,0,2,9,2,9,89,0,1,1,1,1,0,1,1,1,0,0,1,0,2
00:02:55.083371996Z,1.464e+01,13,0.120,5.96,101.88,24.37,13,10,2,1,12,2,12,69,1,1,1,0,1,1,1,0,1,1,1,1,2,1
00:02:59.034085988Z,8.929e-01,8,0.364,18.00,102.13,24.41,8,5,0,3,6,4,5,75,0,0,1,0,0,0,0,1,1,1,0,1,0,3
00:03:00.698037981Z,6.949e-01,11,0.364,18.00,102.24,24.42,11,7,3,1,9,4,7,64,1,1,0,1,1,1,1,0,0,0,0,1,3,1
00:03:01.529816031Z,1.047e+01,9,0.159,7.99,102.29,24.43,9,7,0,2,8,3,7,84,1,1,0,0,1,1,0,0,1,1,1,0,0,2
00:03:02.787970066Z,1.423e+01,10,0.162,7.99,102.37,24.44,10,7,1,2,9,3,8,74,1,1,1,1,1,1,0,1,0,0,0,0,1,2
00:03:02.889185905Z,4.697e-01,9,0.082,4.05,102.38,24.44,9,6,1,2,8,2,8,36,1,1,0,0,0,0,1,0,1,1,0,1,1,2
00:03:03.582834005Z,3.111e+00,9,0.120,5.96,102.42,24.45,9,6,1,2,8,2,8,73,0,1,1,1,1,1,1,0,0,0,0,0,1,2
00:03:07.087991952Z,1.411e+01,11,0.165,8.11,102.65,24.48,11,8,1,2,10,2,10,83,1,1,1,0,1,1,0,1,1,1,0,0,1,2
00:03:07.445269942Z,6.937e-02,8,0.285,14.07,102.67,24.48,8,5,0,3,6,4,5,52,1,0,1,0,0,1,0,1,0,0,0,1,0,3
00:03:11.177047967Z,6.038e-01,17,1.041,52.09,102.91,24.51,17,12,4,1,12,6,11,67,1,1,2,0,0,1,1,1,1,1,1,2,4,1
00:03:13.755810022Z,2.067e+00,8,0.081,4.05,103.08,24.53,8,6,2,0,7,2,7,71,1,1,1,0,0,1,0,0,0,1,1,0,2,0
00:03:14.551450014Z,2.512e+00,9,0.119,5.96,103.13,24.54,9,6,1,2,8,2,8,50,0,0,0,1,1,1,1,1,1,0,0,0,1,2
00:03:15.671018004Z,2.540e+00,8,0.119,5.96,103.20,24.55,8,5,1,2,7,2,7,74,0,0,1,0,0,0,1,1,1,0,1,0,1,2
00:03:16.593438029Z,1.183e+01,8,0.118,5.96,103.26,24.56,8,5,2,1,7,2,7,70,1,1,1,0,1,1,0,0,0,0,0,0,2,1
00:03:17.481868028Z,3.420e+00,11,0.480,23.96,103.32,24.56,11,7,3,1,8,3,8,60,1,1,0,0,2,1,0,0,1,0,0,1,3,1
00:03:18.265888094Z,3.873e-01,8,0.079,3.93,103.37,24.57,8,5,1,2,7,2,7,83,0,1,1,0,1,1,0,0,1,0,0,0,1,2
00:03:19.956365942Z,1.183e+01,8,0.161,7.99,103.48,24.58,8,5,1,2,7,2,7,24,0,0,0,1,0,0,1,1,1,0,0,1,1,2
00:03:22.151228070Z,5.149e-01,12,1.249,62.11,103.62,24.60,12,8,0,4,7,10,2,31,0,1,1,2,2,0,0,0,0,1,0,1,0,4
00:03:25.994542002Z,1.530e+01,8,0.121,5.96,103.87,24.63,8,5,2,1,7,2,7,66,1,1,1,0,1,0,0,0,0,0,1,0,2,1
00:03:32.810317993Z,3.970e+00,10,0.647,31.95,104.31,24.69,10,6,1,3,8,6,5,31,1,1,1,0,0,1,1,0,0,0,1,0,1,3
00:03:34.652538061Z,9.371e-01,9,0.364,18.00,104.43,24.70,9,5,1,3,7,3,7,64,0,1,1,0,0,1,0,1,0,0,1,0,1,3
00:03:34.935297966Z,1.301e-02,8,0.041,2.03,104.45,24.71,8,6,0,2,7,2,7,73,0,1,0,1,1,1,0,1,0,0,1,0,0,2
00:03:38.166956067Z,1.836e+00,9,0.080,3.93,104.65,24.73,9,6,2,1,8,2,8,78,0,0,0,1,1,1,0,1,1,0,0,1,2,1
00:03:42.828417897Z,7.668e+00,10,0.727,36.00,104.96,24.77,10,6,1,3,7,4,6,46,0,0,1,0,0,0,0,0,1,2,1,1,1,3
00:03:46.579136013Z,1.274e+01,10,0.161,7.99,105.20,24.79,10,7,1,2,9,2,9,69,0,1,1,0,1,1,0,0,0,1,1,1,1,2
00:03:48.796826004Z,2.841e+00,8,0.121,6.08,105.34,24.81,8,6,0,2,7,2,7,64,1,1,1,0,1,0,1,1,0,0,0,0,0,2
00:03:50.505604028Z,2.345e-01,8,0.323,15.97,105.45,24.82,8,5,0,3,5,4,5,58,2,0,0,1,1,1,0,0,0,0,0,0,0,3
00:03:51.670300006Z,8.888e+00,13,1.496,74.03,105.53,24.83,13,8,1,4,9,6,8,47,1,1,0,1,0,0,0,1,0,1,1,2,1,4
00:03:57.613265991Z,1.287e+01,8,0.162,7.99,105.91,24.87,8,5,1,2,7,2,7,50,0,0,1,1,0,0,1,1,0,0,0,1,1,2
00:03:58.739666104Z,7.461e+00,10,0.525,25.99,105.99,24.88,10,6,3,1,7,4,7,46,2,1,0,1,1,1,0,0,0,0,0,0,3,1
00:03:59.114500045Z,1.207e+00,11,0.403,20.03,106.01,24.88,11,7,3,1,9,3,9,67,0,0,1,1,1,1,0,0,1,0,1,1,3,1
00:04:06.641512036Z,1.416e+00,8,0.079,3.93,106.50,24.94,9,6,2,1,8,2,8,48,1,0,1,1,1,0,0,1,0,0,0,1,2,1
00:04:06.789686083Z,3.458e+00,10,0.483,23.96,106.51,24.94,11,7,3,1,9,5,7,34,1,1,1,1,1,1,0,0,0,0,0,1,3,1
00:04:07.714888095Z,1.271e+01,9,0.120,5.96,106.57,24.94,9,6,2,1,7,2,7,85,1,0,0,2,0,0,0,0,0,1,1,1,2,1
00:04:15.442601919Z,1.214e+01,8,0.161,8.11,107.07,24.99,8,6,0,2,7,2,7,96,1,1,1,1,1,1,0,0,0,0,0,0,0,2
00:04:15.555493950Z,1.287e-01,11,0.396,20.03,107.08,25.00,11,8,0,3,9,3,9,81,0,1,1,1,1,1,1,0,0,0,1,1,0,3
00:04:16.772764086Z,9.562e-03,20,1.863,93.94,107.16,25.00,20,14,1,5,11,11,8,113,0,1,0,1,0,3,1,2,2,2,1,1,1,5
00:04:16.986258029Z,1.052e+01,10,0.159,7.99,107.17,25.00,10,8,0,2,9,2,9,77,1,0,0,1,1,0,1,0,1,1,1,1,0,2
00:04:18.717540025Z,2.297e-01,9,0.319,15.97,107.28,25.02,9,5,1,3,7,3,7,66,1,1,1,0,0,1,0,0,1,0,0,0,1,3
00:04:20.385547995Z,8.958e+00,8,0.159,7.99,107.39,25.03,8,6,0,2,7,2,7,53,0,1,0,1,0,0,0,1,1,1,0,1,0,2
00:04:27.892443895Z,1.062e+01,9,0.162,8.11,107.88,25.07,9,6,1,2,8,3,5,66,0,1,1,1,1,1,0,0,0,1,0,0,1,2
00:04:39.531416058Z,1.444e+01,12,0.120,5.96,108.64,25.14,12,9,2,1,11,2,11,65,1,0,1,1,1,1,0,1,1,1,0,1,2,1
00:04:40.072190046Z,2.667e-01,17,2.492,124.10,108.67,25.15,17,11,1,5,9,9,8,41,1,2,0,1,0,1,0,0,0,2,1,3,1,5
00:04:47.078708052Z,8.572e-01,8,0.360,18.00,109.13,25.18,8,5,3,0,6,4,5,83,1,0,1,1,0,1,0,0,0,1,0,0,3,0
00:04:47.430761933Z,1.724e+00,8,0.080,4.05,109.15,25.19,8,5,2,1,7,2,7,72,1,1,1,0,0,0,0,1,0,0,1,0,2,1
00:04:48.382769942Z,1.510e+00,8,0.081,4.05,109.21,25.19,8,5,2,1,7,2,7,71,0,0,0,1,0,1,1,0,1,0,0,1,2,1
00:04:52.504888057Z,1.749e+00,15,2.236,111.94,109.48,25.21,15,10,5,0,9,9,5,41,1,1,1,0,2,1,0,1,2,1,0,0,5,0
00:04:53.674780011Z,1.368e+01,10,0.599,30.04,109.56,25.22,10,6,3,1,8,3,8,76,1,0,1,0,0,1,1,0,0,1,1,0,3,1
00:04:55.887117981Z,1.317e+01,8,0.159,7.99,109.70,25.23,8,5,1,2,7,2,7,78,1,0,0,0,0,0,0,1,0,1,1,1,1,2
00:05:00.427551984Z,3.405e-01,8,0.079,3.93,110.00,25.25,8,5,1,2,7,2,7,95,1,1,1,1,0,1,0,0,0,0,0,0,1,2
00:05:00.457695960Z,2.905e-02,9,0.322,16.09,110.00,25.26,9,6,0,3,6,6,4,67,0,0,0,0,0,1,1,1,1,0,2,0,0,3
00:05:00.520033955Z,1.798e+01,12,1.482,74.03,110.01,25.26,12,8,4,0,8,5,8,22,0,1,2,1,1,1,0,0,0,1,0,1,4,0
00:05:00.601472020Z,1.269e+01,8,0.119,5.96,110.01,25.26,8,5,2,1,7,3,6,60,0,1,0,1,0,1,0,0,1,0,0,1,2,1
00:05:01.374309897Z,1.783e+01,13,1.558,78.08,110.06,25.26,13,8,4,1,9,7,7,17,1,1,0,0,0,1,1,0,0,1,1,2,4,1
00:05:11.186756014Z,1.119e+01,8,0.158,7.99,110.70,25.31,8,5,1,2,7,2,7,80,0,1,0,1,0,1,1,1,0,0,0,0,1,2
00:05:13.710066080Z,2.472e+00,8,0.119,5.96,110.87,25.32,8,5,1,2,7,3,6,69,0,0,0,0,1,1,1,0,1,0,1,0,1,2
00:05:14.395429968Z,1.078e+01,8,0.159,7.99,110.91,25.32,8,5,1,2,6,3,5,63,0,1,0,0,0,0,1,2,1,0,0,0,1,2
00:05:18.889755964Z,4.915e-01,10,0.474,23.96,111.21,25.34,10,6,1,3,8,4,6,48,1,0,0,0,0,0,1,1,0,1,1,1,1,3
00:05:19.682414054Z,4.260e+00,22,5.214,262.02,111.26,25.35,22,15,1,6,11,22,1,27,1,2,2,0,1,1,0,2,3,2,1,0,1,6
00:05:22.945649981Z,1.247e+01,8,0.159,7.99,111.47,25.36,8,6,0,2,7,2,7,81,0,0,1,0,0,1,0,0,1,1,1,1,0,2
00:05:27.244292020Z,5.704e+00,8,0.435,22.05,111.75,25.38,8,5,3,0,6,4,5,64,0,0,0,0,0,0,1,1,0,1,1,1,3,0
00:05:28.953375935Z,3.541e+00,8,0.121,6.08,111.86,25.39,8,5,1,2,7,2,7,52,0,0,0,1,1,1,0,1,0,0,0,1,1,2
00:05:32.120426058Z,5.126e+00,10,0.675,33.97,112.07,25.40,10,7,0,3,8,3,8,83,1,0,1,1,0,0,1,1,0,1,0,1,0,3
00:05:32.155439972Z,2.864e-02,9,0.319,16.09,112.07,25.40,9,6,0,3,7,3,7,86,0,0,1,1,1,1,0,0,1,1,0,0,0,3
00:05:33.267130017Z,1.837e+00,11,0.438,22.05,112.15,25.40,11,7,3,1,9,3,9,100,1,0,1,1,1,1,1,1,0,0,0,0,3,1
00:05:34.866611957Z,1.691e+01,10,0.795,40.05,112.25,25.41,10,7,0,3,8,4,7,70,0,0,1,1,0,1,1,0,1,0,1,1,0,3
00:05:35.044828057Z,2.341e+00,9,0.397,19.91,112.26,25.41,9,5,1,3,7,4,6,57,0,0,0,1,0,1,1,0,0,1,1,0,1,3
00:05:35.206890106Z,1.756e+00,9,0.595,29.92,112.27,25.41,9,6,0,3,5,6,4,19,0,0,0,0,0,0,2,2,1,0,0,1,0,3
00:05:42.418365955Z,1.429e+01,8,0.120,6.08,112.74,25.44,8,6,2,0,6,3,6,77,0,1,0,0,0,0,1,0,1,2,1,0,2,0
00:05:42.920513987Z,7.637e-01,12,0.517,25.99,112.78,25.44,12,8,1,3,10,3,10,74,1,0,1,1,0,1,1,1,0,1,1,0,1,3
00:05:43.865589976Z,1.572e+00,9,0.559,28.01,112.84,25.44,9,6,0,3,6,5,5,42,0,0,0,0,1,0,1,1,2,0,0,1,0,3
00:05:47.310657978Z,6.472e+00,10,0.512,25.99,113.06,25.46,10,7,3,0,7,4,7,46,1,0,0,0,1,2,1,1,1,0,0,0,3,0
00:05:49.956305980Z,8.928e+00,10,0.554,28.01,113.24,25.47,11,7,3,1,8,5,7,36,0,2,0,1,1,1,0,0,0,1,0,1,3,1
00:05:52.118208050Z,2.570e+00,8,0.398,20.03,113.38,25.47,8,5,3,0,6,4,4,29,1,1,1,0,0,0,1,0,0,1,0,0,3,0
00:05:52.609274029Z,2.466e+00,10,0.118,5.96,113.41,25.47,10,7,1,2,9,2,8,46,0,1,0,1,0,1,0,1,0,1,1,1,1,2
00:05:52.753126025Z,4.047e-01,8,0.080,4.05,113.42,25.47,8,6,0,2,7,2,7,117,0,0,1,0,0,1,1,0,1,1,0,1,0,2
00:05:53.186038017Z,1.202e+01,9,0.157,7.99,113.45,25.48,9,6,1,2,8,2,8,47,0,0,0,1,1,1,1,0,1,0,1,0,1,2
00:05:57.055814027Z,6.163e-02,10,0.355,18.00,113.70,25.49,10,7,0,3,7,4,5,64,1,0,0,0,0,0,1,1,2,0,1,1,0,3
00:06:00.039386034Z,1.196e+01,9,0.159,7.99,113.90,25.50,9,6,1,2,7,2,6,91,0,0,2,1,1,1,0,0,0,1,0,0,1,2
00:06:04.276498079Z,5.072e-02,9,0.359,18.00,114.18,25.51,9,6,0,3,5,4,5,46,1,0,0,0,2,2,0,1,0,0,0,0,0,3
00:06:04.776518106Z,9.543e+00,8,0.158,7.99,114.21,25.51,8,5,1,2,7,2,6,81,0,0,0,1,1,1,1,0,0,0,0,1,1,2
00:06:07.203046083Z,4.414e+00,13,1.729,85.95,114.37,25.52,13,9,0,4,5,10,3,34,4,0,2,0,0,0,2,0,0,0,0,1,0,4
00:06:09.815469980Z,6.243e+00,8,0.436,21.93,114.54,25.53,8,5,0,3,5,5,4,33,0,0,0,0,0,1,1,2,1,0,0,0,0,3
00:06:12.696922063Z,9.570e+00,9,0.158,7.99,114.73,25.53,9,6,1,2,8,2,8,67,1,0,1,1,0,1,1,0,1,0,0,0,1,2
00:06:14.784926056Z,1.882e+00,12,0.117,5.96,114.87,25.54,12,9,1,2,11,2,11,37,0,1,1,1,0,1,1,1,1,0,1,1,1,2
00:06:18.352669954Z,3.776e-01,10,0.080,4.05,115.10,25.55,10,7,1,2,9,2,9,66,1,1,1,0,1,1,0,1,0,0,0,1,1,2
00:06:20.711042046Z,4.828e-02,8,0.277,13.95,115.25,25.55,8,5,0,3,6,3,6,93,0,0,0,0,0,1,1,1,0,0,1,1,0,3
00:06:22.129266023Z,8.016e+00,13,1.821,92.03,115.35,25.56,13,9,0,4,9,7,7,57,1,1,1,0,1,2,1,1,1,0,0,0,0,4
00:06:25.820163965Z,6.352e+00,8,0.437,21.93,115.59,25.57,8,5,3,0,6,3,6,55,0,0,0,1,1,0,1,0,1,0,1,0,3,0
00:06:26.005542039Z,1.022e+01,8,0.160,7.99,115.60,25.57,8,5,1,2,7,2,7,79,0,1,0,1,0,0,1,0,0,1,1,0,1,2
00:06:26.652418017Z,1.258e+00,10,0.080,4.05,115.64,25.57,11,8,2,1,10,2,10,80,0,1,0,1,1,1,0,1,1,1,1,0,2,1
00:06:33.095352053Z,1.316e+01,12,0.784,39.94,116.07,25.58,12,9,0,3,9,4,8,27,0,1,2,1,1,1,1,0,1,1,0,0,0,3
00:06:39.202092051Z,1.161e+01,8,0.118,5.96,116.47,25.59,8,5,2,1,7,2,7,68,1,1,1,0,0,0,1,1,0,0,0,0,2,1
00:06:42.273856043Z,1.119e+01,8,0.158,7.99,116.67,25.60,8,5,1,2,7,2,6,33,1,0,0,1,1,0,0,0,0,1,1,0,1,2
00:06:42.303027987Z,1.322e+01,9,0.118,5.96,116.67,25.60,9,6,2,1,8,2,8,54,0,0,1,1,1,1,0,1,0,1,0,0,2,1
00:06:42.620772004Z,3.412e+00,24,2.417,122.07,116.69,25.60,24,19,5,0,2,24,1,2,0,0,0,0,0,0,0,0,0,0,19,0,5,0
00:06:44.014808058Z,1.151e+01,8,0.117,5.96,116.78,25.60,8,5,2,1,7,2,7,72,1,0,1,0,1,0,0,0,1,0,1,0,2,1
00:06:47.857583999Z,1.830e+00,8,0.194,9.89,117.04,25.61,8,4,3,1,6,3,5,29,0,0,1,0,0,0,0,1,0,1,1,0,3,1
00:06:48.364434003Z,1.011e+01,9,0.157,7.99,117.07,25.61,9,7,0,2,8,2,8,96,0,0,1,0,1,1,1,0,1,1,1,0,0,2
00:06:49.562332034Z,3.806e+00,13,1.418,72.00,117.15,25.61,13,8,1,4,10,5,9,65,1,0,1,0,1,1,1,1,1,0,1,0,1,4
00:06:52.238936066Z,2.146e+00,8,0.118,5.96,117.32,25.61,8,5,1,2,7,2,7,60,1,0,1,0,1,0,0,1,0,1,0,0,1,2
00:06:56.569425940Z,1.466e+00,8,0.079,4.05,117.61,25.62,9,6,2,1,8,2,8,61,0,0,1,0,0,1,0,1,1,1,0,1,2,1
00:06:56.775972008Z,3.245e-01,8,0.080,4.05,117.62,25.62,8,6,0,2,7,2,7,88,0,0,0,1,1,0,0,1,1,1,0,1,0,2
00:07:02.139922022Z,9.311e+00,8,0.155,7.99,117.97,25.63,8,6,0,2,7,2,7,61,0,1,0,0,0,0,1,1,1,1,1,0,0,2
00:07:03.080765962Z,5.615e+00,9,0.515,25.99,118.03,25.63,9,6,3,0,7,4,4,81,0,1,1,0,0,1,0,0,1,1,1,0,3,0
00:07:05.633452057Z,8.978e+00,9,0.741,37.91,118.20,25.63,9,6,0,3,6,5,5,22,0,0,0,0,1,0,1,0,1,1,0,2,0,3
00:07:09.803424Z,1.366e+01,9,0.159,7.99,118.48,25.63,9,6,1,2,8,2,8,80,0,1,1,1,1,1,0,0,0,0,0,1,1,2
00:07:15.177451968Z,3.512e-01,8,0.080,4.05,118.83,25.64,8,5,1,2,7,2,7,68,0,0,1,1,0,0,0,0,1,1,0,1,1,2
00:07:15.373809933Z,2.304e+00,8,0.118,5.96,118.84,25.64,9,6,1,2,8,3,6,76,0,0,0,1,0,0,1,1,1,0,1,1,1,2
00:07:20.519834041Z,1.056e+00,8,0.077,3.93,119.18,25.64,8,5,2,1,7,3,6,101,0,0,0,0,0,0,0,1,1,1,1,1,2,1
00:07:22.324337959Z,2.383e+00,9,0.624,31.95,119.30,25.64,9,6,0,3,6,5,3,28,1,0,0,0,0,0,0,2,0,1,1,1,0,3
