date,start,stop,duration,count,false_positive_per_year,longitude,latitude,altitude,tier,associated,coincidence_probability,neighbors_10min,n,n_acd,n_acd_multi,n_bg,n_acd_bg
20180819,2018-08-19T00:28:18.240428Z,2018-08-19T00:28:18.240653991Z,0.000225991,16,5.851160477319841e-3,276.6745,25.5754,535377.2,lightning,1,3.3630972953036637e-3,13,18,6,6,20278,2981
20180824,2018-08-24T23:36:47.011938005Z,2018-08-24T23:36:47.012741982Z,0.000803977,17,8.043830572904704e-5,270.6069,10.1902,534436.3,lightning,1,2.2184773625112696e-3,1,27,0,0,16242,1975
20180903,2018-09-03T08:39:23.200789988Z,2018-09-03T08:39:23.201063990Z,0.000274002,16,7.633811686737818e-1,281.5681,14.6820,545328.4,lightning,1,5.139126202770265e-3,14,16,5,1,12483,2134
20180908,2018-09-08T17:27:18.373975992Z,2018-09-08T17:27:18.374264001Z,0.000288009,12,8.841707698959117e-3,127.6997,24.4818,544608.5,lightning,1,4.346259568887796e-3,5,19,1,0,19248,1745
20180909,2018-09-09T06:14:50.018756002Z,2018-09-09T06:14:50.018777996Z,0.000021994,8,5.147394838109052e-1,309.4517,34.0670,547764.5,lightning,1,1.5710861896565855e-3,30,8,0,0,15561,1949
20180911,2018-09-11T14:20:12.688155978Z,2018-09-11T14:20:12.689269959Z,0.001113981,15,4.1864094332873616e-5,292.1826,13.3861,544822.2,lightning,1,1.230190099172199e-3,6,31,4,1,14898,2643
20180912,2018-09-12T22:02:45.763347983Z,2018-09-12T22:02:45.763443976Z,0.000095993,11,1.0438771453423276e-1,153.9142,24.3079,547537.8,lightning,1,8.196727809195968e-4,5,12,3,0,15342,989
20180913,2018-09-13T04:01:14.050293982Z,2018-09-13T04:01:14.050392001Z,0.000098019,9,4.5388885164725674e-3,319.3296,34.8276,545853.8,lightning,1,5.737584624211131e-4,33,12,0,0,14624,2190
20180916,2018-09-16T13:31:13.226413995Z,2018-09-16T13:31:13.226749986Z,0.000335991,14,2.371584662402917e-3,270.4692,14.9498,546690.7,lightning,1,2.0508335628227196e-3,12,17,0,0,17041,2146
20180917,2018-09-17T19:38:09.909531950Z,2018-09-17T19:38:09.909717977Z,0.000186027,11,5.0710689088444165e-2,155.4321,26.2557,548042.8,lightning,1,6.912710023768543e-3,3,14,1,1,16294,1359
20180918,2018-09-18T11:03:43.249825984Z,2018-09-18T11:03:43.249939978Z,0.000113994,13,6.493047804823111e-2,157.9256,22.5861,537712.6,lightning,1,1.312836792066224e-3,6,13,0,0,13891,831
20180920,2018-09-20T11:17:38.043130010Z,2018-09-20T11:17:38.043532013Z,0.000402003,20,2.860489240845277e-1,279.9846,13.7722,546685.5,lightning,1,8.041463773461191e-3,5,21,1,1,16107,2448
20180920,2018-09-20T12:17:43.193403989Z,2018-09-20T12:17:43.193607985Z,0.000203996,12,1.1474181859115152e-2,119.8393,17.7900,535430.9,lightning,1,3.242742127694451e-3,2,16,1,0,19527,1133
20180921,2018-09-21T10:31:40.607717990Z,2018-09-21T10:31:40.607939988Z,0.000221998,14,2.7187191617330475e-1,137.2980,15.2890,534740.0,lightning,1,8.196236456028195e-4,5,15,1,0,14587,2355
20180929,2018-09-29T03:27:23.332997977Z,2018-09-29T03:27:23.333319991Z,0.000322014,16,7.280631764085668e-3,336.3486,17.9809,542559.2,lightning,1,8.216241291697401e-5,5,17,1,0,14604,2510
20180930,2018-09-30T06:27:22.612157970Z,2018-09-30T06:27:22.612385988Z,0.000228018,13,6.804102532562492e-2,280.8664,20.4726,541725.3,lightning,1,4.6352330956478975e-3,9,16,3,1,17747,2564
20181008,2018-10-08T19:19:57.383717983Z,2018-10-08T19:19:57.383889973Z,0.000171990,16,2.8965769468041214e-1,2.5888,36.9714,537355.3,lightning,1,1.8032092615359397e-3,10,16,5,0,18110,2621
20181010,2018-10-10T12:57:43.877623975Z,2018-10-10T12:57:43.878145962Z,0.000521987,12,3.9567383047172104e-2,146.7297,-6.0035,539842.8,lightning,1,2.4960084419309894e-4,3,24,7,6,21101,1008
20181011,2018-10-11T14:20:09.099323987Z,2018-10-11T14:20:09.099480003Z,0.000156016,10,6.352209920103112e-2,110.3027,2.3878,536871.7,lightning,1,3.45850710597492e-3,10,12,1,1,12303,1240
20181013,2018-10-13T20:27:15.203565984Z,2018-10-13T20:27:15.203669995Z,0.000104011,10,2.617468190233175e-3,18.0917,-10.6874,538986.3,lightning,1,1.8852173346447013e-3,10,14,1,1,15368,1754
20181018,2018-10-18T08:19:03.059100002Z,2018-10-18T08:19:03.059641987Z,0.000541985,14,1.4097544825920118e-5,136.0088,20.4824,534670.0,lightning,1,1.3256686910908945e-3,1,25,1,0,20384,1809
20181018,2018-10-18T14:11:01.190620005Z,2018-10-18T14:11:01.190651983Z,0.000031978,9,2.373129992556995e-1,279.6309,24.9538,545567.2,lightning,1,4.09170776165888e-3,21,9,0,0,15667,1874
20181025,2018-10-25T20:00:23.623785972Z,2018-10-25T20:00:23.624449968Z,0.000663996,16,7.163286111347566e-4,290.9642,4.4341,535205.6,lightning,1,5.875488689451684e-3,3,23,0,0,14402,1071
20181026,2018-10-26T19:06:52.597333967Z,2018-10-26T19:06:52.597513973Z,0.000180006,13,9.23408352284312e-1,128.7933,5.5423,546068.1,lightning,1,3.278671338414884e-4,11,14,0,0,14527,858
20181028,2018-10-28T09:19:22.078465998Z,2018-10-28T09:19:22.078498005Z,0.000032007,8,1.5295906599314828e-2,276.8886,15.7173,546502.5,lightning,1,3.957155593803787e-3,9,9,1,0,18187,1188
20181029,2018-10-29T02:45:04.678249984Z,2018-10-29T02:45:04.678305983Z,0.000055999,13,7.241694980104671e-5,1.6215,7.7220,545132.1,lightning,1,1.557249405786411e-3,2,14,0,0,21826,3298
20181102,2018-11-02T16:24:53.318051993Z,2018-11-02T16:24:53.318452Z,0.000400007,10,2.206569036342101e-3,128.4340,8.9193,542739.0,lightning,1,1.3119393574297189e-3,8,19,6,3,15427,2119
20181107,2018-11-07T02:54:30.197099983Z,2018-11-07T02:54:30.197585999Z,0.000486016,11,1.1791488226173055e-2,305.1473,11.4330,539947.4,lightning,1,8.196049504139005e-5,1,21,0,0,17348,2091
20181113,2018-11-13T11:22:29.873207956Z,2018-11-13T11:22:29.873331964Z,0.000124008,13,2.924602494247812e-1,120.7274,-3.6367,535295.6,lightning,1,1.8161712646504384e-3,5,13,5,0,14409,2332
20181121,2018-11-21T04:28:40.250512003Z,2018-11-21T04:28:40.250777989Z,0.000265986,10,1.589050132442218e-1,347.8499,9.5485,545696.0,lightning,1,2.459051774444718e-3,10,16,1,0,14219,2595
20181122,2018-11-22T15:33:27.641809970Z,2018-11-22T15:33:27.642741978Z,0.000932008,14,1.8066488046372673e-3,191.8098,-8.6051,548608.6,lightning,1,9.119759118105072e-4,16,25,0,0,10793,1611
20181122,2018-11-22T21:07:04.828861951Z,2018-11-22T21:07:04.830381959Z,0.001520008,21,9.363201188022828e-4,286.4615,8.2033,533735.2,lightning,1,5.831342209654946e-3,22,30,2,0,11855,1104
20181124,2018-11-24T19:55:22.191541999Z,2018-11-24T19:55:22.191668003Z,0.000126004,11,2.0860527730187825e-1,99.2203,3.4801,545225.5,lightning,1,1.967765396278994e-3,9,12,1,0,11282,860
20181127,2018-11-27T06:03:30.153845995Z,2018-11-27T06:03:30.154439985Z,0.000593990,17,3.290936336683691e-5,133.3530,16.2629,534594.9,lightning,1,2.8784186378165723e-3,3,20,2,1,16295,776
20181209,2018-12-09T05:35:59.498403966Z,2018-12-09T05:35:59.498537987Z,0.000134021,13,2.3845947338049683e-1,45.3885,0.7228,544672.0,lightning,1,8.197477993607082e-4,4,14,0,0,18182,1353
20181209,2018-12-09T21:26:40.932719975Z,2018-12-09T21:26:40.933243960Z,0.000523985,15,1.0919075981241223e-3,155.6501,-6.5441,547150.8,lightning,1,4.515921334316859e-3,19,18,1,1,10436,2439
20181218,2018-12-18T09:43:06.981575965Z,2018-12-18T09:43:06.982653975Z,0.001078010,16,1.897163732576177e-5,107.3029,-3.5531,534399.4,lightning,1,3.785070215556102e-3,3,31,3,3,16078,1733
20181218,2018-12-18T18:26:17.640077978Z,2018-12-18T18:26:17.640591979Z,0.000514001,11,3.744874753742011e-4,150.6126,0.2334,547437.7,lightning,1,1.0664873780837636e-3,8,20,3,1,13653,2523
20181225,2018-12-25T11:44:30.122813999Z,2018-12-25T11:44:30.122893989Z,0.000079990,10,5.417392887813971e-1,27.9527,-0.5821,536192.3,lightning,1,9.016697565773298e-4,24,10,2,0,10327,2320
20181230,2018-12-30T09:26:54.727705955Z,2018-12-30T09:26:54.727785974Z,0.000080019,13,6.0646239555678e-5,49.1000,-17.0619,540071.0,lightning,1,8.196049504139005e-5,28,13,3,1,11568,1383
20190104,2019-01-04T17:11:21.708243966Z,2019-01-04T17:11:21.709031969Z,0.000788003,20,1.8697450223371763e-3,46.8412,-11.5912,537866.6,lightning,1,1.066280526186378e-3,2,34,1,1,22812,1797
20190106,2019-01-06T22:32:23.063005983Z,2019-01-06T22:32:23.063638001Z,0.000632018,24,1.1660158589985366e-1,151.1489,-5.8918,545079.3,lightning,1,2.625450946643718e-3,8,28,2,0,20563,1900
20190110,2019-01-10T08:18:17.415873974Z,2019-01-10T08:18:17.415999978Z,0.000126004,13,2.038175431969649e-1,149.8772,-6.0097,535160.6,lightning,1,5.07979436931399e-3,6,13,3,1,13857,2359
20190117,2019-01-17T20:47:03.089497983Z,2019-01-17T20:47:03.089527994Z,0.000030011,8,5.030194698957802e-1,112.4843,-11.0368,549302.0,lightning,1,5.655420686828948e-3,12,8,1,1,11795,1274
20190126,2019-01-26T09:51:00.033105999Z,2019-01-26T09:51:00.033237993Z,0.000131994,12,5.183833302454923e-3,232.9449,-20.6738,550297.2,lightning,1,1.6330247192853046e-3,6,13,0,0,16268,1749
20190129,2019-01-29T15:33:22.340023994Z,2019-01-29T15:33:22.340193986Z,0.000169992,12,5.589563468259691e-1,98.5393,3.8849,539337.6,lightning,1,1.804396426522416e-3,4,14,3,0,16568,1714
20190212,2019-02-12T08:44:36.200981974Z,2019-02-12T08:44:36.201407998Z,0.000426024,23,4.862967784436592e-3,154.7051,-30.3133,543612.9,lightning,1,1.1478198262437503e-3,2,27,2,0,26070,3318
20190213,2019-02-13T20:15:28.336155980Z,2019-02-13T20:15:28.336477994Z,0.000322014,13,1.6928653427108378e-3,108.4794,-5.0333,547967.7,lightning,1,1.3113679206622408e-3,2,18,1,0,17072,1989
20190216,2019-02-16T02:17:09.146582007Z,2019-02-16T02:17:09.146726012Z,0.000144005,16,1.4968134624030813e-4,3.0749,-5.4225,547195.3,lightning,1,2.9575824522580117e-3,3,19,0,0,22179,1536
20190217,2019-02-17T18:02:50.219720005Z,2019-02-17T18:02:50.219976007Z,0.000256002,17,8.216690585921054e-4,121.4325,-0.2924,546461.8,lightning,1,9.855057290386034e-4,4,19,0,0,14913,867
20190218,2019-02-18T00:20:03.005052Z,2019-02-18T00:20:03.005275994Z,0.000223994,17,7.211963607077935e-3,13.7626,-11.0218,546714.8,lightning,1,3.280148963199738e-3,0,19,1,0,19297,1571
20190226,2019-02-26T11:43:54.935707956Z,2019-02-26T11:43:54.936287969Z,0.000580013,13,1.6779343223069455e-3,146.0940,-12.6685,540932.5,lightning,1,1.0663681255634785e-3,6,22,2,1,14895,2481
20190227,2019-02-27T11:36:54.945455968Z,2019-02-27T11:36:54.945517957Z,0.000061989,12,1.082199819081989e-3,149.3054,-5.5673,540002.6,lightning,1,1.3118254241455615e-3,5,12,7,3,14029,2526
20190305,2019-03-05T01:08:21.575961977Z,2019-03-05T01:08:21.576273977Z,0.000312000,17,2.1036605438417544e-3,276.6822,0.2492,536061.8,lightning,1,4.19965223342349e-3,2,19,0,0,16711,1210
20190317,2019-03-17T20:35:56.564203977Z,2019-03-17T20:35:56.564277976Z,0.000073999,11,1.0807539256097248e-3,76.2507,5.0413,545803.6,lightning,1,9.030280140972052e-4,6,12,1,0,14813,1546
20190320,2019-03-20T03:23:53.776723980Z,2019-03-20T03:23:53.777219980Z,0.000496000,15,3.6531079703199217e-3,135.0430,-9.1158,538063.9,lightning,1,8.425766469961479e-3,13,23,5,2,14692,2594
20190323,2019-03-23T16:30:19.768099963Z,2019-03-23T16:30:19.768565952Z,0.000465989,15,3.792457852866605e-4,110.7424,-5.0462,544909.6,lightning,1,6.332859241045816e-3,6,22,6,2,17194,1724
20190401,2019-04-01T17:18:15.524419963Z,2019-04-01T17:18:15.524687975Z,0.000268012,14,5.931145451323383e-4,200.9972,-12.7200,548391.5,lightning,1,1.5580025981476928e-3,6,16,3,0,15564,2621
20190401,2019-04-01T18:54:35.199967980Z,2019-04-01T18:54:35.200073987Z,0.000106007,13,1.0960245610886846e-1,179.3019,-10.2425,547561.8,lightning,1,7.430770182771904e-4,8,13,2,0,15314,3106
20190403,2019-04-03T19:27:35.583993971Z,2019-04-03T19:27:35.584819972Z,0.000826001,19,2.4136430744438296e-4,351.9958,-2.7423,535802.8,lightning,1,9.860042783378412e-4,7,27,4,2,15475,2811
20190405,2019-04-05T00:36:18.964511960Z,2019-04-05T00:36:18.964723944Z,0.000211984,16,7.759641713367316e-3,39.4023,-33.3881,556189.5,lightning,1,7.376444553725104e-4,1,22,2,0,40354,2564
20190405,2019-04-05T04:53:56.874793976Z,2019-04-05T04:53:56.875049948Z,0.000255972,11,1.102415300627829e-1,212.9506,-13.2044,538821.0,lightning,1,2.0507703057126465e-3,3,16,1,0,15813,1692
20190411,2019-04-11T14:54:59.782785952Z,2019-04-11T14:54:59.782877981Z,0.000092029,12,2.4380457813167173e-3,0.1658,6.0822,532775.2,lightning,1,7.608149848373084e-3,14,13,2,0,15019,1755
20190425,2019-04-25T11:51:03.823145955Z,2019-04-25T11:51:03.823335975Z,0.000190020,12,1.0656945808694152e-1,140.0344,-2.7123,540088.9,lightning,1,2.0495050323743953e-3,9,14,0,0,13691,2396
20190430,2019-04-30T16:37:52.686531960Z,2019-04-30T16:37:52.686953961Z,0.000422001,11,1.2738050743113288e-1,220.8986,-3.0988,544469.4,lightning,1,8.207944430784362e-5,12,20,3,3,16422,1713
20190502,2019-05-02T17:03:51.362221986Z,2019-05-02T17:03:51.362775981Z,0.000553995,16,2.1424204131314618e-2,15.7767,-2.1217,534951.3,lightning,1,5.4916502335874105e-3,1,24,6,2,18430,1245
20190506,2019-05-06T10:11:24.636999964Z,2019-05-06T10:11:24.637217968Z,0.000218004,18,2.9742763216332256e-2,118.5230,18.8933,535319.2,lightning,1,3.93603207114171e-3,5,19,3,2,20431,897
20190507,2019-05-07T14:38:23.110469996Z,2019-05-07T14:38:23.110625982Z,0.000155986,14,1.4545814077928428e-3,17.7769,-4.6149,533616.4,lightning,1,5.661253208753381e-3,4,16,3,2,17582,1295
20190508,2019-05-08T00:22:36.671713978Z,2019-05-08T00:22:36.672033965Z,0.000319987,18,1.2350032932454216e-1,264.9224,25.7206,536498.5,lightning,1,1.3054001598229654e-2,14,20,4,2,21155,1424
20190509,2019-05-09T05:18:05.393561989Z,2019-05-09T05:18:05.393787980Z,0.000225991,21,6.878948043511912e-1,271.5177,39.3295,546708.0,lightning,1,3.0336984099663964e-3,9,22,3,2,30622,4605
20190515,2019-05-15T06:07:27.808157980Z,2019-05-15T06:07:27.808351963Z,0.000193983,14,5.395592972884373e-1,267.3123,12.5030,544026.8,lightning,1,1.2617162880091796e-2,8,16,3,1,17566,1691
20190516,2019-05-16T05:59:52.542649984Z,2019-05-16T05:59:52.543077975Z,0.000427991,13,6.579089846495532e-2,269.1942,6.7538,544298.4,lightning,1,1.0058437414965989e-2,3,20,1,0,17214,796
20190521,2019-05-21T01:57:27.331039994Z,2019-05-21T01:57:27.331249982Z,0.000209988,13,7.73208689986163e-4,291.4450,13.0894,539540.2,lightning,1,1.2294566920744202e-3,7,15,0,0,15707,1030
20190612,2019-06-12T18:28:10.857891976Z,2019-06-12T18:28:10.858203947Z,0.000311971,15,4.704664759468349e-4,122.8363,26.1147,548286.1,lightning,1,2.4590206540447507e-4,1,21,5,0,22020,1778
20190614,2019-06-14T06:04:52.607015967Z,2019-06-14T06:04:52.608125984Z,0.001110017,16,1.6814193309709682e-5,93.3417,-5.4018,535107.2,lightning,1,9.015654454552904e-4,6,30,2,1,15720,941
20190615,2019-06-15T16:58:36.002792Z,2019-06-15T16:58:36.002910017Z,0.000118017,14,8.314546677856745e-2,269.9330,4.4794,536255.8,lightning,1,1.1697830997459224e-3,3,14,0,0,16749,859
20190620,2019-06-20T17:07:40.862207949Z,2019-06-20T17:07:40.862431973Z,0.000224024,12,1.3502554842960193e-4,86.3699,22.5734,545126.0,lightning,1,1.1475780263912794e-3,1,17,0,0,20762,950
20190622,2019-06-22T17:25:13.269819974Z,2019-06-22T17:25:13.269913971Z,0.000093997,14,4.744034490607928e-5,218.7736,3.6379,541725.9,lightning,1,4.098815015162692e-4,7,15,4,0,17415,1574
20190626,2019-06-26T23:59:00.963723957Z,2019-06-26T23:59:00.963845968Z,0.000122011,11,1.985669948310215e-2,284.4585,7.3453,536766.7,lightning,1,2.3905310302434228e-3,8,14,1,1,17352,2355
20190703,2019-07-03T04:27:43.489057987Z,2019-07-03T04:27:43.489293992Z,0.000236005,17,1.244912009904092e-1,341.2040,7.5792,546882.8,lightning,1,2.0490123760347513e-3,12,17,0,0,14851,2792
20190703,2019-07-03T21:15:08.401353985Z,2019-07-03T21:15:08.401595979Z,0.000241994,13,3.668057577129961e-2,282.3634,8.6993,533030.6,lightning,1,9.845559380378655e-4,7,16,1,0,17411,1054
20190704,2019-07-04T20:15:12.470879971Z,2019-07-04T20:15:12.471059978Z,0.000180007,10,1.2913252414015572e-2,104.5133,-2.5793,547863.7,lightning,1,1.2294074256208507e-3,4,14,1,0,16101,909
20190707,2019-07-07T20:34:24.637615978Z,2019-07-07T20:34:24.637929975Z,0.000313997,15,6.693471967553996e-2,263.2942,5.4451,532527.5,lightning,1,5.74438529628719e-4,7,18,0,0,16128,2720
20190710,2019-07-10T11:16:54.797471970Z,2019-07-10T11:16:54.797785967Z,0.000313997,17,4.4992001179751406e-1,196.2242,3.4751,546175.5,lightning,1,8.196049504139005e-5,6,18,2,0,16099,1303
20190712,2019-07-12T17:18:12.693045973Z,2019-07-12T17:18:12.693615972Z,0.000569999,16,1.2362091057141013e-2,90.4618,4.2888,544693.6,lightning,1,2.9505778214900416e-3,2,21,5,3,15454,1342
20190721,2019-07-21T01:27:57.008809983Z,2019-07-21T01:27:57.009123980Z,0.000313997,14,1.9303922969730093e-2,264.7317,12.7236,536612.7,lightning,1,4.432879132857962e-3,6,21,2,0,18479,2258
20190721,2019-07-21T13:31:08.327965974Z,2019-07-21T13:31:08.329285979Z,0.001320005,16,3.903432588515314e-5,283.1484,7.9313,539343.9,lightning,1,7.377628686173265e-3,6,37,5,1,17159,1984
20190724,2019-07-24T10:33:21.300705969Z,2019-07-24T10:33:21.301241993Z,0.000536024,14,6.735785598898935e-5,114.9811,5.1060,535702.4,lightning,1,1.7212651094172609e-3,5,24,2,1,19296,1904
20190727,2019-07-27T12:36:47.732517957Z,2019-07-27T12:36:47.733139961Z,0.000622004,16,1.7041759369859746e-5,272.6924,20.1872,542427.9,lightning,1,1.967558937791984e-3,11,25,7,5,20267,3014
20190727,2019-07-27T12:39:28.587663978Z,2019-07-27T12:39:28.587929964Z,0.000265986,15,2.796705084835049e-4,280.7865,26.3381,541953.9,lightning,1,4.4275394475862635e-3,9,21,0,0,21929,3045
20190731,2019-07-31T17:07:59.356351971Z,2019-07-31T17:07:59.356709986Z,0.000358015,14,2.461068758580006e-3,286.9546,34.7893,536803.4,lightning,1,1.393328415703631e-3,7,23,5,0,25354,4515
20190801,2019-08-01T08:30:02.681485980Z,2019-08-01T08:30:02.681927978Z,0.000441998,14,4.064082732543296e-4,283.8208,3.5142,546853.0,lightning,1,5.09008198508319e-3,7,21,9,6,17190,2232
20190802,2019-08-02T08:20:48.718005955Z,2019-08-02T08:20:48.718239963Z,0.000234008,15,8.297706063891639e-3,281.5119,5.1979,546928.5,lightning,1,4.513003221047455e-3,5,18,0,0,17788,1113
20190805,2019-08-05T14:45:24.551345974Z,2019-08-05T14:45:24.551449984Z,0.000104010,12,1.0099285788944516e-1,299.3419,30.7330,538194.9,lightning,1,1.7526054421768708e-4,9,14,0,0,20835,1520
20190809,2019-08-09T07:16:08.802553951Z,2019-08-09T07:16:08.803273975Z,0.000720024,19,1.9598396668008578e-5,265.7278,16.6695,547295.9,lightning,1,1.4287463429227112e-2,13,29,2,1,18584,1276
20190811,2019-08-11T15:30:06.204995989Z,2019-08-11T15:30:06.205091983Z,0.000095994,11,1.4136179276845953e-1,277.0148,10.5563,536730.2,lightning,1,2.5416673961150727e-3,7,12,3,0,16062,2200
20190813,2019-08-13T14:27:43.656021952Z,2019-08-13T14:27:43.656087964Z,0.000066012,10,1.9484886292025547e-1,114.1440,2.5650,543648.9,lightning,1,5.737250389312352e-4,0,11,1,0,17899,2426
20190814,2019-08-14T04:53:34.740363955Z,2019-08-14T04:53:34.741085976Z,0.000722021,19,8.937393901780057e-3,276.5543,21.9958,546678.8,lightning,1,4.921209646750266e-3,15,28,4,1,20890,3664
20190814,2019-08-14T11:37:43.706933975Z,2019-08-14T11:37:43.707535982Z,0.000602007,20,1.1407248738157809e-3,275.4391,36.7566,547807.7,lightning,1,4.672407794443078e-3,7,33,4,3,29626,2432
20190823,2019-08-23T21:26:52.545269966Z,2019-08-23T21:26:52.545419991Z,0.000150025,15,6.586857214333403e-1,104.9780,13.6984,546245.6,lightning,1,4.0980247520695025e-4,0,15,2,1,18498,1991
20190826,2019-08-26T14:31:06.623145967Z,2019-08-26T14:31:06.624553978Z,0.001408011,39,1.4442079045592288e-5,176.7032,24.9507,548380.8,lightning,1,3.2809706581427754e-4,6,43,5,0,16370,1560
20190904,2019-09-04T06:15:48.785005956Z,2019-09-04T06:15:48.785811960Z,0.000806004,18,6.727284410149053e-5,133.3759,30.6214,534990.4,lightning,1,6.224784919268912e-3,2,31,4,3,22728,1077
20190906,2019-09-06T01:36:39.377437978Z,2019-09-06T01:36:39.377699971Z,0.000261993,11,2.497487481630671e-2,308.5177,20.7670,543548.6,lightning,1,5.570918531267929e-4,12,16,2,0,16041,2406
20190906,2019-09-06T13:46:28.165591984Z,2019-09-06T13:46:28.165677994Z,0.000086010,16,1.3052480171206796e-1,344.9475,16.4316,532369.9,lightning,1,2.4588148512417015e-4,1,17,0,0,39344,4306
20190907,2019-09-07T01:29:50.214989989Z,2019-09-07T01:29:50.215087980Z,0.000097991,10,8.561705133363548e-2,313.1029,13.2373,543594.3,lightning,1,2.4590292598967295e-4,5,11,4,1,14920,2357
20190912,2019-09-12T14:32:18.234467983Z,2019-09-12T14:32:18.234801977Z,0.000333994,14,4.0519147178428114e-3,329.9165,37.1193,535826.3,lightning,1,2.1309819604950412e-3,10,20,3,0,21364,1777
20190913,2019-09-13T14:09:51.435175985Z,2019-09-13T14:09:51.435539990Z,0.000364005,14,5.496436224995621e-4,285.9733,9.7822,536355.2,lightning,1,5.085460560609786e-3,12,18,0,0,17821,1402
20190926,2019-09-26T14:23:28.550985962Z,2019-09-26T14:23:28.551629960Z,0.000643998,18,3.935991876401472e-2,16.9917,-8.5194,534765.8,lightning,1,6.556839603311204e-4,11,22,5,3,15896,1557
20190929,2019-09-29T02:37:36.039990007Z,2019-09-29T02:37:36.040331989Z,0.000341982,13,1.1246556469497131e-4,152.5670,14.0508,532620.9,lightning,1,1.7231769527087943e-4,6,20,4,2,17899,1412
20190929,2019-09-29T18:37:08.893915951Z,2019-09-29T18:37:08.894277960Z,0.000362009,16,4.099629940067828e-1,285.7282,-1.7709,532781.9,lightning,1,3.444811105647078e-3,8,19,6,1,16141,2126
20190930,2019-09-30T02:27:39.027213990Z,2019-09-30T02:27:39.027314007Z,0.000100017,11,1.9063197867775403e-1,148.5184,14.1457,532911.7,lightning,1,7.376646012621916e-4,7,13,1,0,18655,2029
20191001,2019-10-01T06:23:40.823253959Z,2019-10-01T06:23:40.823319971Z,0.000066012,13,2.744848403326358e-3,283.2568,5.3207,547124.3,lightning,1,2.456318793541513e-3,6,13,1,0,18091,1572
20191001,2019-10-01T14:14:36.648709952Z,2019-10-01T14:14:36.649755954Z,0.001046002,17,1.035283839789833e-3,147.4137,-9.5230,548457.0,lightning,1,5.090408736988771e-4,8,30,3,1,15021,2312
20191002,2019-10-02T06:17:27.064401984Z,2019-10-02T06:17:27.065100014Z,0.000698030,28,8.893745525515708e-4,288.8915,14.6817,547186.3,lightning,1,1.1950841021227768e-2,5,30,0,0,18256,1096
20191002,2019-10-02T16:27:00.627711981Z,2019-10-02T16:27:00.628007978Z,0.000295997,11,2.984878089648272e-4,285.2836,11.2729,533418.0,lightning,1,6.087883099745922e-3,7,17,2,0,15984,2492
20191002,2019-10-02T20:35:19.359763979Z,2019-10-02T20:35:19.360019981Z,0.000256002,19,5.896143068231622e-1,70.0480,14.2375,547062.3,lightning,1,3.278419801655602e-4,6,19,0,0,19619,1190
20191003,2019-10-03T12:19:47.381021976Z,2019-10-03T12:19:47.381313979Z,0.000292003,14,7.790314130086684e-2,164.7122,-8.6050,547581.5,lightning,1,1.563582911236784e-3,11,16,1,1,14749,2564
20191011,2019-10-11T14:17:37.211457997Z,2019-10-11T14:17:37.211807996Z,0.000349999,16,8.67062516689578e-5,101.1650,8.2721,542924.9,lightning,1,2.5413733136628145e-3,2,21,1,0,23679,1624
20191012,2019-10-12T04:51:25.777515977Z,2019-10-12T04:51:25.777629971Z,0.000113994,13,5.76091010579024e-1,295.3887,40.4922,551295.3,lightning,1,3.282880419637735e-4,1,15,1,1,29517,4918
20191021,2019-10-21T08:31:57.480671972Z,2019-10-21T08:31:57.481081962Z,0.000409990,12,1.2096761106531176e-4,281.9626,12.3991,546337.6,lightning,1,3.6894962380132775e-3,11,18,0,0,15919,2216
20191021,2019-10-21T08:34:04.691877961Z,2019-10-21T08:34:04.692475974Z,0.000598013,15,2.9052152526801023e-5,287.4437,7.0106,545843.0,lightning,1,3.148124661912958e-3,10,24,6,2,15245,2175
20191027,2019-10-27T17:58:00.249943971Z,2019-10-27T17:58:00.251033991Z,0.001090020,15,3.39178437945237e-1,295.7162,2.8862,532125.1,lightning,1,9.717671322022786e-3,7,37,2,0,20063,1782
20191105,2019-11-05T02:49:32.051330Z,2019-11-05T02:49:32.051728010Z,0.000398010,14,3.851295390080212e-3,264.2631,18.8506,541427.4,lightning,1,1.1141686091303991e-3,5,21,0,0,19531,1158
20191107,2019-11-07T08:48:33.044149994Z,2019-11-07T08:48:33.045671999Z,0.001522005,40,8.803617164780934e-5,152.1484,24.5582,539222.7,lightning,1,1.0073945250389313e-2,3,51,2,0,17280,895
20191108,2019-11-08T00:47:45.323641985Z,2019-11-08T00:47:45.324087977Z,0.000445992,19,3.4584838160239224e-2,285.8972,10.4058,540302.6,lightning,1,4.72264313580854e-3,5,21,8,4,16075,1650
20191109,2019-11-09T18:09:30.015403985Z,2019-11-09T18:09:30.015496015Z,0.000092030,10,7.740267174260286e-2,22.6790,2.7307,540445.3,lightning,1,1.639209900827801e-4,9,12,0,0,15587,928
20191117,2019-11-17T00:01:20.027617990Z,2019-11-17T00:01:20.027902007Z,0.000284017,16,2.232556446880152e-4,45.6071,-21.7416,551716.1,lightning,1,4.0980247520695025e-4,0,23,2,2,31199,2282
20191117,2019-11-17T15:18:40.753415942Z,2019-11-17T15:18:40.753681957Z,0.000266015,12,1.1811347110860126e-1,25.8240,-7.9153,537476.3,lightning,1,6.558404966806e-4,7,16,0,0,15627,1074
