date,start,stop,duration,count,false_positive_per_year,longitude,latitude,altitude,tier,associated,coincidence_probability,neighbors_10min,n,n_acd,n_acd_multi,n_bg,n_acd_bg
20191118,2019-11-18T03:08:48.249076008Z,2019-11-18T03:08:48.249913990Z,0.000837982,20,7.090431072448689e-2,11.2614,-4.9733,546195.7,lightning,1,5.743974100483567e-4,3,32,0,0,20941,1383
20191123,2019-11-23T18:14:18.265071988Z,2019-11-23T18:14:18.265399992Z,0.000328004,16,3.0528516588017074e-4,113.7975,0.0096,547344.5,lightning,1,4.672463109581182e-3,1,19,0,0,17811,1779
20191208,2019-12-08T01:29:50.025373995Z,2019-12-08T01:29:50.025554001Z,0.000180006,17,5.032723363574697e-2,280.7745,7.8167,542568.2,lightning,1,2.010525883124334e-3,9,17,1,0,18069,2327
20191210,2019-12-10T10:37:34.405389994Z,2019-12-10T10:37:34.405719995Z,0.000330001,16,1.281407151083908e-4,116.3941,-3.4019,539480.2,lightning,1,2.3995787476436357e-3,5,18,1,1,16060,2532
20191210,2019-12-10T10:40:33.199880003Z,2019-12-10T10:40:33.200451999Z,0.000571996,15,1.7346336509298612e-4,123.8798,4.3138,540155.6,lightning,1,4.933031562986641e-3,3,24,5,1,15713,2415
20191214,2019-12-14T05:58:52.479755967Z,2019-12-14T05:58:52.479777991Z,0.000022024,8,3.6627487996348906e-1,340.0283,4.7137,543446.7,lightning,1,1.0655909925415949e-3,7,8,0,0,15145,1271
20191215,2019-12-15T20:06:17.256410002Z,2019-12-15T20:06:17.256489992Z,0.000079990,11,7.406124799138251e-2,116.1408,6.3382,544950.9,lightning,1,1.0659075813457914e-3,2,13,0,0,20378,875
20191216,2019-12-16T07:59:54.013951987Z,2019-12-16T07:59:54.014064013Z,0.000112026,13,1.8309952399847597e-2,110.5989,-9.9097,535435.9,lightning,1,2.460400098352594e-3,3,14,3,0,16882,2492
20191224,2019-12-24T18:36:34.886091947Z,2019-12-24T18:36:34.886887967Z,0.000796020,21,8.861382979170732e-2,80.9893,6.1016,546949.0,lightning,1,8.199709204163593e-4,7,27,0,0,16233,1890
20191228,2019-12-28T01:13:04.028494Z,2019-12-28T01:13:04.028939992Z,0.000445992,13,4.903575620890542e-3,133.1407,-12.8567,536551.8,lightning,1,1.0910742373575937e-2,11,20,5,1,15314,2527
20200109,2020-01-09T09:41:01.976209938Z,2020-01-09T09:41:01.976347953Z,0.000138015,14,4.855426654629749e-3,129.0605,-8.1346,541346.3,lightning,1,1.0577529669699205e-2,7,16,4,1,20770,1971
20200110,2020-01-10T19:42:23.598817974Z,2020-01-10T19:42:23.599075973Z,0.000257999,16,9.56910516560517e-5,125.9519,-13.5032,547160.9,lightning,1,2.786656831407262e-3,9,17,3,2,15621,2831
20200117,2020-01-17T05:13:25.896681964Z,2020-01-17T05:13:25.897155940Z,0.000473976,19,5.83214424433909e-4,153.9246,-15.5824,538305.2,lightning,1,9.019668305876568e-4,3,27,3,1,23811,1004
20200118,2020-01-18T15:13:49.379259973Z,2020-01-18T15:13:49.379351973Z,0.000092000,11,2.8101876611120232e-2,148.3249,-8.3867,548754.6,lightning,1,8.445140078682075e-3,9,12,1,0,15032,2285
20200120,2020-01-20T10:14:03.428465992Z,2020-01-20T10:14:03.429013967Z,0.000547975,21,2.7932640578426208e-2,228.9285,7.6399,546613.7,lightning,1,1.6609174739775428e-3,12,23,7,4,16186,1076
20200208,2020-02-08T06:56:04.069205999Z,2020-02-08T06:56:04.070381999Z,0.001176000,13,3.1107616009529606e-5,133.9072,-13.0032,537559.7,lightning,1,9.37924761904762e-3,11,31,5,1,15693,2309
20200208,2020-02-08T06:57:06.548977971Z,2020-02-08T06:57:06.549387991Z,0.000410020,18,2.040510128882046e-3,136.6434,-10.3704,537381.8,lightning,1,5.6744314564379965e-3,12,21,1,1,15086,2287
20200210,2020-02-10T02:45:48.807849943Z,2020-02-10T02:45:48.808365941Z,0.000515998,17,1.4022374427180287e-1,27.2094,-7.7228,543139.5,lightning,1,2.2129333661175315e-3,10,21,8,0,15464,2524
20200210,2020-02-10T07:16:00.932789951Z,2020-02-10T07:16:00.933325946Z,0.000535995,30,4.252109542623957e-1,270.7660,30.7592,548813.4,lightning,1,1.5144802008032128e-2,8,30,4,1,24590,3729
20200215,2020-02-15T17:52:11.677911996Z,2020-02-15T17:52:11.678317993Z,0.000405997,16,3.73303013565287e-4,133.0741,-15.5009,547871.9,lightning,1,9.187390787640358e-3,4,23,1,0,20231,1615
20200216,2020-02-16T11:21:56.594641983Z,2020-02-16T11:21:56.594837963Z,0.000195980,17,1.1567531057084517e-1,229.1893,-18.1593,548738.5,lightning,1,3.6473394148020654e-3,6,17,0,0,17559,1190
20200226,2020-02-26T08:47:44.858517974Z,2020-02-26T08:47:44.859239965Z,0.000721991,20,6.554379369878381e-5,5.2145,1.8323,533635.9,lightning,1,2.296436087205966e-3,5,32,5,4,24390,2152
20200302,2020-03-02T08:45:51.122075974Z,2020-03-02T08:45:51.122451990Z,0.000376016,17,2.2455733434492953e-5,155.0165,-3.3990,543012.9,lightning,1,2.4588148512417015e-4,2,24,4,1,21319,1532
20200304,2020-03-04T08:25:08.886499941Z,2020-03-04T08:25:08.886779963Z,0.000280022,20,4.620948872943357e-1,145.4945,-1.6699,540850.0,lightning,1,2.7899655274157857e-3,2,21,1,0,23333,1718
20200311,2020-03-11T09:28:39.081893980Z,2020-03-11T09:28:39.082984Z,0.001090020,21,1.1328995584622688e-2,236.7034,-22.0256,551796.9,lightning,1,3.9369503811163015e-3,5,33,4,2,17704,2944
20200313,2020-03-13T20:22:58.895523965Z,2020-03-13T20:22:58.895605981Z,0.000082016,14,4.0324977895358105e-1,77.9823,-4.4969,546982.2,lightning,1,8.200613966068356e-4,1,14,0,0,26260,2356
20200315,2020-03-15T16:51:08.262993991Z,2020-03-15T16:51:08.263339996Z,0.000346005,17,1.1238032417356593e-4,115.8149,-7.3889,548260.0,lightning,1,3.015544119334481e-3,7,19,1,0,16237,2630
20200315,2020-03-15T18:27:43.617499977Z,2020-03-15T18:27:43.617611974Z,0.000111997,15,5.189855326839198e-1,94.7376,-4.1563,547508.4,lightning,1,1.4757572084255388e-3,3,15,3,1,24089,2751
20200316,2020-03-16T11:12:13.249379992Z,2020-03-16T11:12:13.249889969Z,0.000509977,12,1.5589602630934345e-3,28.9807,-5.0862,533320.6,lightning,1,4.262635144660274e-3,2,22,1,0,15788,1006
20200316,2020-03-16T22:11:36.031803995Z,2020-03-16T22:11:36.031857997Z,0.000054002,11,1.2056408533410294e-1,198.7609,15.3145,532040.8,lightning,1,2.213936792066224e-3,5,11,2,1,17671,1422
20200322,2020-03-22T14:02:54.183899998Z,2020-03-22T14:02:54.184671998Z,0.000772000,15,1.2350429727376114e-4,105.6569,-14.1777,547935.4,lightning,1,2.0099621096631424e-3,0,27,1,1,17754,1270
20200330,2020-03-30T11:10:06.652119964Z,2020-03-30T11:10:06.653391957Z,0.001271993,21,4.6103329989913315e-3,105.9191,-7.0394,541897.8,lightning,1,8.142162716170806e-3,3,37,2,1,18149,1731
20200405,2020-04-05T14:12:45.338801980Z,2020-04-05T14:12:45.339212Z,0.000410020,16,3.481125946528773e-2,213.1283,-4.6337,542073.2,lightning,1,5.742037292025243e-4,5,22,0,0,16521,1006
20200407,2020-04-07T01:09:04.262751996Z,2020-04-07T01:09:04.263127982Z,0.000375986,12,1.009016259311044e-3,36.9807,-2.1683,542950.9,lightning,1,4.0980247520695025e-4,7,18,0,0,15141,968
20200417,2020-04-17T15:18:29.244299978Z,2020-04-17T15:18:29.244787991Z,0.000488013,20,1.0696671733934704e-4,106.6870,6.6179,546545.6,lightning,1,1.8034662076878943e-3,4,23,3,2,17697,1600
20200417,2020-04-17T15:22:44.664313971Z,2020-04-17T15:22:44.664487957Z,0.000173986,12,3.0231779689374725e-4,117.3775,-4.3691,547784.8,lightning,1,5.656852118678797e-3,4,15,0,0,18104,1393
20200418,2020-04-18T09:36:08.539865970Z,2020-04-18T09:36:08.539973974Z,0.000108004,10,7.84464318943323e-1,10.9743,-3.2501,532692.1,lightning,1,1.5575778296860914e-3,4,13,0,0,19651,1615
20200424,2020-04-24T01:21:19.861167967Z,2020-04-24T01:21:19.861199975Z,0.000032008,9,2.178373510089414e-1,262.4969,17.0237,541774.7,lightning,1,8.135453356282272e-3,14,9,1,1,15318,2640
20200424,2020-04-24T18:55:04.579029977Z,2020-04-24T18:55:04.579131960Z,0.000101983,14,5.199061427608436e-3,9.0116,4.0769,543218.2,lightning,1,1.3948085320875335e-3,11,14,6,2,15657,1876
20200522,2020-05-22T13:33:54.206297993Z,2020-05-22T13:33:54.206673979Z,0.000375986,10,3.687027585037187e-2,112.9236,16.9942,546286.4,lightning,1,8.463829202524384e-3,0,14,2,1,7542,805
20200605,2020-06-05T16:37:11.495645970Z,2020-06-05T16:37:11.495757997Z,0.000112027,16,4.924561402850232e-3,129.3590,6.7999,545212.0,lightning,1,1.3117655765920826e-3,5,16,1,1,21081,1742
20200607,2020-06-07T11:41:14.594759970Z,2020-06-07T11:41:14.594857990Z,0.000098020,13,7.573755449301738e-5,220.7034,-19.1071,546965.6,lightning,1,4.920650766330628e-4,5,14,11,10,16784,2515
20200611,2020-06-11T04:23:47.362057983Z,2020-06-11T04:23:47.362825989Z,0.000768006,22,7.655037839896567e-3,260.6828,20.7343,546575.1,lightning,1,2.1653887419064013e-2,8,31,9,5,20209,2776
20200623,2020-06-23T12:54:36.776893973Z,2020-06-23T12:54:36.777243971Z,0.000349998,14,1.9725052192898945e-4,267.7059,10.0510,534487.0,lightning,1,5.003601458896812e-3,6,18,1,1,17883,2876
20200628,2020-06-28T10:31:17.349145978Z,2020-06-28T10:31:17.349409997Z,0.000264019,15,4.813267671780799e-5,278.9251,16.1599,537144.1,lightning,1,1.594200458978772e-3,13,16,7,1,14500,1709
20200704,2020-07-04T00:25:35.323673963Z,2020-07-04T00:25:35.324007987Z,0.000334024,18,5.631514396119759e-3,150.3899,33.9543,534521.1,lightning,1,2.2737658388656667e-4,3,21,1,0,18349,1705
20200715,2020-07-15T04:27:00.245674014Z,2020-07-15T04:27:00.245902001Z,0.000227987,13,1.6223136759399248e-1,255.7193,11.1213,546443.3,lightning,1,2.3307913777559216e-3,8,16,0,0,17772,2069
20200721,2020-07-21T09:51:19.990109920Z,2020-07-21T09:51:19.990185976Z,0.000076056,10,4.0601796195802553e-1,145.1706,20.0640,545754.7,lightning,1,1.4752889107450208e-3,10,11,2,0,15128,2408
20200721,2020-07-21T16:37:53.050570011Z,2020-07-21T16:37:53.051205992Z,0.000635981,14,1.4223827052820896e-5,152.8373,33.9920,545309.3,lightning,1,5.573701090074584e-3,7,25,1,0,17764,1091
20200723,2020-07-23T17:58:34.448197960Z,2020-07-23T17:58:34.448373973Z,0.000176013,12,4.955223648634156e-1,139.3050,22.3621,542414.2,lightning,1,4.098464879927875e-3,10,13,0,0,14155,920
20200802,2020-08-02T13:04:31.605291962Z,2020-08-02T13:04:31.605581939Z,0.000289977,14,1.325336543006831e-1,141.5508,27.6083,547953.5,lightning,1,4.591240504876649e-3,5,18,0,0,18229,1176
20200803,2020-08-03T18:40:45.268357992Z,2020-08-03T18:40:45.269001960Z,0.000643968,16,1.4301139338793768e-2,267.2991,3.6637,533567.5,lightning,1,7.383622981722809e-4,9,24,2,0,17046,2839
20200805,2020-08-05T04:45:41.738566458Z,2020-08-05T04:45:41.738619983Z,0.000053525,11,8.754310577918567e-2,274.2005,8.1352,546045.1,lightning,1,9.761365658552578e-3,9,11,3,2,17230,1704
20200811,2020-08-11T13:22:33.571757972Z,2020-08-11T13:22:33.572127938Z,0.000369966,11,1.1579414153002233e-3,119.3025,-6.2551,547648.3,lightning,1,1.6396976477337923e-4,6,16,2,0,13568,1321
20200812,2020-08-12T00:26:27.445407986Z,2020-08-12T00:26:27.445649981Z,0.000241995,13,1.4136054268418636e-3,300.9948,2.4750,545961.8,lightning,1,1.7211703958691911e-3,5,17,4,1,15783,2600
20200815,2020-08-15T21:57:36.794965982Z,2020-08-15T21:57:36.795459926Z,0.000493944,21,7.471107571962283e-5,271.5633,33.1243,540807.3,lightning,1,4.755898049340218e-3,6,27,5,2,26889,2607
20200816,2020-08-16T00:42:27.627209961Z,2020-08-16T00:42:27.627259969Z,0.000050008,10,7.500895001772591e-1,116.0596,19.6587,532274.5,lightning,1,1.8462635767560035e-3,4,10,0,0,16461,2092
20200820,2020-08-20T17:56:23.829595923Z,2020-08-20T17:56:23.829649925Z,0.000054002,11,9.874755034769524e-2,300.6003,33.1203,537195.0,lightning,1,2.623666904352102e-3,23,11,1,1,17671,1954
20200823,2020-08-23T04:49:38.925201952Z,2020-08-23T04:49:38.925271928Z,0.000069976,13,1.3361422335482862e-2,143.0194,19.7088,536198.9,lightning,1,1.2303639865584787e-3,6,13,0,0,19268,822
20200823,2020-08-23T19:07:17.686617970Z,2020-08-23T19:07:17.686777949Z,0.000159979,13,2.90347266369656e-5,283.8677,20.3837,535567.8,lightning,1,4.099089402507992e-3,5,16,1,1,18886,2836
20200825,2020-08-25T08:37:56.451465964Z,2020-08-25T08:37:56.451805949Z,0.000339985,19,6.815806027788785e-3,280.8656,6.0126,539268.4,lightning,1,2.6253344234079172e-3,4,20,1,0,18292,2766
20200828,2020-08-28T20:56:02.576785981Z,2020-08-28T20:56:02.576997995Z,0.000212014,19,7.559284536863804e-1,90.8033,20.6147,539730.4,lightning,1,4.0980247520695025e-4,3,19,3,0,23998,1450
20200829,2020-08-29T12:35:58.185000002Z,2020-08-29T12:35:58.185369968Z,0.000369966,15,3.069647441978168e-3,173.5283,-13.1571,548007.3,lightning,1,2.7887500778624704e-3,14,18,3,0,11801,2597
20200830,2020-08-30T11:46:34.879323959Z,2020-08-30T11:46:34.879443943Z,0.000119984,13,1.6197016177664034e-3,23.3608,-8.6303,536741.6,lightning,1,5.737234652897303e-4,18,15,1,0,16094,2622
20200831,2020-08-31T08:07:42.813290953Z,2020-08-31T08:07:42.813314914Z,0.000023961,8,3.51676337763696e-1,16.1039,34.5312,534818.8,lightning,1,1.2111176428161624e-2,19,8,1,1,13895,2287
20200831,2020-08-31T21:50:13.801087975Z,2020-08-31T21:50:13.802133917Z,0.001045942,13,1.0062014954195324e-4,26.8097,-6.6596,546639.4,lightning,1,1.475596729776248e-3,3,34,0,0,19113,1137
20200902,2020-09-02T15:50:49.620433926Z,2020-09-02T15:50:49.620559930Z,0.000126004,11,2.221008080521294e-1,269.2687,20.2944,532178.5,lightning,1,3.3631042537496927e-3,8,13,0,0,19391,1097
20200905,2020-09-05T09:08:16.156177997Z,2020-09-05T09:08:16.156381964Z,0.000203967,10,9.789198783645102e-2,18.5159,-2.8158,532475.3,lightning,1,6.556839603311204e-4,14,13,1,0,11616,1194
20200905,2020-09-05T18:05:26.223785996Z,2020-09-05T18:05:26.224937975Z,0.001151979,18,1.1901478578981365e-2,102.4479,32.9194,545035.1,lightning,1,1.0654864355380707e-3,6,43,1,1,23246,1056
20200906,2020-09-06T01:50:05.907895922Z,2020-09-06T01:50:05.908455967Z,0.000560045,20,3.536780026375111e-3,305.9735,5.0638,545907.4,lightning,1,3.2861117941152364e-4,3,29,1,0,26378,2665
20200909,2020-09-09T00:20:07.817029953Z,2020-09-09T00:20:07.818099975Z,0.001070022,22,1.4095333412140795e-1,94.6600,24.7128,535612.0,lightning,1,4.0980247520695025e-4,2,39,3,2,22731,2098
20200911,2020-09-11T02:38:53.748315930Z,2020-09-11T02:38:53.748487949Z,0.000172019,17,5.603574576404406e-2,273.0026,15.5304,546340.8,lightning,1,1.8103050864683223e-2,2,17,4,0,19268,3039
20200915,2020-09-15T08:49:08.377164006Z,2020-09-15T08:49:08.377755999Z,0.000591993,22,5.732102644850373e-3,278.7651,29.3902,541844.1,lightning,1,4.099141627735432e-4,8,31,0,0,23747,1243
20200923,2020-09-23T08:43:22.812241971Z,2020-09-23T08:43:22.812645971Z,0.000404000,18,6.829027533423866e-3,135.7596,35.8633,547025.5,lightning,1,1.7220194574215227e-3,1,24,1,0,24945,2158
20200923,2020-09-23T19:36:09.984559953Z,2020-09-23T19:36:09.985423922Z,0.000863969,13,9.844459114363626e-3,282.2475,2.8390,537480.7,lightning,1,7.856292451438407e-3,7,31,2,0,18567,2806
20200926,2020-09-26T17:35:54.488813996Z,2020-09-26T17:35:54.489959955Z,0.001145959,22,5.12241389895608e-4,309.1256,16.7557,537777.6,lightning,1,1.6424182444061962e-4,3,38,1,0,19919,2216
20201006,2020-10-06T00:39:37.929157912Z,2020-10-06T00:39:37.929599940Z,0.000442028,14,2.4541298016233472e-2,296.9775,6.8408,545712.2,lightning,1,9.590609769691009e-3,17,18,4,1,11397,2020
20201006,2020-10-06T13:14:05.559337973Z,2020-10-06T13:14:05.559365987Z,0.000028014,9,3.73425752639184e-2,80.1985,26.5105,545166.0,lightning,1,2.213201040898287e-3,16,9,0,0,14575,1985
20201007,2020-10-07T14:08:34.371623992Z,2020-10-07T14:08:34.371984004Z,0.000360012,11,1.36538759560667e-3,289.4488,15.7293,532016.2,lightning,1,5.920405433980821e-3,12,17,0,0,13741,1300
20201015,2020-10-15T21:20:37.792563915Z,2020-10-15T21:20:37.792903959Z,0.000340044,18,1.4998101102058953e-1,276.9072,12.2122,539554.6,lightning,1,3.7092340299975414e-3,6,20,2,1,17515,2413
20201018,2020-10-18T10:43:03.793761968Z,2020-10-18T10:43:03.794027924Z,0.000265956,16,1.2449268851472727e-4,275.1090,19.3846,535068.9,lightning,1,1.2646450536841242e-3,23,17,4,3,15429,3145
20201026,2020-10-26T14:40:48.437775969Z,2020-10-26T14:40:48.438045978Z,0.000270009,16,2.477376726403501e-5,301.2924,17.3984,532398.8,lightning,1,3.762965912630112e-3,16,18,2,0,12442,1989
20201028,2020-10-28T15:59:58.322883963Z,2020-10-28T15:59:58.323493957Z,0.000609994,11,6.423750001988603e-5,280.3322,6.8720,532332.6,lightning,1,1.449281834275879e-2,14,21,1,0,12663,920
20201030,2020-10-30T03:49:16.419011950Z,2020-10-30T03:49:16.419215977Z,0.000204027,14,2.664929406717868e-4,285.8113,4.7552,544779.9,lightning,1,3.0370978280468814e-3,14,15,0,0,14126,2536
20201101,2020-11-01T13:00:06.970003962Z,2020-11-01T13:00:06.970305919Z,0.000301957,15,2.9905566234831937e-5,130.6500,2.8610,545844.7,lightning,1,1.6508845094664372e-3,4,18,0,0,14787,815
20201128,2020-11-28T14:01:30.763291954Z,2020-11-28T14:01:30.763425946Z,0.000133992,12,1.0905856212578836e-1,128.6765,-10.5618,546557.1,lightning,1,1.1474469305794606e-3,2,15,4,2,20048,750
20201129,2020-11-29T02:36:52.095089972Z,2020-11-29T02:36:52.095219969Z,0.000129997,14,5.950355715044768e-1,276.4205,7.9488,545497.7,lightning,1,3.212907712482583e-3,5,14,0,0,17496,1900
20201205,2020-12-05T09:31:34.259249985Z,2020-12-05T09:31:34.259709954Z,0.000459969,17,2.566552996829798e-4,130.4694,9.3723,544239.3,lightning,1,5.739404884845504e-4,6,24,0,0,23450,1753
20201213,2020-12-13T16:56:27.828075945Z,2020-12-13T16:56:27.828229963Z,0.000154018,12,2.970169078125679e-1,152.1610,-3.2154,538344.9,lightning,1,6.7883034013605445e-3,10,14,3,0,14373,2143
20201214,2020-12-14T15:06:37.254565954Z,2020-12-14T15:06:37.254657983Z,0.000092029,12,4.0475633200664846e-1,161.4778,-14.1569,543163.3,lightning,1,5.789054831571183e-4,5,12,2,0,15430,1312
20210102,2021-01-02T11:01:05.056122004Z,2021-01-02T11:01:05.056219995Z,0.000097991,11,6.884050905498972e-1,271.3720,21.7805,534887.7,lightning,1,1.8844811630194247e-2,30,12,1,0,15755,2485
20210111,2021-01-11T08:01:07.713077962Z,2021-01-11T08:01:07.713191926Z,0.000113964,9,5.471168192349395e-1,281.5067,2.4483,537306.4,lightning,1,2.5913303909515613e-3,6,12,0,0,16399,1102
20210114,2021-01-14T21:05:53.808525919Z,2021-01-14T21:05:53.808603942Z,0.000078023,14,7.912194562204984e-4,257.5084,11.5080,539764.5,lightning,1,5.400705802803049e-3,5,14,4,3,18001,1837
20210121,2021-01-21T09:36:37.663985967Z,2021-01-21T09:36:37.664119958Z,0.000133991,11,1.6797959546095906e-1,214.0108,-16.9265,544949.5,lightning,1,1.4354645397918205e-2,12,12,1,1,12106,1540
20210121,2021-01-21T14:19:43.393553972Z,2021-01-21T14:19:43.393610Z,0.000056028,11,8.264048503196739e-2,133.6571,-9.8104,544375.4,lightning,1,9.835259404966806e-4,6,11,0,0,16476,909
20210125,2021-01-25T03:57:52.031325995Z,2021-01-25T03:57:52.031517982Z,0.000191987,11,1.4917560157713056e-2,241.2949,12.8809,545233.3,lightning,1,4.075711581017949e-3,5,16,1,0,21359,940
20210129,2021-01-29T04:43:47.747007966Z,2021-01-29T04:43:47.747249960Z,0.000241994,13,9.437534098717618e-1,176.6601,31.6920,544422.5,lightning,1,4.892299204983198e-3,6,17,0,0,19358,1027
20210201,2021-02-01T17:14:22.191326022Z,2021-02-01T17:14:22.191504001Z,0.000177979,11,2.247190231863573e-2,23.3126,-14.4426,547938.4,lightning,1,1.4754045242193262e-3,8,14,1,1,17073,1168
20210201,2021-02-01T22:42:01.165856003Z,2021-02-01T22:42:01.166051983Z,0.000195980,15,6.056235203418154e-4,103.0009,-0.9349,533267.3,lightning,1,9.015654454552904e-4,2,19,2,1,21611,2648
20210202,2021-02-02T15:30:35.330043971Z,2021-02-02T15:30:35.330177962Z,0.000133991,13,2.318886280230808e-2,48.7221,-18.9013,549215.7,lightning,1,1.065743586591263e-3,20,14,0,0,13628,1790
20210208,2021-02-08T15:57:40.310382008Z,2021-02-08T15:57:40.310607969Z,0.000225961,15,3.118804739103557e-1,344.3405,-2.5824,541428.1,lightning,1,3.282187591181051e-3,6,16,1,1,16154,1840
20210212,2021-02-12T00:09:12.559021949Z,2021-02-12T00:09:12.559185981Z,0.000164032,15,1.114467839053382e-1,14.5694,-2.3455,539784.8,lightning,1,3.278419801655602e-4,2,16,1,0,20261,1451
20210218,2021-02-18T20:43:00.428295969Z,2021-02-18T20:43:00.428473949Z,0.000177980,13,7.317946910675231e-4,227.4326,-20.2818,541427.5,lightning,1,2.4535440701581837e-3,15,15,1,1,12581,1733
20210221,2021-02-21T11:09:31.375647962Z,2021-02-21T11:09:31.376043975Z,0.000396013,18,4.703342603032772e-3,119.9917,-25.6405,551396.5,lightning,1,3.86782644865175e-3,20,21,14,7,16579,3486
20210222,2021-02-22T07:50:24.150741994Z,2021-02-22T07:50:24.150835990Z,0.000093996,12,1.1354007691995988e-1,170.1299,-21.5047,550177.5,lightning,1,2.62338710761413e-3,29,12,0,0,13691,2481
20210222,2021-02-22T19:05:32.148177981Z,2021-02-22T19:05:32.148639976Z,0.000461995,14,1.5337241729619306e-3,21.3990,-1.6392,545214.0,lightning,1,2.0494277108433737e-3,2,21,2,1,18810,1349
20210228,2021-02-28T08:25:23.196316003Z,2021-02-28T08:25:23.196391999Z,0.000075996,9,3.62604172990046e-2,127.1826,-17.8198,547341.2,lightning,1,2.8736113269404147e-3,14,10,0,0,13006,2727
20210321,2021-03-21T08:58:33.722405970Z,2021-03-21T08:58:33.722491979Z,0.000086009,11,2.9455211341083853e-1,196.1066,-12.1592,545025.1,lightning,1,1.9083658634538151e-3,21,11,0,0,12231,1308
20210327,2021-03-27T09:30:02.650901973Z,2021-03-27T09:30:02.651757955Z,0.000855982,22,5.323931159118396e-4,144.3165,-7.7505,546333.1,lightning,1,1.9877915416769117e-3,3,35,2,0,23010,1960
20210327,2021-03-27T20:21:19.825263977Z,2021-03-27T20:21:19.825721979Z,0.000458002,13,1.108730894235271e-3,290.5641,30.9126,543803.2,lightning,1,3.6376751167937057e-3,9,24,4,2,22021,3663
20210401,2021-04-01T18:51:22.667401969Z,2021-04-01T18:51:22.667589962Z,0.000187993,14,2.241020507184721e-1,131.0848,-8.9482,536175.7,lightning,1,1.639209900827801e-4,3,15,4,1,15120,2397
20210406,2021-04-06T19:26:20.647701978Z,2021-04-06T19:26:20.648451983Z,0.000750005,23,5.72059135308559e-3,62.9156,-29.1995,548793.2,lightning,1,1.1477692648143595e-3,2,41,2,0,34879,4004
20210409,2021-04-09T10:55:16.210211992Z,2021-04-09T10:55:16.210789978Z,0.000577986,21,9.941628381167792e-5,160.2474,-35.6520,553696.2,lightning,1,1.8034194492254731e-3,8,29,4,2,27539,1760
20210409,2021-04-09T22:14:29.001622021Z,2021-04-09T22:14:29.001951992Z,0.000329971,11,3.140465251168093e-2,27.7461,-8.8186,541302.0,lightning,1,9.835259404966806e-4,7,16,2,0,14604,1512
20210412,2021-04-12T17:04:32.984465956Z,2021-04-12T17:04:32.985029935Z,0.000563979,19,2.368255963568606e-3,106.9529,9.4612,538435.3,lightning,1,1.9672964920908124e-3,4,24,5,1,22257,984
20210414,2021-04-14T14:03:41.079364001Z,2021-04-14T14:03:41.080115973Z,0.000751972,15,3.4791494076762047e-5,267.9667,32.0357,534144.9,lightning,1,2.4541563732480943e-2,5,34,9,0,26099,4003
20210417,2021-04-17T05:02:45.118809998Z,2021-04-17T05:02:45.119400024Z,0.000590026,18,2.4686135686294575e-1,250.4873,2.2947,542786.3,lightning,1,2.52948545201213e-4,9,23,1,0,17174,1101
20210421,2021-04-21T09:00:01.054787993Z,2021-04-21T09:00:01.055036008Z,0.000248015,18,2.0441025646765515e-1,144.0297,-15.9476,548082.4,lightning,1,2.378281550692566e-3,7,18,1,0,16791,1365
20210424,2021-04-24T16:30:09.322556018Z,2021-04-24T16:30:09.322697997Z,0.000141979,12,9.49391727979395e-2,23.5714,-3.9406,545237.2,lightning,1,1.393776493730022e-3,7,15,0,0,18163,1606
20210426,2021-04-26T18:35:32.671515941Z,2021-04-26T18:35:32.671785950Z,0.000270009,15,1.241689052603516e-3,167.6173,-4.3919,533002.1,lightning,1,6.556839603311204e-4,8,17,1,1,13331,1874
20210426,2021-04-26T20:57:45.682057976Z,2021-04-26T20:57:45.682455956Z,0.000397980,18,4.3568373898434775e-3,309.2937,2.4052,544369.8,lightning,1,1.3945744693057943e-3,2,26,0,0,27870,1913
20210427,2021-04-27T15:59:08.102151989Z,2021-04-27T15:59:08.103522002Z,0.001370013,32,4.199962388725467e-2,12.4159,-3.5918,544592.5,lightning,1,2.541057601835915e-3,14,39,1,0,14278,1182
20210427,2021-04-27T15:59:08.104070007Z,2021-04-27T15:59:08.105156004Z,0.001085997,33,7.578849295279698e-3,12.4159,-3.5917,544592.5,lightning,1,2.541057618228014e-3,14,35,8,3,14274,1182
20210428,2021-04-28T14:10:49.416649997Z,2021-04-28T14:10:49.416671991Z,0.000021994,8,1.822078537956767e-1,26.1756,-10.2977,544829.2,lightning,1,4.102035816736333e-4,7,8,0,0,13984,1615
20210430,2021-04-30T09:51:53.911717951Z,2021-04-30T09:51:53.912185966Z,0.000468015,16,4.732955490585038e-3,259.4435,10.0125,534279.3,lightning,1,2.272832841570363e-3,3,22,0,0,18934,964
20210501,2021-05-01T17:40:56.855159938Z,2021-05-01T17:40:56.855353951Z,0.000194013,13,1.881085145211692e-2,141.7101,2.5631,534423.7,lightning,1,3.2841706499467257e-3,1,18,1,0,23558,1356
20210502,2021-05-02T19:02:02.800805926Z,2021-05-02T19:02:02.801187992Z,0.000382066,14,2.1590510432189704e-3,103.8212,12.3628,536203.1,lightning,1,1.8851376608474712e-3,0,19,0,0,18604,766
20210503,2021-05-03T21:22:58.016391992Z,2021-05-03T21:22:58.016431987Z,0.000039995,8,5.920151519975679e-1,264.8755,9.1503,542472.2,lightning,1,2.810839988525531e-3,9,9,2,0,17375,1396
