date,start,stop,duration,count,false_positive_per_year,longitude,latitude,altitude,tier,associated,coincidence_probability,neighbors_10min,n,n_acd,n_acd_multi,n_bg,n_acd_bg,n,n_acd,n_acd_multi,n_bg,n_acd_bg,det_share_max
20191021,2019-10-21T02:12:25.485489964Z,2019-10-21T02:12:25.487071990Z,0.001582026,23,1.9222304978062955e-8,23.7162,7.7877,545612.2,direct,0,1.1475789853290714e-3,7,38,2,0,15254,1163,38,2,0,15254,1163,0.132
20191021,2019-10-21T14:06:18.937169969Z,2019-10-21T14:06:18.938445955Z,0.001275986,22,2.5501588226327194e-8,18.7875,-10.7141,534900.4,direct,0,5.737234652897303e-4,3,36,2,0,19950,1568,36,2,0,19950,1568,0.111
20191023,2019-10-23T07:29:19.080055981Z,2019-10-23T07:29:19.080680012Z,0.000624031,19,1.7762277013325207e-8,118.6767,0.1510,533587.3,direct,0,9.835259404966806e-4,4,26,2,0,16091,2577,26,2,0,16091,2577,0.192
20191027,2019-10-27T05:57:15.457169979Z,2019-10-27T05:57:15.457913994Z,0.000744015,22,6.580274170035363e-7,283.2773,11.7287,546881.6,direct,0,7.626810794197197e-3,7,25,0,0,15864,1019,25,0,0,15864,1019,0.160
20191102,2019-11-02T04:56:48.770013958Z,2019-11-02T04:56:48.770925968Z,0.000912010,19,1.5479187955280206e-6,257.5819,13.6842,544258.7,direct,1,3.587956659290222e-3,4,30,0,0,19244,786,30,0,0,19244,786,0.167
20191105,2019-11-05T20:27:22.483729958Z,2019-11-05T20:27:22.484881967Z,0.001152009,17,4.7027491177315803e-7,21.0491,-4.3605,545373.4,direct,1,2.3774990328661585e-3,3,31,11,6,15739,2361,31,11,6,15739,2361,0.097
20191109,2019-11-09T07:51:51.555535972Z,2019-11-09T07:51:51.555835962Z,0.000299990,18,2.10143910631299e-6,5.2449,2.3075,537350.9,direct,1,3.690380780263913e-3,1,21,0,0,25376,1830,21,0,0,25376,1830,0.143
20191110,2019-11-10T06:16:13.796953976Z,2019-11-10T06:16:13.797599971Z,0.000645995,18,2.1617702947871432e-8,50.6271,25.0356,535046.8,direct,0,8.524161232685845e-3,5,23,0,0,18454,998,23,0,0,18454,998,0.174
20191111,2019-11-11T18:38:58.865305960Z,2019-11-11T18:38:58.866259962Z,0.000954002,17,2.3949722713861287e-6,186.6831,1.4363,539942.5,direct,1,5.751757478895173e-4,6,26,5,0,15092,2896,26,5,0,15092,2896,0.154
20191116,2019-11-16T15:27:58.280315995Z,2019-11-16T15:27:58.281893998Z,0.001578003,28,1.1987455804989894e-7,28.0792,-6.2211,537627.6,direct,0,1.639209900827801e-3,11,45,4,1,15628,2227,45,4,1,15628,2227,0.111
20191120,2019-11-20T13:17:29.377657979Z,2019-11-20T13:17:29.378707975Z,0.001049996,22,4.45691248333091e-8,48.9341,-17.9511,539558.2,direct,0,7.377862224407835e-4,1,33,0,0,17106,1041,33,0,0,17106,1041,0.242
20191122,2019-11-22T18:29:17.453225970Z,2019-11-22T18:29:17.453777968Z,0.000551998,19,9.495257343947157e-8,130.5503,12.8795,545397.8,direct,1,1.808743406278174e-3,7,23,0,0,16495,2510,23,0,0,16495,2510,0.130
20191122,2019-11-22T21:39:25.952895939Z,2019-11-22T21:39:25.954229950Z,0.001334011,23,4.2099064900569194e-8,80.6297,11.5433,545526.3,direct,1,1.8852045160232768e-3,1,41,0,0,23640,1466,41,0,0,23640,1466,0.146
20191127,2019-11-27T16:41:32.877785950Z,2019-11-27T16:41:32.877923965Z,0.000138015,14,5.770838847963173e-7,276.8170,13.3873,532964.9,direct,1,1.6521422752233425e-3,3,17,0,0,16940,1709,17,0,0,16940,1709,0.118
20191207,2019-12-07T12:45:36.227845996Z,2019-12-07T12:45:36.228486001Z,0.000640005,21,2.9537188314809528e-8,110.9488,3.8312,542433.0,direct,0,9.015654454552904e-4,5,29,2,1,19823,2587,29,2,1,19823,2587,0.172
20191211,2019-12-11T08:51:21.449415981Z,2019-12-11T08:51:21.451079964Z,0.001663983,27,3.8767743253106355e-7,134.4176,-5.7576,538705.8,direct,0,3.445929784443898e-3,8,37,7,0,14559,2368,37,7,0,14559,2368,0.135
20191212,2019-12-12T20:40:54.880149960Z,2019-12-12T20:40:54.881441950Z,0.001291990,24,2.9000761057976463e-8,139.7900,-5.8331,541919.8,direct,0,4.436658945988034e-3,3,41,7,2,21587,1865,41,7,2,21587,1865,0.098
20191216,2019-12-16T12:45:11.471031963Z,2019-12-16T12:45:11.472495973Z,0.001464010,20,4.745895110290297e-8,35.9404,-11.7287,535419.8,direct,0,1.9694349889353333e-3,5,42,5,1,20847,1064,42,5,1,20847,1064,0.119
20191217,2019-12-17T03:52:57.154681980Z,2019-12-17T03:52:57.156283974Z,0.001601994,27,4.452943426506098e-7,350.8025,6.4326,545332.9,direct,0,1.3934206868289483e-3,11,42,8,3,15453,2092,42,8,3,15453,2092,0.143
20191218,2019-12-18T07:42:01.074571996Z,2019-12-18T07:42:01.075320005Z,0.000748009,25,6.687783556492866e-8,107.9936,-4.6260,534081.9,direct,0,1.0657956478977134e-3,2,29,4,1,18203,2550,29,4,1,18203,2550,0.138
20191219,2019-12-19T12:16:01.113480001Z,2019-12-19T12:16:01.114785999Z,0.001305998,29,3.230215056396427e-8,26.0625,-9.8597,534083.3,direct,0,3.2788521432669453e-3,5,45,7,4,19225,1468,45,7,4,19225,1468,0.133
20191219,2019-12-19T12:16:43.952493965Z,2019-12-19T12:16:43.954125940Z,0.001631975,44,1.1901682797054167e-6,27.9052,-8.0330,533821.0,direct,0,3.688222276862552e-3,5,54,1,0,18742,1476,54,1,0,18742,1476,0.093
20191222,2019-12-22T06:12:00.954337954Z,2019-12-22T06:12:00.955565959Z,0.001228005,18,2.4635826898339404e-7,278.2096,10.8189,546921.5,direct,1,4.342437054339808e-3,9,33,7,0,16574,2158,33,7,0,16574,2158,0.152
20191222,2019-12-22T11:48:38.558135986Z,2019-12-22T11:48:38.559403985Z,0.001267999,18,1.7102109025124643e-8,20.7377,-3.3294,532654.3,direct,0,5.511741217932956e-3,0,34,0,0,18699,1220,34,0,0,18699,1220,0.147
20191223,2019-12-23T15:37:19.774903953Z,2019-12-23T15:37:19.775441974Z,0.000538021,22,9.911864354150622e-6,137.0589,2.4037,547363.1,direct,1,3.4415300631095813e-3,2,27,5,0,22602,1966,27,5,0,22602,1966,0.185
20191225,2019-12-25T13:43:49.358687996Z,2019-12-25T13:43:49.360228002Z,0.001540006,19,2.4378898847669978e-6,157.9385,-2.2211,547836.3,direct,0,1.0656677813293991e-3,2,42,3,0,19913,1580,42,3,0,19913,1580,0.143
20191225,2019-12-25T16:58:49.504349976Z,2019-12-25T16:58:49.505131959Z,0.000781983,19,4.799892187991264e-7,120.5160,-13.2832,549691.3,direct,0,1.806527481353987e-3,6,27,7,3,18215,1674,27,7,3,18215,1674,0.148
20191228,2019-12-28T14:52:13.844567954Z,2019-12-28T14:52:13.845765948Z,0.001197994,24,1.2083446496811011e-6,129.5462,-9.9686,548989.1,direct,0,1.2796648791082698e-2,4,37,3,0,19593,1470,37,3,0,19593,1470,0.135
20191230,2019-12-30T14:29:08.298391997Z,2019-12-30T14:29:08.298940002Z,0.000548005,19,1.119514181698376e-6,113.7594,-1.9461,546321.5,direct,0,6.824243439062372e-3,7,24,2,1,18121,1843,24,2,1,18121,1843,0.167
20200113,2020-01-13T09:05:38.937021970Z,2020-01-13T09:05:38.938767969Z,0.001745999,43,6.380864594352041e-8,125.5857,-19.4933,543039.9,direct,0,1.486421457257602e-3,6,59,7,4,20031,1099,59,7,4,20031,1099,0.119
20200114,2020-01-14T07:23:14.102337986Z,2020-01-14T07:23:14.102693974Z,0.000355988,17,2.235823298488126e-7,154.6302,-26.1908,545916.2,direct,1,4.92375124989755e-4,4,22,2,0,25791,1082,22,2,0,25791,1082,0.136
20200121,2020-01-21T09:57:46.889461964Z,2020-01-21T09:57:46.890399962Z,0.000937998,19,7.375163514658511e-6,209.1699,-8.5389,548871.9,direct,0,8.196049504139005e-5,7,28,3,1,15972,2085,28,3,1,15972,2085,0.143
20200124,2020-01-24T19:06:23.491847991Z,2020-01-24T19:06:23.492755979Z,0.000907988,23,2.1731329337402452e-8,68.4534,8.4367,546807.1,direct,0,9.015654454552904e-4,3,29,0,0,21028,1044,29,0,0,21028,1044,0.207
20200131,2020-01-31T01:16:42.753673970Z,2020-01-31T01:16:42.753895968Z,0.000221998,19,9.8417894279884e-6,119.0837,-11.7401,535974.6,direct,1,2.131063044012786e-3,4,20,6,4,17737,857,20,6,4,17737,857,0.150
20200209,2020-02-09T17:20:46.575171977Z,2020-02-09T17:20:46.575851976Z,0.000679999,16,5.901032266411328e-7,192.0539,-24.6991,544261.1,direct,1,1.393615474141464e-3,7,26,3,1,19251,986,26,3,1,19251,986,0.154
20200212,2020-02-12T13:37:12.397995978Z,2020-02-12T13:37:12.398607969Z,0.000611991,15,4.272479411433458e-7,220.3452,-17.9182,545968.2,direct,1,6.39120463076797e-3,5,23,2,0,16565,1628,23,2,0,16565,1628,0.217
20200213,2020-02-13T00:40:16.237609982Z,2020-02-13T00:40:16.238101989Z,0.000492007,16,7.88312743476631e-6,39.2102,-7.2327,545284.5,direct,0,7.378349151708877e-4,10,21,3,0,15452,2649,21,3,0,15452,2649,0.143
20200217,2020-02-17T10:12:30.722339957Z,2020-02-17T10:12:30.723357975Z,0.001018018,20,3.846761041670998e-6,27.0059,-11.8470,534145.8,direct,0,2.049030546676502e-3,5,34,6,2,20567,1509,34,6,2,20567,1509,0.118
20200218,2020-02-18T22:05:59.872053980Z,2020-02-18T22:05:59.872393965Z,0.000339985,18,9.019928009471929e-6,42.8009,-10.0854,548334.4,direct,1,9.835259404966806e-4,10,20,0,0,15981,1152,20,0,0,15981,1152,0.200
20200304,2020-03-04T03:25:04.757009953Z,2020-03-04T03:25:04.757327973Z,0.000318020,17,1.3288060021146605e-8,178.2210,32.0466,536237.0,direct,0,1.8073181378575529e-3,3,19,2,0,19495,1808,19,2,0,19495,1808,0.105
20200316,2020-03-16T10:17:54.956203937Z,2020-03-16T10:17:54.956947952Z,0.000744015,19,2.5661253582140306e-8,204.1143,-12.1282,549568.4,direct,0,4.918172854684042e-4,8,29,7,1,16477,2725,29,7,1,16477,2725,0.138
20200321,2020-03-21T00:00:00.009819984Z,2020-03-21T00:00:00.012602001Z,0.002782017,16,1.2208880346016844e-7,340.8639,-1.3113,547056.5,direct,0,0e0,12,32,0,0,2885,194,32,0,0,2885,194,0.281
20200321,2020-03-21T00:00:00.047038018Z,2020-03-21T00:00:00.051993995Z,0.004955977,14,6.629902291340157e-6,340.8654,-1.3097,547056.3,direct,0,0e0,12,52,6,2,2939,204,52,6,2,2939,204,0.250
20200321,2020-03-21T17:24:14.940283954Z,2020-03-21T17:24:14.941549956Z,0.001266002,24,5.981472649053863e-6,62.7818,-12.5499,548113.6,direct,0,0e0,0,47,7,4,28648,2572,47,7,4,28648,2572,0.128
20200322,2020-03-22T18:46:09.717655956Z,2020-03-22T18:46:09.719001978Z,0.001346022,24,1.7633451940269432e-8,25.2720,-20.8239,548577.7,direct,0,7.376444553725104e-4,1,47,3,2,23807,1488,47,3,2,23807,1488,0.128
20200327,2020-03-27T03:41:28.358763992Z,2020-03-27T03:41:28.359897971Z,0.001133979,18,1.714835963038006e-6,233.5680,-12.3510,544741.1,direct,0,0e0,12,30,4,1,16192,2816,30,4,1,16192,2816,0.133
20200329,2020-03-29T12:58:41.778721958Z,2020-03-29T12:58:41.780059963Z,0.001338005,28,2.8987204059954673e-7,93.6772,1.2727,542942.9,direct,1,3.527209220555692e-3,2,41,4,2,23517,2855,41,4,2,23517,2855,0.098
20200404,2020-04-04T15:06:35.395919978Z,2020-04-04T15:06:35.397119969Z,0.001199991,24,1.0818480653557851e-6,15.2523,-5.3147,537568.3,direct,0,7.563091844930744e-3,3,34,4,2,19143,1435,34,4,2,19143,1435,0.118
20200405,2020-04-05T06:58:32.683739960Z,2020-04-05T06:58:32.684149950Z,0.000409990,16,2.323614112740378e-7,129.1935,-8.7866,537316.0,direct,0,4.278773584132448e-3,6,23,8,2,14687,1480,23,8,2,14687,1480,0.130
20200407,2020-04-07T06:41:01.953395962Z,2020-04-07T06:41:01.954319953Z,0.000923991,20,4.902145289080812e-7,127.8746,-2.1709,535880.3,direct,1,3.5604101385132364e-3,7,25,4,2,14321,2376,25,4,2,14321,2376,0.200
20200409,2020-04-09T12:39:30.327605992Z,2020-04-09T12:39:30.328761994Z,0.001156002,22,4.967077397145806e-6,15.9439,-9.3198,534649.0,direct,0,1.393373936562577e-3,4,33,1,1,19347,1317,33,1,1,19347,1317,0.152
20200410,2020-04-10T06:09:15.514807969Z,2020-04-10T06:09:15.516481965Z,0.001673996,24,1.7462762706690149e-7,111.9381,-6.4541,534233.7,direct,0,1.639209900827801e-3,2,38,5,2,16915,1591,38,5,2,16915,1591,0.132
20200416,2020-04-16T15:32:23.287867993Z,2020-04-16T15:32:23.289507985Z,0.001639992,23,1.205985428895084e-6,120.2605,-3.3129,547614.4,direct,0,1.8041350299155808e-3,5,50,3,1,18857,1932,50,3,1,18857,1932,0.140
20200429,2020-04-29T01:26:21.554531991Z,2020-04-29T01:26:21.555733978Z,0.001201987,24,1.015234116922318e-8,70.2732,2.2166,537256.1,direct,1,2.705253233341529e-3,3,41,5,3,25639,1773,41,5,3,25639,1773,0.122
20200601,2020-06-01T20:32:24.834905952Z,2020-06-01T20:32:24.835611939Z,0.000705987,16,5.10168970269903e-6,107.1549,-4.1831,541934.7,direct,1,1.2476147528891074e-3,5,25,2,0,17352,1883,25,2,0,17352,1883,0.160
20200604,2020-06-04T20:55:32.903385937Z,2020-06-04T20:55:32.904113948Z,0.000728011,22,1.246994723645924e-6,278.4222,18.6177,538128.8,direct,1,5.509300204901237e-3,10,30,1,1,19361,3223,30,1,1,19361,3223,0.133
20200605,2020-06-05T14:53:12.789761960Z,2020-06-05T14:53:12.791307955Z,0.001545995,33,1.2108050996702865e-6,129.2356,27.6143,548137.3,direct,0,6.804787705925744e-3,6,47,1,0,20286,916,47,1,0,20286,916,0.106
20200605,2020-06-05T16:39:31.884003937Z,2020-06-05T16:39:31.884175956Z,0.000172019,14,8.57992138999112e-8,135.2507,0.7639,544847.6,direct,1,5.737436603557085e-4,6,17,5,0,20658,1745,17,5,0,20658,1745,0.176
20200606,2020-06-06T14:43:36.309780001Z,2020-06-06T14:43:36.310829997Z,0.001049996,22,2.1486512104726944e-8,126.8569,26.5884,547984.9,direct,1,2.213238029669699e-3,2,35,0,0,21236,853,35,0,0,21236,853,0.114
20200610,2020-06-10T14:10:02.018293976Z,2020-06-10T14:10:02.019339978Z,0.001046002,20,2.741731002156655e-7,130.4540,10.4182,546580.1,direct,0,1.639209900827801e-4,1,35,1,0,22879,1079,35,1,0,22879,1079,0.171
20200613,2020-06-13T17:44:24.570415973Z,2020-06-13T17:44:24.572215974Z,0.001800001,16,2.5837784394679826e-7,253.9429,5.7532,531823.2,direct,0,3.278419801655602e-4,11,49,10,6,16843,3001,49,10,6,16843,3001,0.122
20200614,2020-06-14T15:00:34.574823975Z,2020-06-14T15:00:34.575359970Z,0.000535995,19,2.588579985463978e-6,78.3396,21.3867,545326.5,direct,0,1.7211747397754282e-3,2,24,0,0,17387,949,24,0,0,17387,949,0.167
20200614,2020-06-14T22:28:52.482933908Z,2020-06-14T22:28:52.484911978Z,0.001978070,13,1.4820904922383488e-8,201.1862,26.6091,534100.8,direct,0,0e0,14,20,2,0,3589,486,20,2,0,3589,486,0.200
20200620,2020-06-20T06:00:11.135971993Z,2020-06-20T06:00:11.136227995Z,0.000256002,13,8.815581821042489e-7,166.2131,28.5769,540885.5,direct,0,0e0,18,15,2,0,13349,1271,15,2,0,13349,1271,0.200
20200623,2020-06-23T04:54:37.972725957Z,2020-06-23T04:54:37.974279940Z,0.001553983,22,1.9084897472353282e-7,20.4988,1.4321,535800.4,direct,1,2.45963453815261e-3,1,42,3,1,19321,1249,42,3,1,19321,1249,0.119
20200624,2020-06-24T22:55:53.158993989Z,2020-06-24T22:55:53.160579979Z,0.001585990,32,4.902880876671687e-8,265.3765,10.9951,538822.6,direct,1,5.609756413408737e-3,4,46,0,0,18716,989,46,0,0,18716,989,0.130
20200625,2020-06-25T10:57:51.138221979Z,2020-06-25T10:57:51.138917982Z,0.000696003,14,7.764776739895262e-8,280.9145,6.8215,536295.6,direct,1,4.8066984181624455e-3,13,26,5,1,18194,2334,26,5,1,18194,2334,0.115
20200701,2020-07-01T08:23:19.117877990Z,2020-07-01T08:23:19.118651986Z,0.000773996,19,3.9044759026407935e-8,285.1572,10.2111,540320.1,direct,1,6.970075600360626e-3,7,25,1,0,18789,1218,25,1,0,18789,1218,0.160
20200705,2020-07-05T22:40:19.367903947Z,2020-07-05T22:40:19.368196010Z,0.000292063,12,8.135178235000168e-6,198.3604,10.8083,532196.5,direct,0,0e0,4,19,2,2,17141,1535,19,2,2,17141,1535,0.211
20200706,2020-07-06T06:44:43.734105944Z,2020-07-06T06:44:43.735675930Z,0.001569986,21,1.8191761437083855e-8,96.8113,-9.2442,535913.5,direct,0,2.294893861158921e-3,5,46,7,3,16982,1765,46,7,3,16982,1765,0.109
20200716,2020-07-16T13:45:02.458941996Z,2020-07-16T13:45:02.459405958Z,0.000463962,14,1.7570137778473882e-6,96.5417,1.3137,545749.1,direct,1,3.196660265552004e-3,3,20,4,4,17536,2318,20,4,4,17536,2318,0.250
20200721,2020-07-21T09:43:56.021953999Z,2020-07-21T09:43:56.022795975Z,0.000841976,19,2.323295596855857e-6,125.6832,1.4466,543107.7,direct,0,2.4701220391771167e-4,5,27,5,1,15276,2514,27,5,1,15276,2514,0.148
20200721,2020-07-21T11:17:58.974675953Z,2020-07-21T11:17:58.976051926Z,0.001375973,25,3.6831912048944555e-8,98.2233,-1.8597,542814.6,direct,0,8.366158306696172e-3,1,43,2,0,22024,2385,43,2,0,22024,2385,0.140
20200727,2020-07-27T07:50:11.913959920Z,2020-07-27T07:50:11.914745926Z,0.000786006,15,2.738549622102268e-7,280.4079,12.6547,542352.5,direct,1,2.2140307187935417e-3,4,27,3,0,16777,1283,27,3,0,16777,1283,0.111
20200728,2020-07-28T10:13:12.580427944Z,2020-07-28T10:13:12.581455945Z,0.001028001,18,4.0200099682292554e-8,86.0646,13.3695,539452.7,direct,0,1.6393545692975986e-3,4,36,1,0,23711,1100,36,1,0,23711,1100,0.222
20200804,2020-08-04T04:51:59.055181980Z,2020-08-04T04:51:59.057006001Z,0.001824021,20,1.669834998726081e-8,267.9526,17.6965,546496.5,direct,1,1.3387652249815588e-2,10,52,0,0,19085,1200,52,0,0,19085,1200,0.115
20200805,2020-08-05T04:44:47.088555395Z,2020-08-05T04:44:47.089897930Z,0.001342535,26,5.06463493167458e-6,271.8539,10.4544,546115.6,direct,0,1.4519977075649537e-2,9,33,7,2,17631,1547,33,7,2,17631,1547,0.152
20200806,2020-08-06T08:51:41.908577919Z,2020-08-06T08:51:41.908595919Z,0.000018000,10,9.995668937408389e-6,80.4912,34.2824,539626.3,direct,0,8.204403737398574e-5,5,10,0,0,14554,1468,10,0,0,14554,1468,0.200
20200812,2020-08-12T00:20:05.822409927Z,2020-08-12T00:20:05.823199927Z,0.000790000,20,4.006356508494256e-6,284.3320,18.5223,544413.4,direct,0,2.0652978608310794e-3,6,29,4,0,18052,2961,29,4,0,18052,2961,0.138
20200816,2020-08-16T20:14:10.088281989Z,2020-08-16T20:14:10.089226007Z,0.000944018,18,2.2878872846035285e-6,298.9314,29.1941,540248.2,direct,1,1.8854390213916892e-3,13,31,2,1,20399,3670,31,2,1,20399,3670,0.194
20200816,2020-08-16T21:27:44.294113993Z,2020-08-16T21:27:44.295103967Z,0.000989974,21,1.5900200389990725e-6,180.1354,32.7949,534235.3,direct,0,9.837654290631916e-4,11,31,2,0,16951,1298,31,2,0,16951,1298,0.161
20200819,2020-08-19T21:31:12.446125984Z,2020-08-19T21:31:12.446671962Z,0.000545978,18,6.131768608922295e-8,296.5851,-0.1166,542263.1,direct,0,1.803735669207442e-3,2,22,5,2,16110,2569,22,5,2,16110,2569,0.273
20200820,2020-08-20T12:47:21.804969966Z,2020-08-20T12:47:21.805129945Z,0.000159979,12,9.210809516049974e-6,274.6260,26.0008,534125.2,direct,0,2.0204350012294075e-2,24,15,6,2,17304,3829,15,6,2,17304,3829,0.133
20200820,2020-08-20T12:48:26.140290021Z,2020-08-20T12:48:26.141263961Z,0.000973940,19,4.8050346221670224e-8,278.0964,28.3259,534246.1,direct,0,1.579584938119826e-2,24,33,4,0,18046,4096,33,4,0,18046,4096,0.152
20200821,2020-08-21T09:18:29.516947984Z,2020-08-21T09:18:29.517463982Z,0.000515998,20,2.175408379620783e-8,296.6669,6.2277,536054.6,direct,0,9.850132366199492e-4,12,22,1,1,15376,1398,22,1,1,15376,1398,0.136
20200821,2020-08-21T19:28:16.827577948Z,2020-08-21T19:28:16.828157961Z,0.000580013,17,4.454067049393411e-7,293.8163,18.5716,537135.8,direct,0,4.099696008523891e-4,8,25,6,1,17109,2667,25,6,1,17109,2667,0.120
20200823,2020-08-23T08:57:56.141556024Z,2020-08-23T08:57:56.142247974Z,0.000691950,19,8.776162174211816e-7,288.0471,5.3904,537794.3,direct,1,2.4611594951233504e-3,3,26,5,3,19241,2197,26,5,3,19241,2197,0.115
20200823,2020-08-23T18:36:22.469981968Z,2020-08-23T18:36:22.471115946Z,0.001133978,20,2.409367257708424e-7,159.9513,21.5433,535950.5,direct,0,2.3136423080075403e-3,5,30,6,0,15159,2685,30,6,0,15159,2685,0.133
20200824,2020-08-24T20:04:35.832379937Z,2020-08-24T20:04:35.833183944Z,0.000804007,19,1.2652397160708252e-8,141.1750,28.3046,536271.7,direct,0,4.918413818539464e-4,5,28,1,1,19107,920,28,1,1,19107,920,0.214
20200825,2020-08-25T08:38:56.126414Z,2020-08-25T08:38:56.127982020Z,0.001568020,18,6.206321251338551e-8,283.4054,8.5659,538739.7,direct,1,3.6076323989836898e-3,3,41,3,1,18362,2788,41,3,1,18362,2788,0.098
20200825,2020-08-25T14:53:24.315365970Z,2020-08-25T14:53:24.316769957Z,0.001403987,15,3.5716004003815595e-6,169.0883,-9.0542,544219.5,direct,0,4.429931522006393e-3,13,35,4,0,15275,2270,35,4,0,15275,2270,0.114
20200903,2020-09-03T15:57:10.656473994Z,2020-09-03T15:57:10.657613992Z,0.001139998,9,3.951726834142654e-6,308.9074,-21.2700,539593.2,direct,0,0e0,1,10,0,0,95,8,10,0,0,95,8,0.400
20200903,2020-09-03T15:57:10.763415992Z,2020-09-03T15:57:10.764110028Z,0.000694036,9,2.0608141517311178e-7,308.9126,-21.2742,539595.2,direct,0,0e0,1,9,0,0,94,20,9,0,0,94,20,0.333
20200907,2020-09-07T14:59:42.483845949Z,2020-09-07T14:59:42.484393954Z,0.000548005,21,1.0173344568766873e-8,248.3384,21.4758,533796.1,direct,1,8.19801008114089e-4,9,28,0,0,21189,1106,28,0,0,21189,1106,0.143
20200910,2020-09-10T10:39:17.642965972Z,2020-09-10T10:39:17.644241929Z,0.001275957,16,1.5205045729877495e-8,139.2602,-0.6835,546166.6,direct,0,1.149169338578805e-3,11,34,12,5,15040,3176,34,12,5,15040,3176,0.147
20200913,2020-09-13T02:21:54.404647946Z,2020-09-13T02:21:54.405117988Z,0.000470042,16,4.704649472109903e-6,274.5684,23.3626,547105.7,direct,0,3.1163367183017787e-3,14,21,2,1,16827,1601,21,2,1,16827,1601,0.190
20200914,2020-09-14T10:44:02.125549972Z,2020-09-14T10:44:02.126411974Z,0.000862002,19,6.283406682704884e-8,285.5030,6.8823,535058.3,direct,0,1.6392999262355545e-3,9,30,4,3,15607,1684,30,4,3,15607,1684,0.133
20200915,2020-09-15T08:20:57.494751989Z,2020-09-15T08:20:57.495309948Z,0.000557959,19,9.501207859421984e-7,163.9949,18.7087,545862.7,direct,1,1.6421490861404802e-4,4,25,2,0,15126,1376,25,2,0,15126,1376,0.120
20200915,2020-09-15T16:12:35.278737962Z,2020-09-15T16:12:35.280182003Z,0.001444041,25,9.405496190427445e-8,29.4551,6.1984,543774.4,direct,0,4.017267363330875e-3,9,37,2,0,18395,1346,37,2,0,18395,1346,0.162
20200917,2020-09-17T23:53:07.204303979Z,2020-09-17T23:53:07.205125987Z,0.000822008,20,4.543015887608738e-6,271.3678,16.7499,544289.7,direct,0,1.5255043283337433e-2,30,27,7,4,14524,3102,27,7,4,14524,3102,0.148
20200920,2020-09-20T23:24:28.796731948Z,2020-09-20T23:24:28.797423958Z,0.000692010,18,1.0478097452224877e-7,264.6917,21.0088,543501.9,direct,1,1.1218725202852223e-2,9,29,1,0,20978,1460,29,1,0,20978,1460,0.103
20200921,2020-09-21T14:10:57.887841939Z,2020-09-21T14:10:57.888687968Z,0.000846029,26,2.5824254483200693e-8,162.7719,26.5323,545304.4,direct,0,9.177890131956397e-3,0,29,3,0,17122,1539,29,3,0,17122,1539,0.138
20200928,2020-09-28T20:11:31.090294003Z,2020-09-28T20:11:31.090789973Z,0.000495970,15,6.818923840318985e-7,214.1653,-20.6544,536880.0,direct,0,0e0,7,24,3,1,16954,2194,24,3,1,16954,2194,0.125
20201001,2020-10-01T18:27:22.088725984Z,2020-10-01T18:27:22.089089989Z,0.000364005,19,1.396684340308271e-7,286.8005,32.0436,539336.5,direct,1,6.280266732235063e-3,11,24,5,1,25094,1621,24,5,1,25094,1621,0.208
20201006,2020-10-06T00:40:33.145370006Z,2020-10-06T00:40:33.145990014Z,0.000620008,15,2.649926863062692e-7,299.3059,4.4739,545907.4,direct,0,8.220308376362593e-3,14,20,3,1,11321,2125,20,3,1,11321,2125,0.200
20201007,2020-10-07T00:28:37.696255922Z,2020-10-07T00:28:37.697097957Z,0.000842035,18,6.300804579080589e-6,290.9206,9.0110,545301.2,direct,1,8.292644398000164e-3,3,26,4,2,15756,2491,26,4,2,15756,2491,0.154
20201014,2020-10-14T21:33:28.853039920Z,2020-10-14T21:33:28.854211926Z,0.001172006,19,3.10155562537644e-6,287.7319,5.3380,541614.7,direct,0,2.3705433079255797e-3,4,33,2,0,15901,2251,33,2,0,15901,2251,0.182
20201017,2020-10-17T18:50:21.220681965Z,2020-10-17T18:50:21.221531987Z,0.000850022,23,2.1443362458897345e-6,159.1909,20.6209,534573.7,direct,0,1.5577828292762889e-3,5,27,6,1,15104,2610,27,6,1,15104,2610,0.148
20201024,2020-10-24T11:23:35.337849974Z,2020-10-24T11:23:35.337955951Z,0.000105977,11,7.168655514726453e-6,247.3308,32.8059,538691.6,direct,0,0e0,20,14,0,0,19124,1569,14,0,0,19124,1569,0.214
20201030,2020-10-30T05:27:33.354687988Z,2020-10-30T05:27:33.355603992Z,0.000916004,14,1.1093825393086545e-7,269.1576,12.3075,544049.2,direct,1,1.891741767068273e-2,17,24,2,2,14018,2154,24,2,2,14018,2154,0.125
20201106,2020-11-06T01:05:25.041195988Z,2020-11-06T01:05:25.042169988Z,0.000974000,23,1.3066878863345448e-6,289.8929,11.7191,545738.6,direct,1,5.882667117449389e-3,3,28,5,2,18184,1077,28,5,2,18184,1077,0.143
20201110,2020-11-10T20:10:41.760927915Z,2020-11-10T20:10:41.761471927Z,0.000544012,23,6.666256492722153e-7,137.1836,2.4199,534808.7,direct,0,1.639209900827801e-4,0,29,0,0,23869,863,29,0,0,23869,863,0.241
20201111,2020-11-11T08:49:10.043879985Z,2020-11-11T08:49:10.045759975Z,0.001879990,19,1.7002750965544093e-8,292.5920,12.9142,536403.8,direct,0,1.0255666928940251e-2,9,44,7,2,16441,1606,44,7,2,16441,1606,0.114
