start,fa,lon,lat,phase,n_core,dur_ms,pi_core_med,pi_bkg_med,pi_med_ratio,acd_core,acd_bkg,det_frac_max,rate_bkg,n_det_hit
2025-04-03T19:16:03.844503,1.8668835910441207e-34,-135.79074568196467,-13.452557244969144,0.844504,41,1.7700,68,34,2.000,0.0000,0.0104,0.439,3319,3
2025-04-04T15:44:03.407831,3.292885237859628e-34,142.78688004705708,-13.902011654570224,0.407831,45,1.4900,79,32,2.469,0.0000,0.0094,0.378,4146,3
2025-04-04T19:27:08.824075,2.5316944756858203e-19,-159.09378784876043,-19.17323604473105,0.824076,29,1.4610,51,35,1.457,0.0000,0.0132,0.414,2958,3
2025-04-07T03:24:47.136902,2.1985390658687e-15,-76.37819553483948,-0.28469117207589006,0.136902,27,1.4840,57,30,1.900,0.0000,0.0100,0.370,3692,3
2025-04-07T17:28:51.208339,1.9857040424844385e-16,-40.70677543956458,27.850630989518038,0.208340,50,2.0600,16,33,0.485,0.0000,0.0092,0.920,3574,3
2025-04-09T04:47:07.129913,6.028010488865631e-27,81.95183518234523,7.899990075302654,0.129914,34,1.1720,58,39,1.500,0.0000,0.0110,0.441,3739,3
2025-04-09T16:50:33.477602,1.1687277483791394e-06,64.51139741971335,-0.836872171850818,0.477602,28,1.4500,43,29,1.500,0.0000,0.0094,0.393,3558,3
2025-04-10T22:46:09.796355,6.417511398809433e-11,150.99548146851424,3.32012658857789,0.796355,48,2.0980,16,33,0.485,0.0000,0.0129,0.917,2706,3
2025-04-16T11:18:03.007476,8.290967059846508e-13,-79.77031776684426,1.913424484956139,0.007477,29,1.1990,92,32,2.875,0.0000,0.0103,0.379,4074,3
2025-04-16T11:18:22.520184,6.668024503460722e-16,-78.79440319636188,2.501184535538231,0.520184,32,1.1870,97,32,3.031,0.0000,0.0101,0.469,4056,3
2025-04-18T10:09:52.971960,7.062450221911432e-26,-79.07626117595446,0.7386940186210561,0.971960,40,1.4750,48,29,1.672,0.0250,0.0083,0.400,4621,3
2025-04-18T15:47:26.194752,2.8003120553803075e-07,8.877127371859167,2.5714681979626697,0.194753,21,0.5480,101,30,3.367,0.0000,0.0116,0.333,3452,3
2025-04-18T15:47:59.740859,8.215579837103849e-20,10.551043405534232,1.5627075384849656,0.740859,26,0.9900,103,30,3.433,0.0000,0.0088,0.346,3480,3
2025-04-20T18:41:20.760643,6.219143499991603e-26,126.50871753932472,-4.46689017125891,0.760644,45,1.6680,72,30,2.400,0.0000,0.0142,0.400,3232,3
2025-04-21T15:09:41.029659,5.24642513057231e-07,48.12757651173449,-22.130742233287066,0.029660,28,1.5600,95,31,3.081,0.0000,0.0101,0.429,3775,3
2025-04-22T13:35:05.985834,6.79831614293183e-18,22.51106464455889,-2.4607136101215086,0.985835,28,1.5080,69,31,2.242,0.0000,0.0102,0.464,3237,3
2025-04-23T07:22:19.250279,5.519311377207296e-09,111.75825506877682,-3.2673887480850223,0.250279,22,0.8320,75,35,2.143,0.0000,0.0113,0.455,3178,3
2025-04-25T04:41:05.293377,4.723473874956028e-07,149.31396822245406,-9.194462152119984,0.293377,22,1.3910,57,35,1.643,0.0000,0.0088,0.409,3696,3
2025-04-26T04:43:40.311987,1.1581079768794013e-41,101.57214634229939,12.237210777709802,0.311987,49,1.4720,61,36,1.694,0.0000,0.0098,0.367,3362,3
2025-04-26T20:14:55.947687,3.067225968170562e-06,76.59729488368284,5.339057403090351,0.947687,15,0.6200,150,34,4.412,0.0000,0.0074,0.533,4306,3
2025-04-27T04:56:57.455837,3.522155535567525e-14,86.12000411089454,14.512208008716435,0.455837,25,1.5660,50,35,1.429,0.0000,0.0106,0.520,3195,3
2025-04-27T17:18:03.181748,1.9023859877001445e-14,122.37602785560473,9.565299340079346,0.181748,18,0.3950,93,30,3.117,0.0000,0.0075,0.389,3890,3
2025-04-27T18:54:07.611272,7.962918053064904e-14,94.86635358192336,7.992679390003103,0.611272,31,1.5380,75,32,2.344,0.0000,0.0098,0.387,4028,3
2025-04-27T18:56:27.505897,4.4449477327409087e-13,102.08081528134875,11.990083918088192,0.505898,30,1.4740,66,32,2.062,0.0000,0.0073,0.533,3994,3
2025-04-28T01:55:52.406318,1.600725310622711e-07,118.70817988423137,17.300765028693526,0.406319,25,1.4180,50,43,1.163,0.0000,0.0089,0.520,3772,3
2025-04-28T23:13:42.925985,4.275473917588784e-20,-150.09167771893667,-12.352859401062583,0.925985,35,1.5420,46,37,1.243,0.0286,0.0089,0.514,3696,3
2025-04-30T13:04:02.852010,1.4514970546279967e-26,142.27899230371094,-3.003495318140712,0.852011,38,1.3780,47,29,1.638,0.0000,0.0113,0.553,3504,3
