date,start,stop,count,mean,sf,false_positive_per_year,lat,lon,alt,n,n_acd,n_acd_multi,n_bg,n_acd_bg,neighbors_10min,is_train,n,n_acd,n_acd_multi,n_bg,n_acd_bg,det_share_max
20170726,2017-07-26T22:19:19.286487996Z,2017-07-26T22:19:19.287308007Z,35,1.6854731561152798,7.580220359919405e-35,9.802974109208451e-24,22.272682397817377,303.22048140046,543356.918628919,38,5,1,13688,2170,9,0,38,5,1,13688,2170,0.132
20170729,2017-07-29T13:19:49.420967996Z,2017-07-29T13:19:49.422089993Z,32,2.0832400831719595,5.039413029480691e-28,5.639037375698875e-17,10.52048448939562,278.4208908649576,543542.7318778097,39,1,0,14511,895,11,0,39,1,0,14511,895,0.128
20170729,2017-07-29T23:30:38.075946003Z,2017-07-29T23:30:38.077508002Z,28,1.904604001193538,2.3391632170939325e-24,2.817579019550163e-13,13.034479221282005,277.2774318419409,543069.0674611091,40,6,1,14252,1887,8,0,40,6,1,14252,1887,0.100
20170730,2017-07-30T23:22:43.177029997Z,2017-07-30T23:22:43.178855985Z,48,2.9258429722271257,6.571614602615076e-42,4.961615147087476e-31,9.552676204416157,276.7795772285444,543115.4479464948,60,9,3,13908,1963,9,0,60,9,3,13908,1963,0.117
20170731,2017-07-31T07:10:14.334012001Z,2017-07-31T07:10:14.335859984Z,79,4.2462694115468285,3.673786228178545e-71,2.4153498552146212e-60,31.349273274564744,127.64631382467151,548257.9900784015,104,12,7,17434,1843,7,0,104,12,7,17434,1843,0.096
20170731,2017-07-31T23:12:41.691507995Z,2017-07-31T23:12:41.693187981Z,31,3.226458995255952,3.179560604446224e-21,2.3013180292932548e-10,11.409014500917197,270.7790961708215,543914.1112988056,43,4,2,14672,1738,7,0,43,4,2,14672,1738,0.163
20170801,2017-08-01T10:16:41.244596004Z,2017-08-01T10:16:41.246115982Z,31,1.4185186451756002,6.943058035823062e-32,1.2038620776803854e-20,20.434312628328207,90.82328476447822,545946.397816813,42,6,4,15347,1600,5,0,42,6,4,15347,1600,0.119
20170801,2017-08-01T21:31:19.331521987Z,2017-08-01T21:31:19.333169996Z,20,0.7098709926713983,7.453402552634872e-24,2.0633694539621665e-12,2.95051226218462,299.38405321147206,543542.835263133,34,7,5,12303,1779,5,0,34,7,5,12303,1779,0.176
20170804,2017-08-04T20:52:22.953965991Z,2017-08-04T20:52:22.955623984Z,49,5.262413118705238,2.177321036318764e-31,1.3213889619627253e-20,29.525469133158925,255.91667200759892,548613.2341502935,65,4,0,20003,1300,15,0,65,4,0,20003,1300,0.138
20170806,2017-08-06T11:13:57.911643981Z,2017-08-06T11:13:57.912607967Z,19,0.7383565638922049,4.721202002039182e-22,1.2844985244251322e-10,-0.6854025892591478,68.04754444053054,545704.1882980227,27,1,0,12715,718,4,0,27,1,0,12715,718,0.148
20170806,2017-08-06T19:07:40.989331990Z,2017-08-06T19:07:40.991183966Z,66,2.627337344946646,2.640442413958505e-68,2.0223923741287095e-57,7.524116517565251,298.6719152609724,545987.024062568,73,8,2,12631,1463,14,0,73,8,2,12631,1463,0.096
20170806,2017-08-06T19:07:41.014360010Z,2017-08-06T19:07:41.016373991Z,60,2.258020617667876,8.078928554481358e-64,7.161188668102372e-53,7.52304937193066,298.6729780112258,545986.9723777622,73,9,4,12620,1460,14,0,73,9,4,12620,1460,0.110
20170806,2017-08-06T20:01:20.741319984Z,2017-08-06T20:01:20.742625981Z,19,0.6852251646713761,1.1151592949499338e-22,3.743941708180251e-11,7.880948611160517,121.59305637015106,538562.5982376457,29,0,0,14483,660,6,0,29,0,0,14483,660,0.138
20170808,2017-08-08T12:29:03.017767995Z,2017-08-08T12:29:03.019571989Z,21,0.6620610238368003,5.421623350499022e-26,1.6139844144294563e-14,3.695323339980841,31.331746878693703,546254.2928715944,34,8,2,12391,1809,8,0,34,8,2,12391,1809,0.118
20170809,2017-08-09T08:27:15.027244001Z,2017-08-09T08:27:15.029174Z,34,1.112229885600024,1.3588110281410923e-39,2.8973849934001533e-28,11.602431726913453,282.9929862552548,537847.1611762047,55,2,1,14795,1323,14,0,55,2,1,14795,1323,0.164
20170810,2017-08-10T08:17:47.654643982Z,2017-08-10T08:17:47.655853986Z,23,1.649727949954255,5.47379012528573e-20,7.996939598999551e-09,11.199706723899842,278.477583734121,537426.0154335409,36,0,0,15014,951,15,0,36,0,0,15014,951,0.139
20170810,2017-08-10T09:55:03.995387971Z,2017-08-10T09:55:03.997177988Z,37,1.4356158761244506,4.3825371502319975e-40,7.598914270870458e-29,15.933253915133477,259.25320415830976,538134.0724218249,52,6,1,15366,2540,11,0,52,6,1,15366,2540,0.115
20170810,2017-08-10T09:56:57.128571987Z,2017-08-10T09:56:57.130562007Z,58,3.4840305310641346,2.257716804163111e-50,1.772325840176555e-39,20.504806834311484,264.549749432807,539024.420324874,73,7,3,17042,2789,14,0,73,7,3,17042,2789,0.096
20170813,2017-08-13T07:51:28.490479975Z,2017-08-13T07:51:28.491481989Z,27,1.4190701687545955,1.5046110291008186e-26,2.608856429326115e-15,15.157974920715692,270.3820485246307,537006.2585122347,37,2,1,15636,2080,7,0,37,2,1,15636,2080,0.135
20170813,2017-08-13T07:52:45.789721995Z,2017-08-13T07:52:45.791399985Z,28,1.0012072950786313,4.4520828917505466e-32,1.1706726461761212e-20,18.32030509012163,273.9373533883023,537458.26540851,41,3,1,16566,2289,7,0,41,3,1,16566,2289,0.146
20170813,2017-08-13T09:29:42.361476004Z,2017-08-13T09:29:42.363330006Z,82,3.1988192982257564,8.823990790746436e-85,7.289515061223923e-74,22.041613313260676,254.16393018345536,538201.9571693569,100,12,3,16359,1590,12,0,100,12,3,16359,1590,0.090
20170820,2017-08-20T13:41:20.422201991Z,2017-08-20T13:41:20.423633992Z,21,0.7452976752262147,6.777904814567737e-25,2.376524967275559e-13,20.71167813367248,275.5472360848022,543713.5911457896,38,5,0,16360,1838,13,0,38,5,0,16360,1838,0.132
20170820,2017-08-20T13:46:44.388843983Z,2017-08-20T13:46:44.390399992Z,34,0.9874863962935786,2.3854296400617417e-41,4.9527943302948595e-30,7.302151449283064,290.0894213207221,544818.9445998967,48,6,2,12871,1522,10,0,48,6,2,12871,1522,0.146
20170820,2017-08-20T14:46:30.535693973Z,2017-08-20T14:46:30.537543982Z,28,1.5168736834297405,4.6208144646593915e-27,8.012065106324565e-16,22.979508436651233,129.60159211078644,537003.8967183352,42,7,2,16373,1787,7,0,42,7,2,16373,1787,0.143
20170821,2017-08-21T05:01:19.738993972Z,2017-08-21T05:01:19.740747988Z,45,1.0683596633337034,1.3379282247918265e-57,2.973197571323553e-46,14.305167712995411,260.9537822835678,536854.9868779898,62,3,0,14992,1086,19,0,62,3,0,14992,1086,0.161
20170821,2017-08-21T13:33:42.118048012Z,2017-08-21T13:33:42.119870007Z,20,0.5877017918239767,1.5865837178873327e-25,6.588350132420701e-14,16.680663824762405,276.1668995201281,543359.0597892225,41,8,0,15302,1851,10,0,41,8,0,15302,1851,0.171
20170822,2017-08-22T00:36:25.369053989Z,2017-08-22T00:36:25.370451986Z,20,1.0615133173633025,2.4917839093643926e-20,7.146650492041662e-09,28.075798776872162,91.4893387180093,542949.1321981043,38,1,0,19063,876,4,0,38,1,0,19063,876,0.158
20170823,2017-08-23T03:07:59.998967975Z,2017-08-23T03:08:00.000753998Z,24,0.9490278542737494,7.003200317861558e-27,1.9387373100820038e-15,15.960129878224135,278.8441855784178,537320.5000975013,44,4,4,16297,1281,10,0,44,4,4,16297,1281,0.114
20170823,2017-08-23T10:01:54.343221992Z,2017-08-23T10:01:54.344339996Z,19,0.7014224859062109,1.752166666089219e-22,5.530147921643087e-11,22.46238194201231,309.61409285702945,541962.5686543941,28,8,5,13777,1491,10,0,28,8,5,13777,1491,0.107
20170824,2017-08-24T10:56:54.078626006Z,2017-08-24T10:56:54.080314010Z,23,1.1178556007052374,7.996558730519738e-24,1.4019097342972565e-12,19.163887299155295,157.04514956454696,537738.8551012069,35,8,1,12170,1815,5,0,35,8,1,12170,1815,0.143
20170824,2017-08-24T14:03:25.383057981Z,2017-08-24T14:03:25.384769976Z,29,1.1956691626763665,2.5261483223548996e-31,6.993285613806316e-20,8.597236023325921,97.11042030862451,538275.0162445367,48,0,0,20919,832,0,0,48,0,0,20919,832,0.167
20170827,2017-08-27T03:13:36.619919985Z,2017-08-27T03:13:36.621471971Z,38,2.0286887688714925,6.506425700154167e-36,6.376341405055791e-25,-3.8961020857518913,57.96803479988397,543658.6890044928,49,3,2,12559,948,12,0,49,3,2,12559,948,0.204
20170827,2017-08-27T22:07:10.872173964Z,2017-08-27T22:07:10.873431980Z,36,3.81185562262048,5.6704158157301236e-24,4.2605465426720127e-13,23.62830110454679,97.53389900878072,539709.3893312336,50,4,1,18070,1259,5,0,50,4,1,18070,1259,0.140
20170827,2017-08-27T23:04:15.023871988Z,2017-08-27T23:04:15.025278002Z,19,0.8071290044386796,2.6253831838653113e-21,8.452451439633224e-10,-0.4512573298740387,290.32222013754847,541702.4842426301,36,3,1,16305,1126,5,0,36,3,1,16305,1126,0.111
20170828,2017-08-28T08:33:00.070719987Z,2017-08-28T08:33:00.072459995Z,28,2.289531184788606,3.3586404850752794e-22,2.944085667789414e-11,-9.525571713289322,135.75995940870672,544869.3365001023,38,3,0,12677,2268,7,0,38,3,0,12677,2268,0.132
20170828,2017-08-28T08:35:56.331721991Z,2017-08-28T08:35:56.333480Z,22,1.3921071048495062,2.0572070882869306e-20,2.847543948196599e-09,-1.9713379139590266,143.2133073809004,542574.3524993897,40,12,3,12177,2165,9,0,40,12,3,12177,2165,0.150
20170828,2017-08-28T10:54:42.647651970Z,2017-08-28T10:54:42.649323999Z,22,0.810508015801131,1.4184810657265027e-25,3.926864920249192e-14,12.759810994893312,276.0316333960706,539761.1691917718,39,1,1,14167,1033,11,0,39,1,1,14167,1033,0.103
20170828,2017-08-28T21:57:06.373993992Z,2017-08-28T21:57:06.375581979Z,35,3.415000947653636,1.5500942864182278e-24,1.2543105010902714e-13,25.350375202034716,91.096847762568,539294.4135543138,57,2,0,17201,935,5,0,57,2,0,17201,935,0.088
20170828,2017-08-28T22:06:06.151693999Z,2017-08-28T22:06:06.153577983Z,20,0.6250443422428831,5.582536453892309e-25,2.2588204126129852e-13,3.198198791180253,115.72293216390193,541120.9531706572,41,1,1,15818,829,5,0,41,1,1,15818,829,0.098
20170829,2017-08-29T05:57:44.214145988Z,2017-08-29T05:57:44.215721994Z,38,1.287222979890236,2.6428509216370153e-43,4.0877999117951974e-32,16.548502259375454,340.64501112839224,538895.1570448041,49,3,0,12475,1010,12,0,49,3,0,12475,1010,0.122
20170829,2017-08-29T11:48:48.612041980Z,2017-08-29T11:48:48.613481998Z,23,1.1820213849422052,2.8704583716375767e-23,7.189027303055937e-12,26.312933647595347,121.5807454430035,539807.7000000001,37,0,0,18593,1913,2,0,37,0,0,18593,1913,0.162
20170830,2017-08-30T00:27:25.384523987Z,2017-08-30T00:27:25.386442005Z,34,2.3132641887350354,5.725340558068813e-29,6.499300928742088e-18,15.941943495346308,274.43268524563314,540504.6383425355,54,4,3,16418,1791,7,0,54,4,3,16418,1791,0.111
20170901,2017-09-01T11:18:53.457671999Z,2017-09-01T11:18:53.459419995Z,27,1.6912116383907854,1.5738329654357613e-24,2.822231237716254e-13,21.844858061479332,103.2878797476399,541416.6591360332,48,2,1,19291,1028,1,0,48,2,1,19291,1028,0.125
20170902,2017-09-02T08:35:02.221850007Z,2017-09-02T08:35:02.223235994Z,24,0.6537030980687855,8.337127125800437e-31,2.799036703907541e-19,6.924791713291407,285.78282618481643,537988.787002635,42,1,0,13568,1956,8,0,42,1,0,13568,1956,0.095
20170902,2017-09-02T19:46:26.405551999Z,2017-09-02T19:46:26.407253980Z,23,0.8885960300657867,4.0362845217871163e-26,1.248980408198562e-14,-2.781397713056803,125.32423882137716,539794.423874104,45,3,2,17225,1487,6,0,45,3,2,17225,1487,0.111
20170902,2017-09-02T20:32:13.134420007Z,2017-09-02T20:32:13.136133998Z,34,3.262637990771997,3.844822542483589e-24,3.261714769773459e-13,-2.356989827297926,288.1898578770173,545353.1058733582,42,2,0,17211,2334,5,0,42,2,0,17211,2334,0.095
20170903,2017-09-03T09:16:17.754237979Z,2017-09-03T09:16:17.755665987Z,19,0.8646001636177586,9.838151034897136e-21,3.696803404425636e-09,0.3542620951545239,96.63531364599467,545096.7360522628,41,3,2,20295,1873,1,0,41,3,2,20295,1873,0.146
20170903,2017-09-03T19:29:59.030757993Z,2017-09-03T19:29:59.032550007Z,21,0.42874162434335544,4.780827992119512e-30,2.0953667465021962e-18,15.486578515960279,102.90129619971812,537019.7753648043,30,0,0,11860,1276,11,0,30,0,0,11860,1276,0.167
20170904,2017-09-04T20:16:09.829967975Z,2017-09-04T20:16:09.831743985Z,45,7.701969524085213,5.964521961381289e-21,1.8936276973168674e-10,4.359481688593626,286.5205161375833,544976.1036987901,61,5,0,15420,1073,9,0,61,5,0,15420,1073,0.148
20170905,2017-09-05T08:05:16.794815987Z,2017-09-05T08:05:16.796051979Z,22,0.8491149071576387,3.986472435649306e-25,8.169663385292738e-14,11.493833465732934,268.88133451622485,536543.7308073401,33,5,3,11010,1720,12,0,33,5,3,11010,1720,0.152
20170905,2017-09-05T20:13:16.354837983Z,2017-09-05T20:13:16.356301993Z,20,0.37391155296950335,1.4616857272335032e-29,6.782537832088206e-18,20.46042518713713,299.5645793426371,544079.374153614,27,2,1,11140,1150,35,1,27,2,1,11140,1150,0.148
20170906,2017-09-06T06:22:45.418737977Z,2017-09-06T06:22:45.420049995Z,22,0.35098393420032603,9.61780572922373e-34,3.794437010018237e-22,5.916085110523404,294.6834094349134,536676.919523254,31,4,0,8700,2000,26,0,31,4,0,8700,2000,0.194
20170906,2017-09-06T21:38:23.981423974Z,2017-09-06T21:38:23.982849985Z,27,1.004080570066042,1.3950732893836007e-30,3.795579136211844e-19,18.248872797463537,268.57707539314924,544762.001851803,38,12,7,16967,2777,14,0,38,12,7,16967,2777,0.132
20170913,2017-09-13T03:41:38.972427964Z,2017-09-13T03:41:38.973589986Z,19,0.7303668623705887,3.8269274917622292e-22,1.0594309422129319e-10,6.914979570354223,289.34370033506514,536305.0192605376,27,5,1,12666,1532,7,0,27,5,1,12666,1532,0.111
20170914,2017-09-14T17:14:12.919817984Z,2017-09-14T17:14:12.921697974Z,50,5.205281525377972,1.3585989671967997e-32,7.028614603048615e-22,21.349332814708948,288.13725158671855,547370.9003074527,67,7,6,16811,1204,26,0,67,7,6,16811,1204,0.090
20170921,2017-09-21T22:56:09.413708001Z,2017-09-21T22:56:09.415409982Z,26,1.2485597651552935,1.1056180078885763e-26,3.171866624869351e-15,31.742284767381552,269.98526235592067,545701.4831019521,47,1,0,22529,1610,4,0,47,1,0,22529,1610,0.085
20170922,2017-09-22T00:34:52.738665968Z,2017-09-22T00:34:52.740361988Z,24,1.4678774918654713,2.313607288345122e-22,4.5629961091996616e-11,24.686095313252807,256.7794141562933,543380.1647909284,39,3,1,18208,2011,16,0,39,3,1,18208,2011,0.154
20170923,2017-09-23T11:33:25.579865992Z,2017-09-23T11:33:25.581547975Z,23,1.6444914110309774,5.0971588359398217e-20,7.446699709808451e-09,24.07571058504343,83.61657167768062,544273.9222366393,41,2,2,14948,1530,8,0,41,2,2,14948,1530,0.098
20170923,2017-09-23T22:43:35.721663981Z,2017-09-23T22:43:35.723647981Z,68,2.4632282694110654,5.324731717961194e-73,5.385752478598623e-62,18.10653403572798,281.10942012105227,542777.7314380289,85,5,2,15445,2034,16,0,85,5,2,15445,2034,0.129
20170924,2017-09-24T01:21:41.512625992Z,2017-09-24T01:21:41.514469981Z,24,0.9135855781807025,2.7979088465278736e-27,9.59733801210537e-16,19.937968458841443,104.02217983489813,545594.4551776588,48,5,0,19844,1276,6,0,48,5,0,19844,1276,0.104
20170924,2017-09-24T16:15:47.592559993Z,2017-09-24T16:15:47.594035983Z,20,0.8570025583035772,3.383096648330379e-22,7.967864886537671e-11,10.49515595210016,22.339280379968287,541635.9849753678,30,4,2,12720,1505,13,0,30,4,2,12720,1505,0.167
20170924,2017-09-24T22:35:53.565821975Z,2017-09-24T22:35:53.567737996Z,23,0.7926804774440372,2.853441351960998e-27,8.339777716825623e-16,14.031910878103972,281.55208240849794,542514.8047443152,45,4,0,14520,2044,11,0,45,4,0,14520,2044,0.156
20170926,2017-09-26T11:16:35.698053985Z,2017-09-26T11:16:35.699713975Z,28,1.3822382013509904,3.552382479867245e-28,5.4421417393767525e-17,-4.057188676533699,101.28017259327174,541954.3603686035,43,1,1,13383,980,6,0,43,1,1,13383,980,0.140
20170927,2017-09-27T09:20:16.271553993Z,2017-09-27T09:20:16.272899985Z,21,1.0506814075173136,9.67290585736928e-22,2.461575177648843e-10,24.851907981472017,90.50177550691605,546386.8566785812,30,2,0,16844,1941,6,0,30,2,0,16844,1941,0.133
20170928,2017-09-28T07:47:20.696051985Z,2017-09-28T07:47:20.697853982Z,45,2.628155644463475,2.798629135928702e-40,3.088225257263297e-29,-4.628856383992434,142.21800196071447,543071.8784779906,64,8,4,18123,1383,2,0,64,8,4,18123,1383,0.109
20171002,2017-10-02T01:39:24.711659967Z,2017-10-02T01:39:24.713549971Z,24,1.5676611149656785,1.0883663480171024e-21,1.547144897884479e-10,13.19959914349258,39.51883857087195,539790.6688653767,44,0,0,14268,408,3,0,44,0,0,14268,408,0.114
20171002,2017-10-02T19:50:01.513133972Z,2017-10-02T19:50:01.514735996Z,30,1.5802532282236539,3.812144348064632e-29,5.185188853407458e-18,2.7257643227875232,284.58290437972073,545321.238075006,45,1,0,13440,1487,10,0,45,1,0,13440,1487,0.111
20171003,2017-10-03T18:04:46.603443980Z,2017-10-03T18:04:46.604921996Z,16,0.4852224433280247,8.147933124271675e-21,3.3834606817805724e-09,4.012734240118563,303.52223210380436,545656.9189554065,30,1,0,12731,1168,11,0,30,1,0,12731,1168,0.133
20171003,2017-10-03T20:37:56.866489976Z,2017-10-03T20:37:56.867537975Z,19,0.8808626285142357,1.406234324902599e-20,5.042525535634969e-09,21.503204805891514,113.66259885097982,540635.9920331478,31,2,1,19732,2062,1,0,31,2,1,19732,2062,0.097
20171004,2017-10-04T05:15:07.335599988Z,2017-10-04T05:15:07.337372004Z,52,9.425550307403427,9.927222390586319e-23,3.256578399446498e-12,-3.021221646498442,140.43944826690733,546078.2385538399,64,2,0,19285,825,3,0,64,2,0,19285,825,0.125
20171004,2017-10-04T05:15:38.479588001Z,2017-10-04T05:15:38.481475979Z,28,1.457559325887128,1.5388845346969514e-27,3.281354702799447e-16,-4.360921076188684,141.74463661756755,546138.5194930017,46,0,0,19144,911,4,0,46,0,0,19144,911,0.109
20171004,2017-10-04T07:40:03.676357984Z,2017-10-04T07:40:03.678027987Z,48,6.90895733776519,2.576043053779354e-25,9.175435251202864e-15,7.861826473298073,288.7901023292208,537960.4334431887,55,9,3,15274,2409,1,0,55,9,3,15274,2409,0.127
20171004,2017-10-04T07:40:27.207286Z,2017-10-04T07:40:27.208969980Z,40,6.1185617652222435,1.3772964091192526e-20,5.474121719577614e-10,8.866087295671703,289.7975841383806,538063.2399757922,47,7,4,15400,2330,1,0,47,7,4,15400,2330,0.106
20171005,2017-10-05T06:41:50.992835968Z,2017-10-05T06:41:50.994555979Z,28,1.741968484917376,2.056027536885624e-25,2.7969194456902477e-14,-4.911657427615822,113.93280362989158,546568.7866087229,40,4,1,14685,1493,8,0,40,4,1,14685,1493,0.125
20171005,2017-10-05T15:30:25.672217994Z,2017-10-05T15:30:25.674029976Z,26,0.8499676449133396,5.024798551669675e-31,1.132555520837865e-19,15.107072554584148,170.88144052610636,538490.238787204,42,10,5,12211,2192,8,0,42,10,5,12211,2192,0.143
20171005,2017-10-05T18:40:49.602421998Z,2017-10-05T18:40:49.604493975Z,59,3.0219221666902274,4.04077387386236e-55,3.484052373455759e-44,14.231832341336013,121.39061259913922,538077.8413608789,77,16,7,16286,2023,8,0,77,16,7,16286,2023,0.117
20171006,2017-10-06T08:59:57.731035977Z,2017-10-06T08:59:57.732691973Z,72,3.413115153041848,6.42535415152932e-69,4.6938878514715946e-58,16.12378445535183,265.0070497141886,538273.6768904448,92,8,0,15662,1473,12,0,92,8,0,15662,1473,0.098
20171006,2017-10-06T17:35:38.181529998Z,2017-10-06T17:35:38.184677988Z,62,2.7295064181558395,1.0222766071008321e-61,7.755308664275933e-51,6.587743431442679,288.76067569956274,546497.318085587,126,17,9,13026,1865,12,0,126,17,9,13026,1865,0.103
20171007,2017-10-07T17:23:36.237567991Z,2017-10-07T17:23:36.238995999Z,19,0.8989006495340843,2.073394752908008e-20,5.2776735467106165e-09,13.313410829840302,277.8195951266083,546700.371288994,31,4,3,14480,2226,11,0,31,4,3,14480,2226,0.129
20171008,2017-10-08T06:02:37.693607985Z,2017-10-08T06:02:37.695139974Z,22,1.446095365985761,4.687298722288686e-20,7.547700979632342e-09,22.903300879341963,72.49954430584432,547419.3351056576,35,1,0,14600,1087,7,0,35,1,0,14600,1087,0.171
20171008,2017-10-08T23:31:12.303783982Z,2017-10-08T23:31:12.304697990Z,18,0.6882427250424518,3.534096692175389e-21,1.1618272580721715e-09,24.146529073966743,163.8695968186021,547340.0062048197,30,5,1,14344,1499,9,0,30,5,1,14344,1499,0.167
20171009,2017-10-09T05:14:27.224617987Z,2017-10-09T05:14:27.226336002Z,29,0.9050272844774334,7.87040810397107e-35,2.2176567939993436e-23,-0.7855950968265534,284.21997709981207,536427.9788366556,48,1,0,16032,1292,9,0,48,1,0,16032,1292,0.104
20171010,2017-10-10T06:46:22.792053967Z,2017-10-10T06:46:22.793579965Z,21,1.1926411564408779,1.3726584488009293e-20,2.9669409770780617e-09,14.422190796191694,271.1052348151386,536586.1280378938,35,13,5,16152,2843,8,0,35,13,5,16152,2843,0.171
20171010,2017-10-10T06:46:32.042259991Z,2017-10-10T06:46:32.044301986Z,54,3.602725834772073,9.445731324393065e-45,6.964252753632306e-34,14.806200972108247,271.5211030290342,536629.9293596089,77,12,5,16552,2637,8,0,77,12,5,16552,2637,0.143
20171011,2017-10-11T04:58:23.771487981Z,2017-10-11T04:58:23.773059993Z,29,2.2511298993512363,1.5972093169326861e-23,1.750083508244201e-12,6.227101593794526,282.8915294798825,535939.614184007,43,6,3,15530,2436,9,0,43,6,3,15530,2436,0.116
20171011,2017-10-11T14:34:53.256870001Z,2017-10-11T14:34:53.258029997Z,17,0.6228897246650761,1.725814069867984e-20,5.673579427457235e-09,16.94010023919523,148.4483013512236,536514.1047474564,26,1,0,12810,2036,9,0,26,1,0,12810,2036,0.154
20171011,2017-10-11T14:36:28.761081993Z,2017-10-11T14:36:28.762283980Z,22,0.9670895365311446,7.096915960666156e-24,1.4931264566369027e-12,20.780913312130572,152.9571628323585,537083.7564459265,31,5,0,12675,2041,8,0,31,5,0,12675,2041,0.161
20171012,2017-10-12T22:52:46.272333979Z,2017-10-12T22:52:46.274085998Z,26,1.4310258669706222,3.687676034549262e-25,6.190346157059827e-14,26.118379168996217,144.82752878150285,545946.4368724406,38,0,0,15230,814,7,0,38,0,0,15230,814,0.158
20171013,2017-10-13T00:30:25.117884010Z,2017-10-13T00:30:25.119287997Z,24,1.8537630458912413,5.465890460953673e-20,9.273861380837735e-09,20.920817604140044,127.43866654860855,545830.2943816186,41,2,0,19635,1570,2,0,41,2,0,19635,1570,0.098
20171014,2017-10-14T13:57:41.781241983Z,2017-10-14T13:57:41.782597988Z,21,0.5616830400824976,1.6026277591200805e-27,6.4821171749586e-16,-6.171509606909753,112.95535287573338,538089.5215743541,33,0,0,14505,2142,6,0,33,0,0,14505,2142,0.152
20171015,2017-10-15T03:23:15.065079987Z,2017-10-15T03:23:15.066121995Z,29,1.7327985211305084,1.026054478686422e-26,1.326925209507671e-15,18.842131487770082,73.23661710197449,544915.2304039955,37,0,0,14063,1554,5,0,37,0,0,14063,1554,0.216
20171017,2017-10-17T05:39:46.212094008Z,2017-10-17T05:39:46.213968008Z,26,0.8453379595367551,4.355227021333555e-31,1.1648745446540302e-19,12.175053155916931,240.1846304897106,536440.6514928878,48,13,2,14247,3560,7,0,48,13,2,14247,3560,0.104
20171019,2017-10-19T02:10:04.755519986Z,2017-10-19T02:10:04.757231980Z,54,3.100723239140335,4.025962735904927e-48,3.3433309114633285e-37,11.787525619642736,280.17759254115225,536794.0572989822,63,2,1,16042,919,5,0,63,2,1,16042,919,0.111
20171021,2017-10-21T12:58:34.540143996Z,2017-10-21T12:58:34.541779994Z,32,2.450698048652321,7.515678541854158e-26,1.0311391605260329e-14,10.961112150673868,101.27680287701845,537745.317145288,51,4,0,21277,2254,1,0,51,4,0,21277,2254,0.118
20171023,2017-10-23T01:32:24.389275997Z,2017-10-23T01:32:24.391110002Z,37,1.7885323554479007,1.318168980539006e-36,1.8404610119871804e-25,11.586012746699156,263.67150187522236,538548.0097107769,56,9,5,15688,2437,4,0,56,9,5,15688,2437,0.125
20171025,2017-10-25T01:16:36.653903990Z,2017-10-25T01:16:36.655797988Z,35,2.0515712025038284,6.285373963190744e-32,8.404553341538169e-21,19.03250898243189,263.71103599825864,539076.2767824173,50,5,3,17377,1189,7,0,50,5,3,17377,1189,0.140
20171025,2017-10-25T23:29:04.596369981Z,2017-10-25T23:29:04.597769975Z,31,1.5723095547328376,1.6120195070171537e-30,2.6775892914527965e-19,12.229217494295836,276.39691674242977,539989.1966145396,49,9,0,16518,2209,8,0,49,9,0,16518,2209,0.122
20171026,2017-10-26T03:23:39.883471965Z,2017-10-26T03:23:39.885187983Z,35,4.141325832460135,7.930507193324342e-22,4.0367221063786246e-11,-2.593167516346574,26.10460278888464,541661.5937618315,47,16,3,13238,1230,15,0,47,16,3,13238,1230,0.106
20171028,2017-10-28T18:55:59.910303980Z,2017-10-28T18:55:59.912247985Z,43,1.7577056462576353,4.0453633369814426e-45,7.014286049033749e-34,4.073920184838772,128.78832210834562,538943.8534092963,69,5,2,19162,1113,4,0,69,5,2,19162,1113,0.101
20171029,2017-10-29T07:36:39.673103988Z,2017-10-29T07:36:39.673279970Z,19,0.5309016665458519,7.846877170061064e-25,3.1750238396817943e-13,10.025451812369823,288.6993536277247,537670.433029145,20,8,3,13385,1833,8,0,20,8,3,13385,1833,0.150
20171101,2017-11-01T15:03:53.401375979Z,2017-11-01T15:03:53.403117984Z,28,2.586682371788002,8.68291892460507e-21,8.671432407061896e-10,13.558027926436665,151.4535522766173,536422.3393864154,47,6,1,16135,942,5,0,47,6,1,16135,942,0.128
20171101,2017-11-01T19:10:25.858493983Z,2017-11-01T19:10:25.860389977Z,60,3.9897865936993435,1.7723008484068152e-49,1.1652084067282616e-38,7.118279465063811,291.2528790195489,544324.3877483398,82,4,0,16276,1175,3,0,82,4,0,16276,1175,0.085
20171103,2017-11-03T04:29:17.008188009Z,2017-11-03T04:29:17.010147988Z,52,2.0390540466014397,7.942431466433909e-55,7.504434352650805e-44,-3.107330399875641,131.60036957409858,546835.6197917939,68,18,9,12363,2258,4,0,68,18,9,12363,2258,0.103
20171103,2017-11-03T05:16:58.108339995Z,2017-11-03T05:16:58.109986007Z,24,1.0863721266045991,1.8010270730550899e-25,3.38318748064423e-14,2.952618251339197,299.6302794713712,536662.4264408529,33,1,0,12842,1865,6,0,33,1,0,12842,1865,0.091
20171105,2017-11-05T04:56:28.149071991Z,2017-11-05T04:56:28.152707993Z,114,6.723459858138539,6.501141354488162e-97,2.0598567649838598e-86,7.243802421703339,287.2818816814995,535825.644010973,236,14,5,13565,1072,12,0,236,14,5,13565,1072,0.081
